Time,root.Wine.d0.s0
551,-0.53983066
552,-0.53483859
553,-0.52893886
554,-0.52258531
555,-0.51577794
556,-0.51033204
557,-0.50533996
558,-0.50034789
559,-0.49354051
560,-0.48401018
561,-0.46903396
562,-0.44997331
563,-0.42818971
564,-0.40413698
565,-0.38507633
566,-0.38371486
567,-0.39914491
568,-0.41729791
569,-0.42864353
570,-0.43318178
571,-0.43227413
572,-0.42728206
573,-0.41775173
574,-0.40549846
575,-0.39233753
576,-0.38099191
577,-0.37146158
578,-0.36329273
579,-0.35784683
580,-0.35693918
581,-0.36329273
582,-0.37781513
583,-0.39642196
584,-0.41321348
585,-0.42818971
586,-0.43908151
587,-0.44316593
588,-0.44135063
589,-0.43318178
590,-0.40867523
591,-0.35739301
592,-0.30021106
593,-0.26299741
594,-0.24439058
595,-0.25210561
596,-0.26935096
597,-0.27751981
598,-0.27252773
599,-0.25891298
600,-0.24348293
601,-0.23168348
602,-0.22578376
603,-0.23304496
604,-0.24665971
605,-0.26798948
606,-0.29748811
607,-0.32562526
608,-0.35194711
609,-0.35557771
610,-0.33197881
611,-0.28886543
612,-0.26889713
613,-0.32970968
614,-0.39869108
615,-0.45541921
616,-0.48990991
617,-0.50897056
618,-0.51441646
619,-0.50851674
620,-0.50897056
621,-0.52394679
622,-0.54209979
623,-0.55026864
624,-0.55072246
625,-0.54164596
626,-0.53120799
627,-0.51940854
628,-0.50080171
629,-0.48264871
630,-0.46494953
631,-0.44498123
632,-0.42047468
633,-0.39006841
634,-0.35648536
635,-0.32063318
636,-0.28795778
637,-0.24665971
638,-0.19719278
639,-0.13547258
640,-0.061045281
641,-0.0025018558
642,0.084632545
643,0.16859017
644,0.28476937
645,0.39686415
646,0.5248428
647,0.66734385
648,0.82845173
649,1.0086203
650,1.21148
651,1.429316
652,1.6725662
653,1.9094629
654,2.1495363
655,2.412301
656,2.6215143
657,2.8411656
658,2.9718672
659,3.0354027
660,3.0998459
661,3.083962
662,2.9364689
663,2.7916987
664,2.6083534
665,2.510781
666,2.3106442
667,2.0923544
668,1.8527348
669,1.6049463
670,1.3680497
671,1.1375066
672,0.84660473
673,0.6392067
674,0.44043135
675,0.21306502
676,-0.014755131
677,-0.19220071
678,-0.36329273
679,-0.50851674
680,-0.66508636
681,-0.81257949
682,-0.91605159
683,-1.0222466
684,-1.1175499
685,-1.2273755
686,-1.3067949
687,-1.3884834
688,-1.4551957
689,-1.5250847
690,-1.5790899
691,-1.6276492
692,-1.6739393
693,-1.7138759
694,-1.7488205
695,-1.7864879
696,-1.8141713
697,-1.8409469
698,-1.8645458
699,-1.8840603
700,-1.9044824
701,-1.9226354
702,1.7740801
703,1.6351396
704,1.5078899
705,1.3887339
706,1.2772218
707,1.1715551
708,1.0667877
709,0.96651679
710,0.87209124
711,0.78081321
712,0.69403163
713,0.61354509
714,0.53935359
715,0.46785996
716,0.40266136
717,0.34195923
718,0.28575354
719,0.23854077
720,0.19627409
721,0.15850387
722,0.12433082
723,0.090607406
724,0.06138045
725,0.039347822
726,0.024509521
727,0.011020157
728,-0.0060663708
729,-0.020904671
730,-0.026750063
731,-0.020904671
732,0.0020272478
733,0.047891086
734,0.12433082
735,0.2398897
736,0.41749967
737,0.70572241
738,1.1625622
739,1.7169751
740,1.9319056
741,1.4656233
742,0.80239619
743,0.34600603
744,0.11174074
745,0.015516612
746,0.0011279568
747,0.045642859
748,0.13782018
749,0.25517765
750,0.34016064
751,0.30913511
752,0.15310813
753,-0.035742972
754,-0.17873023
755,-0.26506216
756,-0.31137565
757,-0.33655579
758,-0.35184374
759,-0.36578275
760,-0.38196999
761,-0.39860687
762,-0.41749198
763,-0.44132319
764,-0.46740263
765,-0.49078419
766,-0.50742107
767,-0.51731327
768,-0.52360831
769,-0.53170193
770,-0.54384236
771,-0.55733172
772,-0.56722392
773,-0.57172038
774,-0.57351896
775,-0.57531754
776,-0.57666648
777,-0.57621683
778,-0.57351896
779,-0.56992179
780,-0.5640764
781,-0.55688208
782,-0.54968775
783,-0.54339271
784,-0.53754732
785,-0.53305087
786,-0.52810477
787,-0.52270902
788,-0.51641398
789,-0.51146788
790,-0.50652178
791,-0.50292462
792,-0.49932746
793,-0.494831
794,-0.48763667
795,-0.47639554
796,-0.4602083
797,-0.43907496
798,-0.41479411
799,-0.39680829
800,-0.39545935
801,-0.40984801
802,-0.4255856
803,-0.4354778
804,-0.43862532
805,-0.43727638
806,-0.43188063
807,-0.42333737
808,-0.41209623
809,-0.39995581
810,-0.38826502
811,-0.37927211
812,-0.37252743
813,-0.36758133
814,-0.36713169
815,-0.37252743
816,-0.38556715
817,-0.40220403
818,-0.41749198
819,-0.4305317
820,-0.44132319
821,-0.44581964
822,-0.44402106
823,-0.43682673
824,-0.41614304
825,-0.37072885
826,-0.31767068
827,-0.28394727
828,-0.2664111
829,-0.27225649
830,-0.28709479
831,-0.29428912
832,-0.28889337
833,-0.27540401
834,-0.26101535
835,-0.25022386
836,-0.24482812
837,-0.2515728
838,-0.26461252
839,-0.28439692
840,-0.31227494
841,-0.33925367
842,-0.36353452
843,-0.36623239
844,-0.34419977
845,-0.30328203
846,-0.28394727
847,-0.33835438
848,-0.39995581
849,-0.4503161
850,-0.48134164
851,-0.49932746
852,-0.50517285
853,-0.4997771
854,-0.49932746
855,-0.51191753
856,-0.52810477
857,-0.53395016
858,-0.53260122
859,-0.52315867
860,-0.51191753
861,-0.49887781
862,-0.47954305
863,-0.46110759
864,-0.44402106
865,-0.42378702
866,-0.39860687
867,-0.36803098
868,-0.33385792
869,-0.29518841
870,-0.26101535
871,-0.21784939
872,-0.1665898
873,-0.10363944
874,-0.027649353
875,0.031703849
876,0.12208259
877,0.20661594
878,0.3248727
879,0.438633
880,0.56768125
881,0.7115678
882,0.87254088
883,1.0523991
884,1.2542899
885,1.4732672
886,1.7178744
887,1.9552872
888,2.1962972
889,2.4611383
890,2.6715724
891,2.8909994
892,3.0177994
893,3.0785016
894,3.1405527
895,3.1225668
896,2.9696874
897,2.821754
898,2.6329029
899,2.5299341
900,2.3284929
901,2.1081666
902,1.866707
903,1.6176034
904,1.379741
905,1.1495225
906,0.85680329
907,0.6472685
908,0.44897485
909,0.22145424
910,-0.0069656617
911,-0.18457562
912,-0.35678984
913,-0.50157568
914,-0.65760266
915,-0.80553602
916,-0.90850484
917,-1.0137219
918,-1.1072481
919,-1.2160623
920,-1.2947503
921,-1.3752368
922,-1.4404354
923,-1.5101305
924,-1.562739
925,-1.6104014
926,-1.6562653
927,-1.6953844
928,-1.7309064
929,-1.7691263
930,-1.7965546
931,-1.8230837
932,-1.8464653
933,-1.8658
934,-1.8869334
935,-1.9049192
936,1.7765022
937,1.6376539
938,1.510938
939,1.3923103
940,1.2790748
941,1.1725795
942,1.0692296
943,0.97037317
944,0.8746622
945,0.782546
946,0.69627132
947,0.6162875
948,0.54079715
949,0.47024963
950,0.40464492
951,0.34398304
952,0.28916267
953,0.24063316
954,0.19839451
955,0.16019999
956,0.1251509
957,0.092348551
958,0.062691629
959,0.040673612
960,0.025395803
961,0.01101669
962,-0.0056091601
963,-0.020886968
964,-0.026728483
965,-0.020437621
966,0.002029744
967,0.046515126
968,0.12155613
969,0.23703838
970,0.41408122
971,0.70076479
972,1.1555043
973,1.7086508
974,1.919844
975,1.4556683
976,0.79782381
977,0.342635
978,0.10942375
979,0.013712774
980,-0.0011156871
981,0.042920348
982,0.1345872
983,0.25141749
984,0.33724283
985,0.30713656
986,0.149865
987,-0.037512818
988,-0.17950656
989,-0.26623059
990,-0.31296271
991,-0.33767681
992,-0.35295462
993,-0.36688439
994,-0.3821622
995,-0.39878805
996,-0.41810998
997,-0.44147604
998,-0.46708883
999,-0.49000555
1000,-0.5066314
1001,-0.51696638
1002,-0.52370659
1003,-0.53089615
1004,-0.54347788
1005,-0.55650895
1006,-0.56594524
1007,-0.57178676
1008,-0.57403349
1009,-0.57493219
1010,-0.57538153
1011,-0.57493219
1012,-0.5731348
1013,-0.56909067
1014,-0.56324916
1015,-0.55650895
1016,-0.54931939
1017,-0.54257918
1018,-0.53763636
1019,-0.53269354
1020,-0.52775072
1021,-0.52235855
1022,-0.51606769
1023,-0.51022618
1024,-0.50618205
1025,-0.50348597
1026,-0.49944184
1027,-0.49449902
1028,-0.48730946
1029,-0.47607578
1030,-0.46034863
1031,-0.43967865
1032,-0.41586324
1033,-0.39744
1034,-0.39519327
1035,-0.40957238
1036,-0.42574888
1037,-0.43518518
1038,-0.43877996
1039,-0.43698257
1040,-0.4315904
1041,-0.42350215
1042,-0.41226846
1043,-0.39968674
1044,-0.38935175
1045,-0.38036481
1046,-0.3727259
1047,-0.36823243
1048,-0.36823243
1049,-0.3736246
1050,-0.38665567
1051,-0.40328152
1052,-0.41810998
1053,-0.4315904
1054,-0.44147604
1055,-0.44552016
1056,-0.44507082
1057,-0.43788126
1058,-0.41676194
1059,-0.37137786
1060,-0.31970292
1061,-0.28555253
1062,-0.26757863
1063,-0.2738695
1064,-0.2891473
1065,-0.29633686
1066,-0.29049535
1067,-0.27746428
1068,-0.26353451
1069,-0.25230083
1070,-0.24690866
1071,-0.25319952
1072,-0.26667994
1073,-0.28645122
1074,-0.31296271
1075,-0.33992355
1076,-0.36463765
1077,-0.36733373
1078,-0.34531572
1079,-0.30442511
1080,-0.28510318
1081,-0.33992355
1082,-0.40103478
1083,-0.45091233
1084,-0.4810186
1085,-0.49854315
1086,-0.50483401
1087,-0.49944184
1088,-0.49899249
1089,-0.51112487
1090,-0.52640268
1091,-0.53224419
1092,-0.5313455
1093,-0.52145986
1094,-0.51067552
1095,-0.49764445
1096,-0.47787317
1097,-0.46034863
1098,-0.44282408
1099,-0.42215411
1100,-0.39699066
1101,-0.36643504
1102,-0.3318353
1103,-0.29409013
1104,-0.25949038
1105,-0.21545435
1106,-0.1646781
1107,-0.10311752
1108,-0.027627178
1109,0.032136013
1110,0.12335351
1111,0.20917885
1112,0.32600915
1113,0.43924466
1114,0.56820734
1115,0.71154913
1116,0.8737635
1117,1.0548505
1118,1.2570567
1119,1.4745408
1120,1.7198845
1121,1.9593866
1122,2.2006861
1123,2.4631049
1124,2.6698047
1125,2.8886368
1126,3.0193968
1127,3.0800587
1128,3.142518
1129,3.1258922
1130,2.9722154
1131,2.8221334
1132,2.6302621
1133,2.5300576
1134,2.3296487
1135,2.1085699
1136,1.8672704
1137,1.6174333
1138,1.3801779
1139,1.1496627
1140,0.8566883
1141,0.64864051
1142,0.450029
1143,0.22086188
1144,-0.0078558966
1145,-0.18489873
1146,-0.35744809
1147,-0.50258727
1148,-0.65806144
1149,-0.8058967
1150,-0.90879723
1151,-1.0134951
1152,-1.1074087
1153,-1.2161508
1154,-1.2947866
1155,-1.3747704
1156,-1.4399257
1157,-1.5086759
1158,-1.5616989
1159,-1.6093297
1160,-1.6551631
1161,-1.6947057
1162,-1.7302041
1163,-1.7683986
1164,-1.7958088
1165,-1.8218709
1166,-1.8447876
1167,-1.8645589
1168,-1.8856783
1169,-1.9036521
1170,1.7769367
1171,1.6366101
1172,1.5106301
1173,1.3922716
1174,1.2801897
1175,1.1734878
1176,1.0708208
1177,0.97174038
1178,0.87534995
1179,0.78254615
1180,0.69781225
1181,0.61845827
1182,0.5440359
1183,0.47320015
1184,0.40595101
1185,0.34542679
1186,0.29073083
1187,0.24231146
1188,0.20016867
1189,0.16206083
1190,0.12619462
1191,0.093018386
1192,0.063877096
1193,0.041460718
1194,0.025769254
1195,0.0118711
1196,-0.005613674
1197,-0.020856811
1198,-0.026236741
1199,-0.019511828
1200,0.0020078943
1201,0.045943994
1202,0.12036637
1203,0.23513822
1204,0.41088262
1205,0.69646726
1206,1.1506231
1207,1.700721
1208,1.9136766
1209,1.4514509
1210,0.7915127
1211,0.33780523
1212,0.10691654
1213,0.010974445
1214,-0.0038203638
1215,0.041012391
1216,0.13247121
1217,0.24858804
1218,0.33377028
1219,0.30328401
1220,0.14636936
1221,-0.041479878
1222,-0.18270305
1223,-0.26878194
1224,-0.31585634
1225,-0.34096268
1226,-0.35620582
1227,-0.36965564
1228,-0.38534711
1229,-0.4014869
1230,-0.41942
1231,-0.44183638
1232,-0.46694272
1233,-0.48980742
1234,-0.50684387
1235,-0.51670708
1236,-0.52343199
1237,-0.53150189
1238,-0.54360673
1239,-0.55660823
1240,-0.56602311
1241,-0.57095471
1242,-0.57319635
1243,-0.57454133
1244,-0.57588631
1245,-0.57588631
1246,-0.57319635
1247,-0.56960973
1248,-0.56378147
1249,-0.55705656
1250,-0.55033164
1251,-0.54450338
1252,-0.53867513
1253,-0.5332952
1254,-0.52836359
1255,-0.52253533
1256,-0.5171554
1257,-0.51177547
1258,-0.5072922
1259,-0.50370558
1260,-0.50011896
1261,-0.49518735
1262,-0.48801411
1263,-0.47680593
1264,-0.46111446
1265,-0.44049139
1266,-0.41673003
1267,-0.3983486
1268,-0.39700362
1269,-0.41090178
1270,-0.42659324
1271,-0.43645645
1272,-0.44004307
1273,-0.43824976
1274,-0.43331815
1275,-0.42479993
1276,-0.41359174
1277,-0.4014869
1278,-0.39072704
1279,-0.38131216
1280,-0.37413892
1281,-0.36965564
1282,-0.37010397
1283,-0.37593223
1284,-0.3884854
1285,-0.40462519
1286,-0.41986833
1287,-0.43376648
1288,-0.44318136
1289,-0.44766463
1290,-0.44721631
1291,-0.43959474
1292,-0.41807502
1293,-0.37279393
1294,-0.32123627
1295,-0.2876117
1296,-0.26923027
1297,-0.27595518
1298,-0.29119832
1299,-0.29837156
1300,-0.29299163
1301,-0.2795418
1302,-0.26519532
1303,-0.25398713
1304,-0.2486072
1305,-0.25622877
1306,-0.26923027
1307,-0.28806003
1308,-0.31495968
1309,-0.34141101
1310,-0.36606902
1311,-0.36920731
1312,-0.34723926
1313,-0.30599313
1314,-0.28626672
1315,-0.34006602
1316,-0.4014869
1317,-0.45080293
1318,-0.4812892
1319,-0.49877397
1320,-0.50325725
1321,-0.49787732
1322,-0.49742899
1323,-0.50953384
1324,-0.52432865
1325,-0.53060523
1326,-0.52926025
1327,-0.51984537
1328,-0.50908551
1329,-0.49608401
1330,-0.47590927
1331,-0.45752784
1332,-0.44049139
1333,-0.41942
1334,-0.39386533
1335,-0.36293073
1336,-0.32930616
1337,-0.29164665
1338,-0.25712543
1339,-0.21318933
1340,-0.16207999
1341,-0.10065911
1342,-0.024891758
1343,0.033390823
1344,0.12350466
1345,0.20868689
1346,0.32570038
1347,0.43867892
1348,0.56734893
1349,0.71036542
1350,0.87221166
1351,1.0524393
1352,1.2528417
1353,1.4725222
1354,1.7177574
1355,1.9549227
1356,2.1961229
1357,2.4615328
1358,2.6731434
1359,2.8905823
1360,3.0214939
1361,3.0856048
1362,3.1501639
1363,3.1349208
1364,2.9744195
1365,2.8210915
1366,2.6350356
1367,2.5350585
1368,2.3346561
1369,2.1136306
1370,1.8688438
1371,1.6195737
1372,1.3828567
1373,1.1528647
1374,0.86010682
1375,0.65073785
1376,0.45168042
1377,0.2234817
1378,-0.005613674
1379,-0.18359971
1380,-0.35665414
1381,-0.50101561
1382,-0.65748193
1383,-0.80453336
1384,-0.90720037
1385,-1.0116607
1386,-1.1053611
1387,-1.2138564
1388,-1.2923137
1389,-1.372116
1390,-1.4366752
1391,-1.506166
1392,-1.5586203
1393,-1.606143
1394,-1.6518724
1395,-1.6913252
1396,-1.7262948
1397,-1.7639543
1398,-1.7913023
1399,-1.8182019
1400,-1.8410666
1401,-1.8603447
1402,-1.8814161
1403,-1.8993492
1404,1.6584203
1405,1.5238139
1406,1.4030706
1407,1.29306
1408,1.1897574
1409,1.0909267
1410,0.99477929
1411,0.90220942
1412,0.81187553
1413,0.72377763
1414,0.64238769
1415,0.56904731
1416,0.5006261
1417,0.43578246
1418,0.37406921
1419,0.31772233
1420,0.26853061
1421,0.22515246
1422,0.18758787
1423,0.15404806
1424,0.12319144
1425,0.093676402
1426,0.068186147
1427,0.050745446
1428,0.040459904
1429,0.03062156
1430,0.018547228
1431,0.0082616865
1432,0.007814489
1433,0.02167761
1434,0.052534236
1435,0.11022271
1436,0.20502857
1437,0.34589577
1438,0.55697298
1439,0.89371267
1440,1.4129089
1441,2.0224391
1442,2.2424602
1443,1.7205808
1444,0.98851853
1445,0.47826622
1446,0.21352532
1447,0.10485634
1448,0.091440415
1449,0.1464457
1450,0.2528787
1451,0.38435475
1452,0.47379425
1453,0.43041609
1454,0.24930112
1455,0.037776719
1456,-0.12187278
1457,-0.22159781
1458,-0.2766031
1459,-0.30567093
1460,-0.32355883
1461,-0.34099953
1462,-0.35978183
1463,-0.37901132
1464,-0.4004768
1465,-0.42686145
1466,-0.45458769
1467,-0.47963075
1468,-0.49751865
1469,-0.50690979
1470,-0.51406495
1471,-0.5225617
1472,-0.53508323
1473,-0.54939355
1474,-0.5592319
1475,-0.56459827
1476,-0.56772865
1477,-0.56951744
1478,-0.57041183
1479,-0.57041183
1480,-0.56862304
1481,-0.56459827
1482,-0.5583375
1483,-0.55162954
1484,-0.54447438
1485,-0.53776642
1486,-0.53240005
1487,-0.52748088
1488,-0.52211451
1489,-0.51674814
1490,-0.51093457
1491,-0.5060154
1492,-0.50199062
1493,-0.49796584
1494,-0.49349387
1495,-0.4876803
1496,-0.47918355
1497,-0.46532043
1498,-0.44653814
1499,-0.42194227
1500,-0.39511043
1501,-0.37543374
1502,-0.37498654
1503,-0.39198004
1504,-0.41031514
1505,-0.42149508
1506,-0.42596705
1507,-0.42507266
1508,-0.41881189
1509,-0.40897355
1510,-0.39734641
1511,-0.38482489
1512,-0.37453934
1513,-0.36559539
1514,-0.35844023
1515,-0.35486266
1516,-0.35665145
1517,-0.3638066
1518,-0.37945852
1519,-0.39824081
1520,-0.41433992
1521,-0.42999183
1522,-0.44161896
1523,-0.44653814
1524,-0.44519654
1525,-0.4353582
1526,-0.40942075
1527,-0.35799304
1528,-0.29941017
1529,-0.26050399
1530,-0.2412745
1531,-0.24798246
1532,-0.26229278
1533,-0.27123673
1534,-0.26542316
1535,-0.25200724
1536,-0.23859131
1537,-0.22875297
1538,-0.22562259
1539,-0.23769692
1540,-0.25424323
1541,-0.27749749
1542,-0.30880132
1543,-0.33965794
1544,-0.36738418
1545,-0.36917297
1546,-0.34502431
1547,-0.30119896
1548,-0.28196947
1549,-0.34904909
1550,-0.41568151
1551,-0.47158119
1552,-0.50690979
1553,-0.52971686
