Time,root.DistalPhalanxOutlineAgeGroup.d0.s0
166,0.25726872
167,0.52630054
168,0.89662252
169,1.2081763
170,1.3021351
171,1.4360351
172,1.4092317
173,1.3031321
174,1.0911677
175,0.90805945
176,0.73421809
177,0.40512771
178,0.031521283
179,-0.23076568
180,-0.51627841
181,-0.60050115
182,-0.7325244
183,-0.87809601
184,-0.76167391
185,-0.57616101
186,-0.32448987
187,-0.014343745
188,0.27269391
189,0.60630041
190,0.90348468
191,1.241314
192,1.6024865
193,1.6199645
194,1.5581464
195,1.4059472
196,1.4265923
197,1.4299941
198,1.4723987
199,1.5647153
200,1.688762
201,1.7875302
202,1.55451
203,1.1543347
204,0.75867553
205,0.44418923
206,0.040553527
207,-0.28284771
208,-0.61281785
209,-0.67756847
210,-0.36472441
211,-0.55410826
212,-0.7356329
213,-0.96865305
214,-1.1262481
215,-1.3822242
216,-1.5225994
217,-1.5701711
218,-1.3958547
219,-1.1797964
220,-0.92636572
221,-0.65492922
222,-0.37522292
223,-0.13352244
224,0.011521316
225,0.23374969
226,-0.012818821
227,-0.25141081
228,-0.48888843
229,-0.78190848
230,-0.95704016
231,-1.1134622
232,-1.3159604
233,-1.4723238
234,-1.5158369
235,-1.4133151
236,-1.1835501
237,-0.93252407
238,-0.66237788
239,-0.38349271
240,-0.9573383
241,-0.83822617
242,-0.60900426
243,-0.3271187
244,0.0019165827
245,0.26579748
246,0.53778047
247,0.86169568
248,1.0101217
249,1.1223695
250,1.2699515
251,1.3771355
252,1.3284667
253,1.2701203
254,1.1453254
255,1.0056205
256,0.89354143
257,0.7620511
258,0.4271643
259,0.19597313
260,-0.13750705
261,-0.39593029
262,-0.67033266
263,-0.97011036
264,-0.9519369
265,-0.83074299
266,-0.6403999
267,-0.32531823
268,0.0036607848
269,0.35688984
270,0.67844193
271,1.0436553
272,1.3323489
273,1.5070504
274,1.4836444
275,1.2702328
276,1.2559416
277,1.4195028
278,1.4924779
279,1.5538626
280,1.5367019
281,1.5823887
282,1.462095
283,1.1747518
284,0.82157903
285,0.47301994
286,0.077536183
287,-0.23281926
288,-0.49096117
289,-0.80531139
290,0.084569256
291,-0.10830574
292,-0.27743707
293,-0.60900426
294,-0.86720244
295,-1.1726066
296,-1.3760031
297,-1.600977
298,-1.7180017
299,-1.4902764
300,-1.2100225
301,-0.960039
302,-0.63015975
303,-0.36751667
304,-0.12867352
305,0.12609252
306,-0.0089987465
307,-0.29313489
308,-0.68698697
309,-0.96195199
310,-1.2859797
311,-1.5838613
312,-1.6908034
313,-1.6860716
314,-1.4340118
315,-1.1381164
316,-0.86793387
317,-0.58295376
318,-0.24564758
319,-0.045739519
320,-0.87395805
321,-0.79702366
322,-0.54994592
323,-0.31897205
324,-0.31470424
325,0.087323444
326,0.38954129
327,0.76653116
328,0.99431839
329,1.0711959
330,1.2757093
331,1.484832
332,1.4663951
333,1.4918881
334,1.3359139
335,1.2054896
336,0.90913291
337,0.76004408
338,0.51308015
339,0.19179943
340,-0.14456089
341,-0.47397891
342,-0.79053659
343,-0.95208742
344,-0.84818048
345,-0.63405023
346,-0.37860758
347,-0.056473296
348,0.25410945
349,0.61880803
350,0.88056704
351,0.67400504
352,0.85012332
353,1.2316086
354,1.4863684
355,1.5669447
356,1.4129052
357,1.4338459
358,1.4423815
359,1.5045777
360,1.5075937
361,1.5502718
362,1.5085041
363,1.0952094
364,0.80243766
365,0.43910478
366,0.046067949
367,-0.28078938
368,-0.62779077
369,-0.77534319
370,-0.0012193844
371,-0.11901094
372,-0.2714571
373,-0.55216518
374,-0.81790748
375,-1.1236534
376,-1.4264403
377,-1.7022489
378,-1.7074101
379,-1.4825477
380,-1.1830044
381,-0.90713316
382,-0.68754011
383,-0.42879703
384,-0.12521349
385,0.063309901
386,-0.07360144
387,-0.30326651
388,-0.58442983
389,-0.852619
390,-1.1169956
391,-1.4136368
392,-1.5258518
393,-1.6894625
394,-1.5424678
395,-1.3107542
396,-1.0466052
397,-0.80072243
398,-0.48439236
399,-0.21438226
400,-0.89516816
401,-0.79223049
402,-0.55326805
403,-0.26054503
404,-0.23762756
405,0.0059183787
406,0.28966539
407,0.65271641
408,0.71912935
409,0.88193892
410,0.96539674
411,1.2284225
412,1.4717775
413,1.5240102
414,1.4768384
415,1.3166548
416,1.1847838
417,0.90280338
418,0.68403696
419,0.44445384
420,0.11654295
421,-0.12910375
422,-0.46933279
423,-0.77551983
424,-0.95847769
425,-1.0140048
426,-0.86451603
427,-0.54849358
428,-0.2318027
429,0.12394338
430,0.47763644
431,0.8472285
432,1.2062212
433,1.4765997
434,1.514891
435,1.3732801
436,1.3057213
437,1.3959588
438,1.4727324
439,1.5481213
440,1.6609422
441,1.7941022
442,1.5356122
443,1.1478771
444,0.78439641
445,0.37804091
446,-0.031704479
447,-0.37064441
448,-0.69869854
449,-0.92777782
450,0.052564993
451,0.026305384
452,-0.16047205
453,-0.44612885
454,-0.77313259
455,-1.0811817
456,-1.3767216
457,-1.6151111
458,-1.6365819
459,-1.5235845
460,-1.2523466
461,-0.94587307
462,-0.60082182
463,-0.27133534
464,-0.025020215
465,-0.077396198
466,-0.23323504
467,-0.46092972
468,-0.79843731
469,-1.0644233
470,-1.3045316
471,-1.4881579
472,-1.5558122
473,-1.5040569
474,-1.3004733
475,-1.0343918
476,-0.77938716
477,-0.5814852
478,-0.23113427
479,-0.10618628
480,-0.81076012
481,-0.79471185
482,-0.53530269
483,-0.27907591
484,0.033342556
485,0.35435344
486,0.62658303
487,0.85666886
488,1.0597954
489,1.1863631
490,1.3202957
491,1.3716229
492,1.4087657
493,1.3524831
494,1.2385086
495,1.1613587
496,1.0064224
497,0.82011699
498,0.66258935
499,0.34830692
500,0.1670933
501,-0.086360269
502,-0.39123195
503,-0.67359969
504,-0.75015858
505,-0.76925284
506,-0.57067253
507,-0.30635342
508,-0.05540029
509,0.27879472
510,0.56125338
511,0.87653598
512,1.2186869
513,1.4110389
514,1.4022191
515,1.3739415
516,1.3887622
517,1.4006734
518,1.4984633
519,1.4548193
520,1.4276782
521,1.6018451
522,1.4071746
523,1.2075941
524,0.84812191
525,0.49346876
526,0.1393157
527,-0.18856002
528,-0.45956213
529,-0.69278487
530,-0.16041872
531,-0.07881349
532,-0.30676258
533,-0.38073011
534,-0.6050422
535,-0.88154527
536,-1.1133132
537,-1.4231858
538,-1.5717709
539,-1.6957382
540,-1.5087508
541,-1.2783876
542,-1.1253608
543,-0.83503711
544,-0.59026688
545,-0.28839572
546,-0.33026671
547,-0.4876125
548,-0.7177438
549,-0.8950931
550,-1.1587303
551,-1.4072284
552,-1.6329726
553,-1.5542361
554,-1.4047735
555,-1.2369258
556,-1.0593492
557,-0.8464482
558,-0.59504045
559,-0.4313299
560,-0.97111453
561,-0.89516932
562,-0.678312
563,-0.46734779
564,-0.1381885
565,0.19306189
566,0.50278339
567,0.84339624
568,1.0056947
569,1.1627178
570,1.3212142
571,1.3218796
572,1.3610403
573,1.3838999
574,1.311234
575,1.1693713
576,1.0088789
577,0.82196239
578,0.60306148
579,0.34903948
580,0.035373396
581,-0.28047885
582,-0.63321062
583,-0.8658463
584,-0.97154226
585,-0.91398929
586,-0.69171409
587,-0.4271415
588,-0.11385562
589,0.21392544
590,0.55377789
591,0.85770131
592,1.2034944
593,1.4858414
594,1.4786176
595,1.4407876
596,1.4401222
597,1.3728266
598,1.4482965
599,1.4602253
600,1.5240992
601,1.5810343
602,1.5118377
603,1.1797794
604,0.78864725
605,0.42945206
606,-0.0088250072
607,-0.36074885
608,-0.63335319
609,-0.87040871
610,-0.034108395
611,0.019119789
612,-0.17592349
613,-0.55602975
614,-0.78700205
615,-1.0527152
616,-1.3551179
617,-1.607581
618,-1.6405302
619,-1.4880457
620,-1.2821192
621,-0.99882171
622,-0.69071607
623,-0.37191726
624,-0.17045809
625,0.014034597
626,-0.085007846
627,-0.2881304
628,-0.57271108
629,-0.84959269
630,-1.1694846
631,-1.4077282
632,-1.541464
633,-1.5755871
634,-1.4845764
635,-1.2274653
636,-0.94834998
637,-0.64509191
638,-0.35019826
639,-0.12050914
640,-0.95639787
641,-0.99586212
642,-0.71986479
643,-0.44205833
644,-0.1362314
645,0.19092642
646,0.53167373
647,0.79037916
648,0.96422383
649,1.1813193
650,1.3498628
651,1.4421704
652,1.4739354
653,1.4220176
654,1.2693776
655,1.1477032
656,0.95463123
657,0.78798102
658,0.48160714
659,0.31966907
660,0.060248409
661,-0.27582883
662,-0.60222934
663,-0.89652833
664,-1.1059245
665,-1.0458025
666,-0.79113605
667,-0.47542203
668,-0.12159008
669,0.24406432
670,0.58325494
671,0.90157748
672,1.2108544
673,1.5394006
674,1.565065
675,1.5186587
676,1.613659
677,1.4826444
678,1.4252151
679,1.3647986
680,1.51361
681,1.7250256
682,1.5443231
683,1.1849375
684,0.82559407
685,0.42291564
686,0.028946272
687,-0.33876969
688,-0.6688726
689,-0.94579553
690,-0.13930271
691,-0.18932723
692,-0.43700959
693,-0.72503974
694,-0.85062694
695,-0.87511329
696,-0.99026645
697,-1.2215404
698,-1.4157062
699,-1.5123221
700,-1.3258809
701,-1.083079
702,-0.8146968
703,-0.62271878
704,-0.30405966
705,-0.12962598
706,-0.1569312
707,-0.32892466
708,-0.57568143
709,-0.8133084
710,-1.087749
711,-1.3382503
712,-1.3997607
713,-1.4337555
714,-1.2988702
715,-1.0752534
716,-1.0234198
717,-0.72457694
718,-0.46246362
719,-0.18869614
720,-1.0774596
721,-0.90133122
722,-0.67821508
723,-0.37510333
724,-0.048432997
725,0.26982356
726,0.37268739
727,0.68248702
728,0.87587448
729,1.0484648
730,1.3059264
731,1.5284385
732,1.5536367
733,1.4966387
734,1.3526552
735,1.1971082
736,1.0255103
737,0.71635787
738,0.59144562
739,0.43330974
740,0.11936794
741,-0.043945649
742,-0.17101527
743,-0.48474133
744,-0.80774412
745,-0.96739017
746,-0.95565403
747,-0.73348714
748,-0.41950219
749,-0.07371748
750,0.29687709
751,0.65012633
752,0.99616993
753,1.3541223
754,1.5238648
755,1.4758416
756,1.5409081
757,1.538233
758,1.5352127
759,1.5891471
760,1.6446781
761,1.5500123
762,1.375696
763,1.0631781
764,0.76804867
765,0.37890064
766,-0.0067524346
767,-0.32690748
768,-0.67031908
769,-0.90728559
770,-0.04856244
771,-0.037128331
772,-0.073501742
773,-0.45988833
774,-0.70242088
775,-1.0068271
776,-1.2834031
777,-1.6133353
778,-1.6647414
779,-1.4729935
780,-1.2168263
781,-0.89615351
782,-0.64529348
783,-0.37493074
784,-0.11311122
785,0.043471349
786,-0.086532311
787,-0.27047045
788,-0.6155648
789,-0.91811563
790,-1.2145395
791,-1.4475364
792,-1.556126
793,-1.5259787
794,-1.4060285
795,-1.1783387
796,-1.0275379
797,-0.74026131
798,-0.46161423
799,-0.1874545
800,-1.0492716
801,-0.90166728
802,-0.6755051
803,-0.3480191
804,-0.1675209
805,-0.089535463
806,0.22830694
807,0.58331462
808,0.81617007
809,1.0834606
810,1.3169326
811,1.4232323
812,1.5020544
813,1.5328347
814,1.4256542
815,1.2013855
816,0.94541189
817,0.81044556
818,0.54729424
819,0.26666116
820,0.04424193
821,-0.30785946
822,-0.63847193
823,-0.91677117
824,-1.1205637
825,-0.98577354
826,-0.74930724
827,-0.42992363
828,-0.085131994
829,0.28246961
830,0.65258119
831,0.98574767
832,1.3407553
833,1.5734347
834,1.6882771
835,1.4804774
836,1.3848341
837,1.5374583
838,1.5487312
839,1.6596105
840,1.5620297
841,1.2415012
842,1.0547941
843,1.1141088
844,0.78248353
845,0.41135915
846,0.066215241
847,-0.29799569
848,-0.65780315
849,-0.9272074
850,-0.10547602
851,-0.017935055
852,-0.14123219
853,-0.49029519
854,-0.78501938
855,-1.0111816
856,-1.2868828
857,-1.5508443
858,-1.6241312
859,-1.4402996
860,-1.1657874
861,-0.92892475
862,-0.63926455
863,-0.41587656
864,-0.13748924
865,-0.0077190062
866,-0.081609218
867,-0.21045473
868,-0.46312578
869,-0.71491615
870,-1.0250525
871,-1.3028233
872,-1.4993061
873,-1.5915764
874,-1.4506037
875,-1.2673314
876,-1.0711568
877,-0.74675323
878,-0.41001995
879,-0.16285322
880,-0.98752869
881,-0.90501333
882,-0.74939834
883,-0.44616079
884,-0.12106268
885,0.21615178
886,0.36848221
887,0.60212366
888,0.8758732
889,1.1703154
890,1.3624255
891,1.5001944
892,1.5712138
893,1.4485174
894,1.2194013
895,1.0955005
896,0.86937708
897,0.63215911
898,0.3493223
899,0.11006061
900,-0.18321379
901,-0.50864035
902,-0.80932325
903,-1.06311
904,-1.0327461
905,-0.81581937
906,-0.59206809
907,-0.25963447
908,0.071485315
909,0.40373645
910,0.80594864
911,1.1299884
912,1.4417658
913,1.5586595
914,1.7117928
915,1.5846805
916,1.5400835
917,1.6416128
918,1.60322
919,1.5947896
920,1.6867572
921,1.5016177
922,1.225423
923,0.88149344
924,0.55884051
925,0.20856081
926,-0.13781392
927,-0.45072267
928,-0.74998226
929,-0.94552286
930,-0.1460983
931,-0.083837711
932,-0.22416126
933,-0.43101533
934,-0.7149105
935,-0.95960996
936,-1.2040175
937,-1.426517
938,-1.5978759
939,-1.4898286
940,-1.2514246
941,-0.98588641
942,-0.74151541
943,-0.45543054
944,-0.27580179
945,-0.16182768
946,-0.28594742
947,-0.43623413
948,-0.6771016
949,-0.9326401
950,-1.1880326
951,-1.3123348
952,-1.385325
953,-1.3162763
954,-1.1998205
955,-0.97898884
956,-0.75666086
957,-0.57126589
958,-0.40411846
959,-0.18930847
960,-0.95592404
961,-0.81573114
962,-0.59843818
963,-0.3062187
964,0.019026417
965,0.31704199
966,0.59531463
967,0.97598485
968,1.1512562
969,1.2601743
970,1.4778899
971,1.4682902
972,1.4516264
973,1.2494878
974,1.0720429
975,0.92599358
976,0.74408092
977,0.41799054
978,0.29633305
979,0.055795356
980,-0.26099713
981,-0.50219896
982,-0.81718016
983,-0.87061286
984,-0.72933319
985,-0.5966269
986,-0.3287993
987,-0.00029387982
988,0.30635545
989,0.66541108
990,1.0158933
991,1.3177126
992,1.5335565
993,1.6249053
994,1.5342207
995,1.4673845
996,1.5220851
997,1.6823832
998,1.6278034
999,1.5548089
1000,1.50681
1001,1.3160824
1002,0.97755462
1003,0.77354437
1004,0.45427647
1005,0.47897022
1006,0.1316879
1007,-0.25598593
1008,-0.61335104
1009,-0.86517903
1010,-0.33495764
1011,-0.53039451
1012,-0.59547976
1013,-0.76302296
1014,-0.98520637
1015,-1.1872846
1016,-1.3010268
1017,-1.4590668
1018,-1.4070228
1019,-1.3281658
1020,-1.0921321
1021,-0.87495993
1022,-0.65996125
1023,-0.45583024
1024,-0.16584467
1025,-0.013697335
1026,-0.20200985
1027,-0.39581657
1028,-0.64076171
1029,-0.82321776
1030,-1.0620649
1031,-1.2915417
1032,-1.4402597
1033,-1.4826134
1034,-1.4515681
1035,-1.2910527
1036,-1.1182749
1037,-0.94028668
1038,-0.65869336
1039,-0.50068956
1040,-0.71843027
1041,-0.63345912
1042,-0.43135849
1043,-0.14303175
1044,0.10074396
1045,0.08249477
1046,0.41720269
1047,0.75191061
1048,1.0507476
1049,1.1712759
1050,1.3217664
1051,1.4984018
1052,1.5116312
1053,1.5104285
1054,1.4010379
1055,1.2731367
1056,1.0534667
1057,0.92279414
1058,0.71509849
1059,0.50060515
1060,0.39351534
1061,0.03705481
1062,-0.29686876
1063,-0.62890989
1064,-0.77061563
1065,-0.85621427
1066,-0.73343749
1067,-0.51198958
1068,-0.23365022
1069,0.078311574
1070,0.40894088
1071,0.75567548
1072,0.96305739
1073,1.2124281
1074,1.4624263
1075,1.4483603
1076,1.4923362
1077,1.4071036
1078,1.4091952
1079,1.4638382
1080,1.4048028
1081,1.323492
1082,1.3755205
1083,1.1769233
1084,0.82961346
1085,0.53386155
1086,0.16019762
1087,-0.19160911
1088,-0.43245658
1089,-0.61489619
1090,-0.44165961
1091,-0.56140358
1092,-0.76627557
1093,-0.95817966
1094,-1.1279651
1095,-1.4050495
1096,-1.5978059
1097,-1.6345344
1098,-1.4844884
1099,-1.2422709
1100,-1.0563802
1101,-0.79482588
1102,-0.5618219
1103,-0.26685433
1104,-0.029928606
1105,0.092900468
1106,-0.076362074
1107,-0.29373136
1108,-0.50592395
1109,-0.8196636
1110,-1.022444
1111,-1.2708212
1112,-1.4977596
1113,-1.5780508
1114,-1.567598
1115,-1.4075071
1116,-1.211995
1117,-1.0082211
1118,-0.81302278
1119,-0.51282622
1120,-0.76843019
1121,-0.66744088
1122,-0.43812183
1123,-0.30189269
1124,-0.034921429
1125,0.26974936
1126,0.52886853
1127,0.80515825
1128,0.98750662
1129,1.1326758
1130,1.243835
1131,1.3889096
1132,1.3994579
1133,1.3444459
1134,1.2826698
1135,1.1444066
1136,0.97251196
1137,0.70000638
1138,0.55398578
1139,0.34018171
1140,0.085367007
1141,-0.15573018
1142,-0.38864417
1143,-0.6599672
1144,-0.74331294
1145,-0.8270371
1146,-0.65859544
1147,-0.38973211
1148,-0.064579647
1149,0.26407314
1150,0.59736151
1151,0.93348799
1152,1.2715538
1153,1.5465191
1154,1.622675
1155,1.5159621
1156,1.4408469
1157,1.4438742
1158,1.4882433
1159,1.6516237
1160,1.7171366
1161,1.7778721
1162,1.4675251
1163,1.0995645
1164,0.75847139
1165,0.41846617
1166,0.061385003
1167,-0.25459091
1168,-0.56290394
1169,-0.71119503
1170,-0.47288864
1171,-0.57610113
1172,-0.76422033
1173,-0.89477325
1174,-1.0800543
1175,-1.30619
1176,-1.4367571
1177,-1.4483271
1178,-1.3290651
1179,-1.1620283
1180,-1.0045134
1181,-0.851161
1182,-0.68319237
1183,-0.50685132
1184,-0.32535438
1185,-0.28453294
1186,-0.3789473
1187,-0.56489061
1188,-0.74714438
1189,-0.92301241
1190,-1.1180377
1191,-1.341444
1192,-1.4287962
1193,-1.4812444
1194,-1.3297463
1195,-1.1646299
1196,-1.0305294
1197,-0.83876794
1198,-0.66214308
1199,-0.49393794
1200,-0.89388814
1201,-0.91029038
1202,-0.69408868
1203,-0.37172361
1204,-0.097822114
1205,0.23813187
1206,0.45083018
1207,0.75620912
1208,0.93153792
1209,1.2195061
1210,1.2563978
1211,1.3408508
1212,1.4431923
1213,1.4162799
1214,1.3801312
1215,1.2076688
1216,0.99661607
1217,0.67356093
1218,0.41691099
1219,0.20729141
1220,0.036049896
1221,-0.23949713
1222,-0.56297692
1223,-0.85131663
1224,-0.92690495
1225,-0.89510902
1226,-0.7247699
1227,-0.41896631
1228,-0.085772571
1229,0.26339875
1230,0.61188001
1231,0.97426868
1232,1.3135137
1233,1.3763094
1234,1.4402197
1235,1.3991345
1236,1.4000369
1237,1.4428738
1238,1.4730242
1239,1.5069965
1240,1.5886892
1241,1.5977131
1242,1.5046609
1243,1.1009216
1244,0.72361696
1245,0.33251111
1246,-0.033858684
1247,-0.35086251
1248,-0.68819661
1249,-0.8583765
1250,-0.027966617
1251,0.074374872
1252,-0.054454377
1253,-0.35526829
1254,-0.72837945
1255,-1.0138528
1256,-1.3729504
1257,-1.5890459
1258,-1.7168241
1259,-1.5242862
1260,-1.255109
1261,-0.9316823
1262,-0.67301525
1263,-0.2755396
1264,-0.08699345
1265,-0.039432261
1266,-0.20908133
1267,-0.4137643
1268,-0.77588756
1269,-1.0115702
1270,-1.337014
1271,-1.5596917
1272,-1.5999807
1273,-1.5019919
1274,-1.2848348
1275,-1.106268
1276,-0.94192707
1277,-0.6447758
1278,-0.353782
1279,-0.10551896
1280,-1.0326078
1281,-1.0030659
1282,-0.7886077
1283,-0.40514849
1284,-0.093068902
1285,0.22380127
1286,0.52582064
1287,0.91316555
1288,1.0646011
1289,1.3505986
1290,1.4826057
1291,1.5376441
1292,1.4686598
1293,1.3160532
1294,1.1254946
1295,0.86978419
1296,0.65995685
1297,0.52800302
1298,0.24307004
1299,0.016315979
1300,-0.3174809
1301,-0.60773674
1302,-0.88340793
1303,-1.0088679
1304,-0.9569167
1305,-0.65979436
1306,-0.42718515
1307,-0.10451306
1308,0.22704821
1309,0.5634533
1310,0.87148751
1311,1.1855366
1312,1.3828552
1313,1.434487
1314,1.6156773
1315,1.5538788
1316,1.5321083
1317,1.5105507
1318,1.5432331
1319,1.608864
1320,1.6657122
1321,1.4403953
1322,1.2039004
1323,0.8946952
1324,0.54333287
1325,0.23535188
1326,-0.11659597
1327,-0.41435705
1328,-0.71972983
1329,-0.94680326
1330,-0.083221601
1331,0.011844772
1332,-0.2314634
1333,-0.48376721
1334,-0.7510815
1335,-1.0158941
1336,-1.274745
1337,-1.5478612
1338,-1.5770358
1339,-1.4394078
1340,-1.2287554
1341,-0.86967494
1342,-0.66085894
1343,-0.34547917
1344,-0.14432809
1345,-0.04058545
1346,-0.1878159
1347,-0.37991811
1348,-0.62397148
1349,-0.82549516
1350,-1.1403959
1351,-1.4078166
1352,-1.5575914
1353,-1.5068592
1354,-1.247279
1355,-1.0655032
1356,-0.90560428
1357,-0.71850557
1358,-0.40621306
1359,-0.19697123
1360,-1.0791542
1361,-0.99962217
1362,-0.71244508
1363,-0.40910694
1364,-0.061301399
1365,0.25672861
1366,0.43988726
1367,0.77510676
1368,0.96242811
1369,1.1729626
1370,1.327668
1371,1.4619027
1372,1.4549975
1373,1.3531339
1374,1.2872164
1375,1.0342713
1376,0.78837842
1377,0.62524969
1378,0.38200129
1379,0.21534651
1380,-0.15106873
1381,-0.46620934
1382,-0.77419991
1383,-1.046832
1384,-1.0610832
1385,-0.89535886
1386,-0.62688942
1387,-0.3247756
1388,0.033559108
1389,0.36637894
1390,0.70527141
1391,1.058366
1392,1.3337896
1393,1.5436385
1394,1.6199383
1395,1.4731665
1396,1.3551908
1397,1.4638616
1398,1.5034317
1399,1.4411382
1400,1.567929
1401,1.4689548
1402,1.4069061
1403,1.0786898
1404,0.68176441
1405,0.39679111
1406,0.048593789
1407,-0.35009459
1408,-0.68369799
1409,-0.97729052
1410,-0.082947421
1411,0.017691889
1412,0.0022164522
1413,-0.33246435
1414,-0.60132557
1415,-0.89927669
1416,-1.1895391
1417,-1.46986
1418,-1.6746156
1419,-1.6537042
1420,-1.3249002
1421,-1.0611811
1422,-0.79746203
1423,-0.51483943
1424,-0.27555784
1425,-0.16419346
1426,-0.010565475
1427,-0.044209857
1428,-0.24480286
1429,-0.48300704
1430,-0.82361356
1431,-1.1520748
1432,-1.4131983
1433,-1.6128167
1434,-1.6097559
1435,-1.4000246
1436,-1.0729346
1437,-0.8168553
1438,-0.544517
1439,-0.21517425
1440,-0.93727248
1441,-0.85963136
1442,-0.61480604
1443,-0.28302064
1444,0.052006133
1445,0.32975169
1446,0.6335802
1447,0.89091521
1448,1.1190778
1449,1.3287038
1450,1.4146003
1451,1.4759332
1452,1.4684882
1453,1.2600777
1454,1.0059841
1455,0.70210496
1456,0.5782742
1457,0.70129461
1458,0.41174842
1459,0.15152656
1460,0.0028790018
1461,-0.36957556
1462,-0.57742891
1463,-0.9311949
1464,-0.94380588
1465,-0.92309145
1466,-0.78087601
1467,-0.46195482
1468,-0.12095176
1469,0.24030992
1470,0.60840888
1471,0.97205095
1472,1.2649398
1473,1.3971779
1474,1.357623
1475,1.2966445
1476,1.4076111
1477,1.4390626
1478,1.4690453
1479,1.4998891
1480,1.6371918
1481,1.7586422
1482,1.5350884
1483,1.1494657
1484,0.76384307
1485,0.42243483
1486,0.068922073
1487,-0.26286333
1488,-0.63248168
1489,-0.86191045
1490,-0.041335416
1491,0.081127886
1492,0.029924247
1493,-0.16471036
1494,-0.46666495
1495,-0.80893418
1496,-1.1541409
1497,-1.5338379
1498,-1.6864663
1499,-1.6921083
1500,-1.4262141
1501,-1.1357056
1502,-0.85937812
1503,-0.56410887
1504,-0.23100666
1505,-0.060935622
1506,-0.035865591
1507,-0.1816263
1508,-0.49051947
1509,-0.74314434
1510,-1.0930106
1511,-1.307296
1512,-1.5548056
1513,-1.651743
1514,-1.5358638
1515,-1.2964577
1516,-1.1183338
1517,-0.848793
1518,-0.47775654
1519,-0.20472111
1520,-1.0765824
1521,-0.99176045
1522,-0.83332314
1523,-0.52456711
1524,-0.22891042
1525,0.10096394
1526,0.41539802
1527,0.72953324
1528,0.99635145
1529,1.2824949
1530,1.4603073
1531,1.551156
1532,1.6051472
1533,1.4458632
1534,1.2595835
1535,1.1544401
1536,0.8370176
1537,0.53259481
1538,0.29212472
1539,-0.08715858
1540,-0.3951675
1541,-0.72115689
1542,-0.87037984
1543,-1.0507324
1544,-0.95425549
1545,-0.85344532
1546,-0.58020196
1547,-0.25217047
1548,0.088312866
1549,0.41993049
1550,0.75219561
1551,1.084909
1552,1.4016342
1553,1.5224171
1554,1.5248577
1555,1.5602708
1556,1.5101645
1557,1.5612669
1558,1.5014482
1559,1.489345
1560,1.6087333
1561,1.4906898
1562,1.2290516
1563,1.0000372
1564,0.66622805
1565,0.28465361
1566,-0.0021871671
1567,-0.3352492
