Time,root.GunPointAgeSpan.d0.s0
140,256.31135
141,246.87071
142,237.45856
143,230.15337
144,229.09487
145,231.29132
146,238.20686
147,244.92482
148,249.38493
149,251.24661
150,255.31733
151,255.75113
152,255.58757
153,255.48565
154,255.63041
155,256.00793
156,256.31257
157,256.2978
158,256.32982
159,256.4046
160,256.33644
161,256.6612
162,256.46738
163,256.45
164,256.19381
165,256.04408
166,256.16744
167,256.81818
168,259.10827
169,263.37404
170,269.2774
171,275.03636
172,280.65735
173,284.79973
174,287.38013
175,288.41488
176,288.76657
177,288.21262
178,288.54412
179,290.48556
180,291.68067
181,292.54023
182,292.87856
183,294.23721
184,295.97872
185,298.14231
186,301.39451
187,305.82385
188,314.29707
189,327.69822
190,343.35
191,358.52206
192,377.23358
193,395.45662
194,407.12909
195,420.54649
196,432.04118
197,442.88197
198,449.93039
199,455.14776
200,459.43696
201,462.82632
202,463.30905
203,463.14835
204,463.02381
205,464.31746
206,464.36321
207,464.05012
208,463.70356
209,463.44885
210,463.06369
211,463.1078
212,463.24882
213,463.91076
214,464.49771
215,464.7031
216,464.19455
217,464.36635
218,464.67679
219,465.04072
220,464.97717
221,465.27791
222,465.35994
223,465.56313
224,464.81181
225,465.24588
226,464.60506
227,464.50312
228,464.58675
229,464.94647
230,464.75312
231,464.79826
232,463.98465
233,464.19154
234,463.66978
235,463.49146
236,463.7852
237,463.28287
238,463.27266
239,463.64798
240,463.68641
241,464.30203
242,464.34544
243,464.28904
244,463.56255
245,463.11862
246,461.54753
247,459.6385
248,456.68845
249,450.92516
250,442.988
251,436.27909
252,423.67989
253,412.33553
254,396.71231
255,381.55586
256,364.93481
257,349.36404
258,335.52
259,322.93188
260,311.67464
261,301.85173
262,295.46325
263,292.31714
264,288.56934
265,286.00581
266,284.55797
267,284.35334
268,284.0468
269,283.8413
270,283.54896
271,283.23156
272,282.81434
273,283.05709
274,282.7702
275,283.23317
276,282.74867
277,282.44034
278,281.99517
279,280.84344
280,280.31893
281,277.66967
282,274.77699
283,267.078
284,261.64593
285,253.87512
286,250.00732
287,249.4656
288,250.43107
289,251.9526
290,253.661
291,255.03936
292,256.18726
293,256.51531
294,257.58037
295,257.92448
296,258.44366
297,258.51316
298,258.67654
299,258.4105
300,329.29123
301,330.01502
302,330.93645
303,332.61277
304,337.48827
305,346.54433
306,358.24138
307,371.40032
308,383.05141
309,392.31844
310,399.26299
311,402.42365
312,403.80599
313,403.63683
314,403.62199
315,406.0132
316,409.29452
317,409.2274
318,407.48441
319,403.96282
320,400.13202
321,398.98493
322,398.84394
323,398.46642
324,397.38852
325,396.91874
326,397.29183
327,400.2886
328,406.88935
329,414.14712
330,424.3389
331,442.37335
332,471.45289
333,508.49581
334,548.10374
335,590.03189
336,631.66813
337,667.27269
338,698.0595
339,725.3098
340,750.91593
341,774.37828
342,794.20317
343,810.58211
344,824.21051
345,835.47749
346,844.95594
347,853.72877
348,861.13509
349,867.59597
350,872.90833
351,877.13106
352,879.19615
353,880.47791
354,881.16521
355,881.49242
356,881.22492
357,881.3323
358,881.54784
359,881.69545
360,881.43081
361,880.77052
362,879.65292
363,877.93328
364,874.92401
365,870.49768
366,864.22627
367,856.15364
368,845.42595
369,831.49587
370,814.73397
371,795.84577
372,774.82324
373,752.80807
374,729.22102
375,705.44066
376,681.20176
377,656.48893
378,631.27655
379,604.0691
380,576.34207
381,548.31522
382,520.3161
383,496.3576
384,474.83962
385,456.60257
386,440.89814
387,428.19787
388,419.91115
389,415.37536
390,412.78697
391,411.28541
392,411.89755
393,413.21765
394,413.73912
395,413.91655
396,413.73591
397,411.86422
398,409.19728
399,409.48848
400,411.08839
401,410.87243
402,409.08055
403,406.73923
404,404.86332
405,401.99945
406,401.53672
407,401.32332
408,398.97481
409,395.89407
410,391.96408
411,388.58358
412,387.33931
413,386.2667
414,383.80955
415,379.03175
416,372.64813
417,366.29422
418,354.57755
419,348.99451
420,343.46639
421,337.21185
422,329.56599
423,321.72922
424,314.11679
425,308.25295
426,304.18449
427,301.6991
428,300.56192
429,300.48205
430,300.72575
431,301.26306
432,301.81985
433,302.16835
434,302.77838
435,303.06201
436,303.36082
437,303.3359
438,303.51811
439,303.80858
440,303.85829
441,304.17302
442,304.66733
443,305.64402
444,307.0004
445,309.74327
446,313.05452
447,317.63541
448,322.5505
449,326.63763
450,322.34806
451,323.36943
452,324.861
453,327.02559
454,329.39187
455,332.29953
456,337.07454
457,345.39674
458,355.71018
459,367.10403
460,381.55414
461,390.96895
462,396.79305
463,398.75478
464,397.96618
465,392.39539
466,391.08212
467,393.32355
468,392.62198
469,390.03694
470,387.12374
471,387.71197
472,389.73472
473,390.62197
474,390.38447
475,389.92542
476,389.86441
477,389.68939
478,393.91092
479,399.42815
480,405.06032
481,413.15128
482,426.40161
483,444.68946
484,466.04984
485,500.13415
486,533.58978
487,565.5744
488,599.736
489,634.09288
490,665.86645
491,692.91876
492,717.98084
493,743.01519
494,764.4111
495,782.7745
496,797.12631
497,808.20596
498,816.98394
499,824.4557
500,830.96833
501,836.60461
502,840.76543
503,844.20314
504,846.11786
505,847.81847
506,849.01932
507,850.27631
508,851.08271
509,851.92471
510,852.71644
511,853.15522
512,853.5829
513,853.75121
514,853.86551
515,853.87044
516,852.99589
517,852.03783
518,850.22828
519,847.19262
520,842.12842
521,835.40524
522,827.16602
523,815.99027
524,802.15485
525,785.96233
526,767.50963
527,746.81749
528,725.07453
529,702.09238
530,676.20191
531,648.5581
532,619.85632
533,589.12093
534,558.21951
535,526.24916
536,498.14694
537,473.43756
538,454.52374
539,440.39724
540,429.30956
541,420.49105
542,412.91459
543,408.69218
544,405.49854
545,404.08961
546,403.90929
547,404.26774
548,404.99227
549,405.30134
550,405.18576
551,403.09368
552,401.56796
553,400.53225
554,398.23975
555,395.27083
556,394.37111
557,393.77934
558,390.41367
559,386.74801
560,385.48612
561,382.7437
562,381.93802
563,382.43051
564,381.9817
565,381.30102
566,377.84896
567,375.14028
568,374.11111
569,372.98757
570,373.80125
571,367.89491
572,360.91244
573,350.79174
574,338.01227
575,332.47485
576,327.56332
577,323.72373
578,320.53366
579,318.32705
580,317.33115
581,316.91977
582,317.37435
583,318.13119
584,319.27523
585,321.13134
586,322.48467
587,323.79858
588,324.83585
589,325.33625
590,325.7838
591,325.9285
592,325.88444
593,325.89951
594,325.69393
595,325.45631
596,325.27568
597,324.84482
598,324.24534
599,323.94151
600,811.55139
601,811.36599
602,811.18394
603,810.63896
604,809.6214
605,807.91435
606,806.98621
607,808.27427
608,815.01132
609,829.56629
610,850.72973
611,875.94266
612,900.5486
613,922.06455
614,938.36449
615,946.79266
616,947.37593
617,944.79927
618,940.265
619,934.43184
620,928.82526
621,922.09773
622,915.99037
623,912.98986
624,911.98882
625,912.19704
626,914.29564
627,916.7638
628,918.33649
629,918.78539
630,919.75921
631,920.66058
632,920.54615
633,920.85286
634,923.54632
635,929.37962
636,939.05614
637,955.43063
638,885.29063
639,883.10972
640,880.82331
641,879.57228
642,877.85647
643,1147.6675
644,1172.2
645,1195.9761
646,1220.4167
647,1249.2315
648,1275.2432
649,1300.1466
650,1322.763
651,1341.2126
652,1354.7051
653,1364.0569
654,1368.3922
655,1369.9005
656,1370.9367
657,1371.2484
658,1371.7022
659,1371.974
660,1372.3704
661,1372.4506
662,1372.1922
663,1372.1552
664,1371.7346
665,1370.6611
666,1368.2376
667,1363.1299
668,1353.2842
669,1336.424
670,1311.7237
671,1279.4042
672,1243.8443
673,1205.2077
674,1165.2141
675,1125.1226
676,1087.5183
677,1052.0165
678,1021.4974
679,993.55113
680,970.89658
681,955.03035
682,942.99766
683,934.83915
684,929.39589
685,926.02832
686,924.72203
687,925.20597
688,926.77935
689,929.07831
690,931.61774
691,932.49228
692,932.46103
693,932.90976
694,934.47518
695,936.73104
696,938.26602
697,939.9652
698,943.57351
699,948.50355
700,954.48951
701,960.06197
702,963.43904
703,961.77401
704,953.75473
705,938.31589
706,918.33943
707,897.63622
708,874.73686
709,852.20513
710,833.5072
711,821.06985
712,815.29978
713,813.89511
714,815.68054
715,819.19754
716,823.36943
717,826.15915
718,826.34606
719,825.33193
720,824.40287
721,823.8972
722,823.72587
723,823.71993
724,823.68735
725,823.61073
726,823.57167
727,823.46793
728,823.36508
729,823.23374
730,823.05744
731,822.71214
732,822.24753
733,821.82614
734,821.33555
735,820.80946
736,820.21432
737,819.77247
738,819.49542
739,819.28562
740,819.12492
741,818.97725
742,818.91942
743,818.85735
744,818.84962
745,818.84254
746,818.85635
747,818.91863
748,818.96056
749,818.96367
750,826.47918
751,826.48499
752,826.49551
753,826.64309
754,826.77886
755,827.07391
756,827.4195
757,827.79498
758,828.18903
759,828.70229
760,829.13706
761,829.52603
762,829.89692
763,830.20028
764,830.64008
765,831.241
766,831.77204
767,833.21397
768,836.50257
769,844.09756
770,858.33494
771,878.08247
772,899.04276
773,917.99946
774,932.06354
775,939.80242
776,941.57792
777,937.89313
778,931.43551
779,924.99219
780,920.05424
781,917.60377
782,916.65141
783,919.71668
784,926.43049
785,927.77797
786,925.33201
787,924.66961
788,925.26773
789,926.2402
790,928.19327
791,934.02328
792,882.47779
793,881.25848
794,879.62989
795,877.57686
796,876.23285
797,873.84229
798,871.90537
799,1165.952
800,1192.5446
801,1220.1845
802,1248.9075
803,1275.538
804,1298.3738
805,1318.5621
806,1318.5599
807,1347.4558
808,1354.4366
809,1358.2748
810,1359.9927
811,1360.7161
812,1360.7442
813,1360.5685
814,1360.7493
815,1360.5218
816,1360.2432
817,1359.709
818,1359.4091
819,1359.1025
820,1358.9507
821,1358.7652
822,1358.8928
823,1358.7391
824,1358.874
825,1358.8231
826,1358.4431
827,1356.8867
828,1352.5966
829,1340.8113
830,1319.9833
831,1290.5309
832,1255.7562
833,1218.7914
834,1181.2375
835,884.66414
836,889.6014
837,894.54415
838,898.5862
839,1014.233
840,988.88519
841,969.01902
842,954.11342
843,941.75886
844,933.5126
845,928.49901
846,926.76991
847,927.24862
848,929.37044
849,933.15716
850,936.67196
851,938.58323
852,942.31786
853,945.87013
854,948.55271
855,950.30549
856,951.98573
857,953.31605
858,958.42543
859,967.18723
860,974.73545
861,981.52966
862,983.55532
863,977.52383
864,964.65223
865,944.75812
866,920.38052
867,894.3716
868,869.39846
869,849.31915
870,836.36884
871,830.83127
872,830.37579
873,828.38454
874,826.21263
875,826.08962
876,827.91452
877,830.26461
878,831.19317
879,831.16332
880,830.89444
881,830.78015
882,831.22472
883,832.25337
884,833.35964
885,834.6438
886,836.33911
887,838.40469
888,841.13505
889,843.29242
890,844.72034
891,845.76492
892,846.29912
893,846.48241
894,846.60274
895,846.53979
896,846.52732
897,846.59237
898,846.69695
899,846.78769
900,346.29045
901,347.15661
902,348.01593
903,349.06108
904,350.40213
905,352.82995
906,356.99779
907,364.22723
908,374.06994
909,385.99138
910,397.77051
911,407.65918
912,414.27711
913,417.31027
914,417.29588
915,415.48978
916,412.74494
917,410.46297
918,409.7217
919,410.05683
920,408.70789
921,405.33974
922,402.1418
923,400.17249
924,399.0317
925,397.1093
926,396.15174
927,396.7953
928,396.74516
929,396.02599
930,395.76261
931,395.80103
932,397.00468
933,397.98098
934,397.28198
935,396.27355
936,396.51431
937,396.76142
938,397.62229
939,400.57344
940,407.35401
941,417.37239
942,431.18828
943,451.02314
944,475.35848
945,504.2807
946,540.52664
947,578.29729
948,613.87768
949,650.66057
950,684.45931
951,713.80167
952,741.43076
953,765.74033
954,787.59323
955,804.8096
956,817.07004
957,826.85951
958,835.4077
959,842.70404
960,849.72342
961,856.27816
962,862.14814
963,866.9492
964,869.59479
965,871.81141
966,873.06119
967,873.56891
968,873.75673
969,873.9075
970,874.02136
971,874.51529
972,874.89712
973,875.99243
974,876.82265
975,877.47463
976,878.0281
977,878.40819
978,878.51954
979,878.61913
980,878.62029
981,878.16602
982,877.18914
983,874.53515
984,869.78529
985,862.26625
986,851.53947
987,837.38466
988,820.8314
989,801.52847
990,779.48655
991,754.8919
992,728.08584
993,700.66435
994,672.55784
995,643.61451
996,614.8777
997,584.64529
998,555.06058
999,525.86792
1000,499.51355
1001,476.52346
1002,458.30318
1003,444.36567
1004,433.81024
1005,425.19085
1006,420.00229
1007,416.51256
1008,413.82317
1009,411.96813
1010,411.04628
1011,409.73333
1012,408.2272
1013,406.78251
1014,406.20246
1015,406.86291
1016,406.09347
1017,405.88804
1018,406.73098
1019,407.87968
1020,406.99681
1021,405.12043
1022,402.70095
1023,399.08555
1024,396.25087
1025,393.62787
1026,390.58354
1027,386.77961
1028,382.24238
1029,378.36257
1030,373.61871
1031,369.23967
1032,366.58362
1033,359.47881
1034,349.63967
1035,341.17599
1036,334.9594
1037,328.57148
1038,321.95611
1039,316.54438
1040,313.42188
1041,313.65642
1042,317.2134
1043,322.47155
1044,327.16785
1045,330.59094
1046,332.58629
1047,334.08313
1048,335.81373
1049,337.41839
1050,337.1441
1051,337.00976
1052,336.9351
1053,337.0408
1054,337.0932
1055,337.67707
1056,339.79785
1057,344.97329
1058,354.78873
1059,369.3557
1060,386.04604
1061,402.80016
1062,414.75594
1063,420.86226
1064,425.89044
1065,426.43846
1066,425.60883
1067,423.4646
1068,421.98783
1069,420.72442
1070,418.63396
1071,416.32048
1072,414.36301
1073,413.91334
1074,414.36519
1075,413.1443
1076,410.6121
1077,408.64264
1078,408.48597
1079,410.55619
1080,415.99352
1081,424.11421
1082,439.77513
1083,460.86674
1084,485.98256
1085,515.43397
1086,552.9475
1087,593.22268
1088,635.53566
1089,677.5483
1090,714.68255
1091,747.40894
1092,775.54981
1093,798.67514
1094,816.51337
1095,829.42556
1096,839.18578
1097,846.46892
1098,852.04088
1099,856.13357
1100,858.86978
1101,861.73016
1102,864.43495
1103,866.85509
1104,868.86846
1105,870.86059
1106,871.80706
1107,872.36325
1108,872.78387
1109,873.04684
1110,873.27498
1111,873.76299
1112,874.01453
1113,874.11415
1114,874.13055
1115,873.94856
1116,873.91569
1117,873.98464
1118,873.81627
1119,873.7986
1120,873.18593
1121,871.12446
1122,867.01678
1123,860.69385
1124,851.05937
1125,837.25529
1126,821.30835
1127,802.4735
1128,781.5097
1129,759.70108
1130,736.20847
1131,712.1792
1132,688.99591
1133,665.4447
1134,641.84574
1135,618.86855
1136,595.825
1137,572.4371
1138,547.82124
1139,524.46219
1140,504.02327
1141,485.3454
1142,468.77461
1143,454.98079
1144,443.36994
1145,434.53503
1146,430.66151
1147,427.1748
1148,424.38193
1149,422.70535
1150,421.95266
1151,420.39057
1152,419.85372
1153,419.61512
1154,418.98569
1155,418.47014
1156,417.71582
1157,416.55884
1158,414.90071
1159,412.77443
1160,409.9896
1161,406.80922
1162,403.82505
1163,400.86123
1164,396.88375
1165,392.05138
1166,388.04978
1167,384.71396
1168,381.94557
1169,379.99418
1170,378.19721
1171,375.66278
1172,372.03484
1173,366.44399
1174,358.90005
1175,349.65986
1176,339.7784
1177,331.2776
1178,325.1894
1179,322.64367
1180,323.14967
1181,325.19382
1182,327.70624
1183,330.16355
1184,332.4256
1185,334.03636
1186,335.18614
1187,336.0426
1188,336.55762
1189,337.02401
1190,336.97702
1191,336.88554
1192,336.77976
1193,337.08511
1194,337.67401
1195,338.30722
1196,339.08322
1197,339.91164
1198,340.91944
1199,342.04818
1200,831.36004
1201,831.14716
1202,830.84891
1203,830.73152
1204,830.66888
1205,830.56298
1206,830.47701
1207,830.2554
1208,829.9697
1209,829.74138
1210,829.41443
1211,829.18156
1212,828.9804
1213,828.77284
1214,829.21817
1215,831.32974
1216,836.0954
1217,845.21724
1218,859.43078
1219,878.95702
1220,901.83277
1221,924.61914
1222,943.56755
1223,956.85302
1224,965.34879
1225,969.30132
1226,968.68388
1227,965.07782
1228,958.6402
1229,950.17782
1230,939.88058
1231,931.63432
1232,925.87548
1233,923.84066
1234,926.14165
1235,928.07196
1236,928.93253
1237,928.84196
1238,929.1048
1239,930.12216
1240,932.50662
1241,938.69212
1242,895.63273
1243,894.75688
1244,892.91343
1245,889.65451
1246,887.66474
1247,883.46974
1248,880.09562
1249,1192.0668
1250,1221.8454
1251,1251.8844
1252,1277.7112
1253,1298.5631
1254,1318.0214
1255,1333.9661
1256,1345.8639
1257,1353.7123
1258,1357.629
1259,1359.533
1260,1360.7074
1261,1361.127
1262,1361.3902
1263,1362.2107
1264,1362.4271
1265,1362.7631
1266,1362.8847
1267,1362.9699
1268,1362.8041
1269,1362.7044
1270,1361.9334
1271,1358.4288
1272,1349.3059
1273,1332.2744
1274,1306.7063
1275,1274.4339
1276,1237.8062
1277,1199.3997
1278,897.56738
1279,902.43008
1280,906.34016
1281,910.42927
1282,1025.2462
1283,998.37236
1284,979.40703
1285,966.71099
1286,957.4804
1287,951.14415
1288,947.05792
1289,944.54529
1290,942.54758
1291,940.8444
1292,939.53767
1293,939.53713
1294,941.07145
1295,942.65586
1296,944.3803
1297,946.06092
1298,947.02316
1299,946.51649
1300,944.99262
1301,942.99395
1302,940.58805
1303,938.59435
1304,938.3965
1305,939.14082
1306,939.13243
1307,939.0394
1308,941.49824
1309,945.78963
1310,950.85143
1311,954.18493
1312,956.43666
1313,958.35333
1314,964.91546
1315,974.14029
1316,982.86817
1317,990.31929
1318,994.21452
1319,991.68604
1320,982.39042
1321,965.68251
1322,942.20317
1323,913.13272
1324,882.38672
1325,854.01896
1326,830.93864
1327,816.53456
1328,810.7359
1329,811.5032
1330,815.73886
1331,814.84879
1332,812.20604
1333,811.44837
1334,812.1456
1335,813.9269
1336,815.7953
1337,817.40337
1338,819.09312
1339,820.73637
1340,822.39246
1341,823.7409
1342,825.51294
1343,827.44363
1344,828.65153
1345,829.00581
1346,829.26082
1347,829.56271
1348,829.9718
1349,830.13058
1350,265.89713
1351,265.90178
1352,265.96715
1353,266.16753
1354,266.03533
1355,266.08582
1356,266.12233
1357,266.18818
1358,266.23654
1359,266.27998
1360,266.25615
1361,266.50721
1362,266.58487
1363,266.5334
1364,266.53636
1365,266.58402
1366,266.65287
1367,266.60876
1368,266.86657
1369,266.9197
1370,267.03274
1371,267.11029
1372,267.12111
1373,267.60051
1374,270.21891
1375,272.98651
1376,276.49307
1377,278.34117
1378,279.07438
1379,279.84675
1380,278.86128
1381,278.2861
1382,278.91922
1383,281.19659
1384,283.47318
1385,284.9796
1386,285.66194
1387,285.90561
1388,287.30608
1389,291.04562
1390,298.57674
1391,310.9189
1392,326.17614
1393,345.75946
1394,368.89635
1395,388.57143
1396,408.23731
1397,426.09301
1398,443.03138
1399,459.26312
1400,474.91213
1401,487.05961
1402,493.44909
1403,497.33777
1404,498.66611
1405,498.84044
1406,498.9554
1407,499.20593
1408,499.53318
1409,499.44629
1410,499.36053
1411,499.49171
1412,499.54148
1413,499.35471
1414,499.16441
1415,499.48732
1416,499.17038
1417,499.12924
1418,498.89995
1419,497.86154
1420,496.41907
1421,493.63184
1422,487.84723
1423,479.69226
1424,469.59736
1425,457.35705
1426,443.88141
1427,429.56792
1428,415.70545
1429,401.92401
1430,389.08135
1431,374.97542
1432,361.26733
1433,348.28112
1434,335.79402
1435,324.50038
1436,314.93708
1437,306.51145
1438,300.55759
1439,296.42976
1440,293.21729
1441,291.15112
1442,289.90889
1443,289.23027
1444,288.9397
1445,288.55957
1446,288.47847
1447,287.78373
1448,287.28901
1449,286.69964
1450,286.61127
1451,286.71835
1452,286.96247
1453,287.31736
1454,288.13403
1455,289.25236
1456,290.83613
1457,292.33111
1458,293.36369
1459,292.27077
1460,289.69302
1461,286.67846
1462,282.76393
1463,278.70868
1464,275.1119
1465,272.46788
1466,270.43802
1467,269.10191
1468,268.59653
1469,268.45235
1470,268.32633
1471,268.37324
1472,268.62126
1473,268.98839
1474,269.52424
1475,270.17755
1476,270.30741
1477,270.3513
1478,270.40696
1479,270.27661
1480,270.11432
1481,269.92426
1482,269.88835
1483,270.06964
1484,270.06643
1485,270.49246
1486,270.64555
1487,270.99451
1488,271.3156
1489,271.71796
1490,272.13823
1491,272.43516
1492,272.89385
1493,273.04576
1494,273.00244
1495,273.01169
1496,273.27475
1497,273.2362
1498,273.33559
1499,273.48892
1500,322.78883
1501,322.84964
1502,322.94104
1503,323.49161
1504,325.49571
1505,329.83127
1506,337.39193
1507,347.9163
1508,359.7506
1509,371.26445
1510,381.32565
1511,389.97193
1512,398.04741
1513,404.97724
1514,410.93143
1515,412.96738
1516,412.44621
1517,411.12303
1518,410.35422
1519,410.54831
1520,412.04054
1521,413.93958
1522,414.6643
1523,414.42029
1524,414.14675
1525,413.22357
1526,411.1033
1527,406.41645
1528,403.85619
1529,403.95096
1530,405.15727
1531,406.07366
1532,406.35553
1533,409.13981
1534,412.9467
1535,418.12362
1536,424.41097
1537,437.17252
1538,459.19738
1539,487.3419
1540,522.28578
1541,563.71518
1542,604.23772
1543,643.62098
1544,679.17567
1545,709.74715
1546,738.03349
1547,763.54477
1548,785.36564
1549,802.99602
1550,815.93695
1551,826.47113
1552,835.39977
1553,842.47396
1554,849.01551
1555,855.177
1556,861.01892
1557,866.62166
1558,871.14311
1559,874.1169
1560,876.10706
1561,877.23714
1562,877.92244
1563,878.39012
1564,879.29078
1565,879.92119
1566,880.52516
1567,880.78305
1568,881.34285
1569,881.7743
1570,881.73695
1571,881.63078
1572,880.96213
1573,878.94142
1574,875.15345
1575,868.58267
1576,857.99761
1577,844.27092
1578,826.50411
1579,805.5138
1580,781.77931
1581,755.56015
1582,727.91201
1583,699.14891
1584,670.33464
1585,642.10515
1586,613.56057
1587,585.52116
1588,558.50059
1589,531.29608
1590,507.60068
1591,486.60203
1592,469.53047
1593,457.54114
1594,448.61972
1595,441.79873
1596,437.23435
1597,434.3078
1598,431.91954
1599,429.50292
1600,428.61301
1601,429.28772
1602,427.80739
1603,425.04733
1604,423.11704
1605,421.50573
1606,419.7674
1607,419.30139
1608,417.35673
1609,413.1037
1610,407.96733
1611,404.1736
1612,398.37862
1613,394.27005
1614,390.58485
1615,386.54097
1616,382.86009
1617,378.56755
1618,373.6046
1619,371.98156
1620,364.91933
1621,357.09185
1622,347.13648
1623,332.71961
1624,320.56447
1625,309.22924
1626,300.16233
1627,295.42791
1628,293.85231
1629,294.41678
1630,297.17101
1631,301.48438
1632,306.45124
1633,311.11059
1634,315.21115
1635,319.13772
1636,322.48249
1637,325.24174
1638,327.40248
1639,328.84077
1640,329.63133
1641,330.11769
1642,330.39553
1643,330.37424
1644,330.25194
1645,330.15592
1646,330.24522
1647,330.51378
1648,331.00131
1649,331.58369
1650,315.77212
1651,319.38389
1652,322.59273
1653,324.7731
1654,326.13157
1655,326.73181
1656,327.45365
1657,327.28489
1658,327.26597
1659,326.94737
1660,326.80538
1661,326.73537
1662,326.87786
1663,327.80784
1664,329.27143
1665,331.79843
1666,336.28472
1667,343.55593
1668,354.19244
1669,367.50166
1670,380.22435
1671,390.73415
1672,398.04745
1673,402.26079
1674,404.06764
1675,403.4065
1676,400.63971
1677,396.18902
1678,391.63708
1679,391.16651
1680,392.823
1681,394.26482
1682,396.86147
1683,396.63918
1684,394.86005
1685,392.72903
1686,391.72629
1687,392.65276
1688,393.19774
1689,395.09063
1690,398.24253
1691,403.69736
1692,415.28303
1693,431.23108
1694,454.34142
1695,484.80122
1696,520.52517
1697,560.36041
1698,602.48476
1699,643.5273
1700,681.29333
1701,715.08963
1702,746.58458
1703,772.53559
1704,796.00851
1705,814.88693
1706,829.49765
1707,840.97092
1708,850.01164
1709,857.38165
1710,862.54144
1711,866.5846
1712,870.02777
1713,872.61061
1714,874.45097
1715,875.55229
1716,875.84757
1717,876.29267
1718,876.43746
1719,876.66984
1720,876.73745
1721,876.72149
1722,876.78468
1723,876.73754
1724,876.40116
1725,876.09948
1726,875.82445
1727,875.60538
1728,875.52256
1729,875.68927
1730,875.67686
1731,875.80312
1732,876.01348
1733,876.14917
1734,876.07829
1735,876.0329
1736,876.05496
1737,875.74578
1738,874.86025
1739,872.47664
1740,868.33729
1741,860.8421
1742,849.32547
1743,833.80344
1744,814.72058
1745,791.19346
1746,764.65246
1747,733.25576
1748,699.40899
1749,664.60986
1750,630.51447
1751,597.81449
1752,566.57219
1753,536.39426
1754,509.81796
1755,485.21597
1756,464.64099
1757,449.419
1758,436.31852
1759,425.64347
1760,417.25444
1761,411.23192
1762,407.43441
1763,405.14929
1764,404.40732
1765,404.87293
1766,405.59902
1767,406.2943
1768,407.15301
1769,407.98816
1770,407.38376
1771,404.52461
1772,400.8766
1773,398.21296
1774,395.80192
1775,392.8815
1776,390.88801
1777,388.92414
1778,387.092
1779,384.41705
1780,381.58357
1781,378.35745
1782,374.45118
1783,369.11048
1784,362.27944
1785,353.44348
1786,343.08008
1787,333.20089
1788,326.12218
1789,323.34223
1790,324.39222
1791,329.14267
1792,335.48341
1793,341.69068
1794,346.67971
1795,349.99358
1796,351.76962
1797,352.97925
1798,353.79663
1799,354.60062
1800,334.06619
1801,335.48177
1802,336.85934
1803,338.65858
1804,341.04508
1805,345.767
1806,353.2202
1807,364.72107
1808,378.47694
1809,393.94713
1810,407.39387
1811,416.72274
1812,421.31709
1813,422.66306
1814,421.28992
1815,418.50662
1816,414.87504
1817,412.85313
1818,412.7514
1819,412.68405
1820,412.10416
1821,412.30031
1822,412.80267
1823,413.12781
1824,412.50056
1825,411.31015
1826,412.26865
1827,413.77526
1828,416.1755
1829,421.79138
1830,429.26613
1831,439.15058
1832,453.65942
1833,472.085
1834,494.61509
1835,521.86351
1836,552.931
1837,587.41898
1838,623.13241
1839,657.61969
1840,688.41491
1841,715.74535
1842,740.82195
1843,761.72197
1844,779.84791
1845,795.61041
1846,809.00266
1847,819.54884
1848,828.97898
1849,837.63809
1850,846.28213
1851,854.46881
1852,861.62684
1853,866.7094
1854,870.38366
1855,873.60394
1856,875.33316
1857,876.42885
1858,877.06065
1859,877.28696
