Time,root.DistalPhalanxOutlineCorrect.d0.s0
166,0.79338523
167,0.9011228
168,1.0471658
169,1.1740835
170,1.3139341
171,1.4847469
172,1.4612924
173,1.4257269
174,1.2520645
175,1.1787964
176,1.0532487
177,0.90868525
178,0.66126149
179,0.39202718
180,0.04601753
181,-0.22442239
182,-0.37024622
183,-0.41611415
184,-0.57273366
185,-0.80749852
186,-0.63800092
187,-0.36399898
188,-0.40707208
189,-0.2541242
190,0.03609866
191,0.35651653
192,0.67139957
193,1.0373018
194,1.3345939
195,1.6556693
196,1.5941833
197,1.4785545
198,1.4184933
199,1.4208497
200,1.5231072
201,1.4507707
202,1.5458494
203,1.4272613
204,1.12153
205,0.75639497
206,0.36966863
207,-0.033552634
208,-0.38191871
209,-0.6353157
210,-0.31906266
211,-0.48346383
212,-0.63811052
213,-0.84487239
214,-1.0416606
215,-1.2194878
216,-1.4327874
217,-1.595413
218,-1.5449254
219,-1.3523514
220,-1.1909368
221,-1.0005603
222,-0.7331344
223,-0.52494772
224,-0.36947902
225,-0.42099138
226,-0.57092525
227,-0.77401549
228,-1.0366189
229,-1.2888103
230,-1.5086311
231,-1.6032878
232,-1.4690105
233,-1.3542913
234,-1.1212856
235,-0.86755975
236,-0.64233015
237,-0.44598036
238,-0.24201331
239,-0.20228303
240,-0.79174844
241,-0.75581593
242,-0.4806166
243,-0.18022809
244,0.16015961
245,0.53368776
246,0.78928202
247,0.95668382
248,1.1665127
249,1.2755848
250,1.3962501
251,1.4233209
252,1.4219855
253,1.301988
254,1.2253886
255,0.78612579
256,0.52585787
257,0.23299577
258,0.19712396
259,0.16811089
260,-0.051611558
261,-0.39369877
262,-0.77190058
263,-0.86986523
264,-0.78076231
265,-0.8684692
266,-0.62446803
267,-0.29391322
268,0.034517213
269,0.42042752
270,0.69532336
271,0.806702
272,1.1922481
273,1.5314219
274,1.4344284
275,1.4325468
276,1.394065
277,1.5486598
278,1.5654121
279,1.7067143
280,1.6911152
281,1.4798296
282,1.2205328
283,0.81028312
284,0.60506721
285,0.66157594
286,0.3067424
287,-0.062536984
288,-0.44923635
289,-0.72291826
290,-0.24165326
291,-0.30775209
292,-0.53597209
293,-0.80655846
294,-0.90907537
295,-1.1508308
296,-1.472281
297,-1.5742638
298,-1.5497605
299,-1.4764084
300,-1.2001166
301,-0.8208829
302,-0.55011444
303,-0.32395814
304,0.022135064
305,0.096731441
306,-0.0014759946
307,-0.18599429
308,-0.49032809
309,-0.72747052
310,-1.0084967
311,-1.2805398
312,-1.514089
313,-1.6750994
314,-1.6034165
315,-1.5093729
316,-1.2496452
317,-0.93268642
318,-0.6878355
319,-0.33366963
320,-0.45767765
321,-0.58414146
322,-0.63094302
323,-0.40472037
324,-0.14219709
325,0.25285518
326,0.7727418
327,1.0990854
328,1.5156827
329,1.769244
330,1.9654122
331,1.8138729
332,1.5154111
333,1.1480596
334,0.96945321
335,1.0495681
336,0.94727452
337,0.58852288
338,0.34772566
339,-0.10127967
340,-0.42182965
341,-0.73731021
342,-0.70336323
343,-0.63945239
344,-0.58721931
345,-0.60351386
346,-0.40653088
347,-0.30025421
348,-0.11359111
349,0.11000631
350,0.51592161
351,0.64636853
352,0.873768
353,1.0485723
354,0.99498134
355,0.78758794
356,0.89929613
357,0.96365959
358,0.80542142
359,0.80189094
360,0.8988435
361,0.9067192
362,1.0187895
363,1.192779
364,1.3484825
365,0.93604939
366,0.7061152
367,0.39018201
368,0.075154078
369,-0.16989782
370,-0.068418998
371,-0.30722466
372,-0.60577699
373,-0.9765685
374,-1.3373117
375,-1.6715581
376,-1.9285322
377,-1.9184296
378,-1.7014858
379,-1.307891
380,-0.86449821
381,-0.32741179
382,-0.25309055
383,0.042293406
384,0.41389963
385,0.80189094
386,0.53583717
387,0.16287306
388,-0.25444843
389,-0.62732201
390,-1.0175764
391,-1.3808543
392,-1.6724815
393,-1.8470142
394,-1.8559581
395,-1.7154448
396,-1.4084646
397,-0.87671912
398,-0.52901157
399,-0.17487671
400,-0.79481169
401,-0.70601418
402,-0.67962126
403,-0.40566276
404,-0.20331705
405,0.085597442
406,0.25726872
407,0.52630054
408,0.89662252
409,1.2081763
410,1.3021351
411,1.4360351
412,1.4092317
413,1.3031321
414,1.0911677
415,0.90805945
416,0.73421809
417,0.40512771
418,0.031521283
419,-0.23076568
420,-0.51627841
421,-0.60050115
422,-0.7325244
423,-0.87809601
424,-0.76167391
425,-0.57616101
426,-0.32448987
427,-0.014343745
428,0.27269391
429,0.60630041
430,0.90348468
431,1.241314
432,1.6024865
433,1.6199645
434,1.5581464
435,1.4059472
436,1.4265923
437,1.4299941
438,1.4723987
439,1.5647153
440,1.688762
441,1.7875302
442,1.55451
443,1.1543347
444,0.75867553
445,0.44418923
446,0.040553527
447,-0.28284771
448,-0.61281785
449,-0.67756847
450,-0.36472441
451,-0.55410826
452,-0.7356329
453,-0.96865305
454,-1.1262481
455,-1.3822242
456,-1.5225994
457,-1.5701711
458,-1.3958547
459,-1.1797964
460,-0.92636572
461,-0.65492922
462,-0.37522292
463,-0.13352244
464,0.011521316
465,0.23374969
466,-0.012818821
467,-0.25141081
468,-0.48888843
469,-0.78190848
470,-0.95704016
471,-1.1134622
472,-1.3159604
473,-1.4723238
474,-1.5158369
475,-1.4133151
476,-1.1835501
477,-0.93252407
478,-0.66237788
479,-0.38349271
480,-0.78871558
481,-0.80249932
482,-0.51989898
483,-0.2391813
484,-0.20139367
485,0.040460579
486,0.0038832333
487,0.1909387
488,0.48671765
489,0.7892876
490,1.2576659
491,1.6547049
492,1.6577979
493,1.4880225
494,1.2614312
495,1.0745102
496,0.89559052
497,0.65306389
498,0.34464424
499,0.024256277
500,-0.31515998
501,-0.61887298
502,-0.75960163
503,-0.75032281
504,-0.58000955
505,-0.36000757
506,-0.094552859
507,0.21164794
508,0.54212157
509,0.93021797
510,1.1798718
511,1.0925972
512,1.1040948
513,1.0984469
514,1.0519856
515,0.91744279
516,0.98165486
517,1.2079772
518,1.3996048
519,1.680457
520,1.9163943
521,1.9260766
522,1.5414093
523,1.1613142
524,0.78895142
525,0.38539033
526,0.035753935
527,-0.29001305
528,-0.57732004
529,-0.76908215
530,0.07448289
531,-0.059992647
532,-0.24731707
533,-0.48661629
534,-0.87511611
535,-1.1897889
536,-1.5380267
537,-1.7483532
538,-1.7205504
539,-1.4475112
540,-1.2555474
541,-0.88002447
542,-0.53899451
543,-0.29505588
544,0.023382186
545,0.069103868
546,-0.068195654
547,-0.32706106
548,-0.66076211
549,-1.0592804
550,-1.2812322
551,-1.5797612
552,-1.7469479
553,-1.7147612
554,-1.481937
555,-1.2492943
556,-0.93778171
557,-0.6808662
558,-0.368614
559,-0.037333519
560,-0.84215776
561,-0.67037574
562,-0.47981041
563,-0.31554173
564,0.0074744812
565,0.38553151
566,0.71520726
567,0.8258581
568,0.87247489
569,1.071635
570,1.277227
571,1.3866256
572,1.2396034
573,1.2385789
574,1.2159251
575,1.0536486
576,0.90662638
577,0.81424659
578,0.73399058
579,0.41251119
580,0.036958604
581,-0.10824216
582,-0.45977487
583,-0.69946143
584,-0.79878536
585,-0.69889224
586,-0.52181675
587,-0.20386634
588,0.1165885
589,0.49168574
590,0.82067846
591,1.2081272
592,1.2869033
593,1.2203648
594,1.2460353
595,1.2593544
596,1.2422217
597,1.3420579
598,1.4823067
599,1.5281266
600,1.5740035
601,1.7620075
602,1.6649034
603,1.2640218
604,0.86689681
605,0.53539965
606,0.13582718
607,-0.19658069
608,-0.52819169
609,-0.72513197
610,-0.3793481
611,-0.50906686
612,-0.73218995
613,-0.94205087
614,-1.202456
615,-1.3579022
616,-1.4899547
617,-1.557364
618,-1.4339462
619,-1.3632526
620,-1.1173619
621,-0.82559428
622,-0.51350655
623,-0.46979264
624,-0.38834133
625,-0.16425061
626,-0.15628193
627,-0.49608929
628,-0.76964275
629,-1.0341461
630,-1.2803783
631,-1.4769771
632,-1.5461339
633,-1.5559297
634,-1.4205702
635,-1.2039928
636,-1.0520187
637,-0.74607822
638,-0.46068557
639,-0.34770105
640,-0.60753842
641,-0.5830704
642,-0.41151082
643,-0.20849236
644,0.087343995
645,0.39418623
646,0.6839292
647,0.89497771
648,1.0791019
649,1.2426315
650,1.2949213
651,1.4344551
652,1.5500405
653,1.4026656
654,1.2307754
655,0.97149933
656,0.88930944
657,0.66933341
658,0.53990796
659,0.3538943
660,0.10335685
661,-0.20088743
662,-0.46082475
663,-0.65184539
664,-0.64121738
665,-0.57574889
666,-0.40957417
667,-0.19691964
668,0.11237884
669,0.39536712
670,0.72214277
671,1.0373929
672,1.3461718
673,1.5985987
674,1.603275
675,1.5223605
676,1.4022405
677,1.4579312
678,1.5513159
679,1.4318572
680,1.2131565
681,1.2600142
682,1.4734717
683,1.2939293
684,0.95501412
685,0.64033077
686,0.30717832
687,-0.031122806
688,-0.34325543
689,-0.49667655
690,-0.66148144
691,-0.75141796
692,-0.8368671
693,-0.96067152
694,-1.027935
695,-1.0800122
696,-1.1771663
697,-1.2349543
698,-1.2856853
699,-1.1989702
700,-1.0892042
701,-1.027132
702,-1.0085684
703,-0.92099364
704,-0.82845917
705,-0.8221296
706,-0.9065868
707,-0.98353353
708,-1.0493799
709,-1.1655322
710,-1.1913086
711,-1.2867103
712,-1.3274888
713,-1.2495454
714,-1.1976004
715,-1.065662
716,-0.92921263
717,-0.74437986
718,-0.65765536
719,-0.66152868
720,-0.67774303
721,-0.63196445
722,-0.40951223
723,-0.18126338
724,0.042427434
725,0.072847403
726,0.33889827
727,0.62655029
728,0.87199088
729,1.0780441
730,1.2036379
731,1.2413408
732,1.1318488
733,1.0073944
734,0.80946645
735,0.62838341
736,0.43248674
737,0.1001461
738,-0.22887509
739,-0.47396888
740,-0.41684473
741,-0.60535936
742,-0.78812689
743,-0.70801437
744,-0.54699662
745,-0.25736284
746,0.041832907
747,0.28682761
748,0.64379157
749,0.98549601
750,1.3543505
751,1.7133953
752,1.8324494
753,1.7346001
754,1.4678061
755,1.1807486
756,1.0755173
757,1.1875857
758,1.3850678
759,1.4585909
760,1.6647927
761,1.8219461
762,1.7295962
763,1.4746927
764,1.1181251
765,0.67842278
766,0.33022808
767,-0.062556139
768,-0.38439346
769,-0.6445486
770,-0.41634929
771,-0.42967661
772,-0.62800093
773,-0.76761571
774,-1.0611139
775,-1.2404134
776,-1.3683605
777,-1.4563951
778,-1.4458076
779,-1.3297411
780,-1.1450413
781,-0.88498526
782,-0.68344058
783,-0.40426058
784,-0.22738877
785,-0.40366605
786,-0.52019336
787,-0.56909321
788,-0.80962896
789,-0.99467551
790,-1.2141551
791,-1.2895114
792,-1.4909471
793,-1.488673
794,-1.3833228
795,-1.1911172
796,-1.0629966
797,-0.79689617
798,-0.59450924
799,-0.43582006
800,-0.70292987
801,-0.6380372
802,-0.44702179
803,-0.19757712
804,0.080478922
805,0.37460732
806,0.64744954
807,0.90525356
808,1.0754137
809,1.2739267
810,1.2873275
811,1.3191705
812,1.1686161
813,0.97428281
814,0.80283
815,0.61034955
816,0.39330813
817,0.14524232
818,-0.04840154
819,-0.27694784
820,-0.56013152
821,-0.68780548
822,-0.71719247
823,-0.5390177
824,-0.29719987
825,-0.012895856
826,0.24193499
827,0.54377639
828,0.84841861
829,1.1222088
830,1.4314616
831,1.7393786
832,1.8655875
833,1.6626794
834,1.3900096
835,1.347351
836,1.2863364
837,1.2797006
838,1.3026242
839,1.4125453
840,1.5537494
841,1.5802494
842,1.4640372
843,1.1316454
844,0.77667472
845,0.51688859
846,0.19152036
847,-0.084467387
848,-0.43314699
849,-0.58650225
850,-0.73317864
851,-0.70504125
852,-0.72387133
853,-0.85822415
854,-0.99154282
855,-1.0781526
856,-1.1985659
857,-1.2998993
858,-1.3455052
859,-1.2982749
860,-1.1963296
861,-1.0756965
862,-0.9480225
863,-0.81711684
864,-0.667338
865,-0.57099006
866,-0.52587543
867,-0.63480549
868,-0.73994368
869,-0.83943716
870,-0.97228185
871,-1.1029031
872,-1.1770514
873,-1.2785485
874,-1.3305488
875,-1.3204401
876,-1.2015348
877,-1.0845298
878,-0.9484534
879,-0.85365667
880,-0.9573383
881,-0.83822617
882,-0.60900426
883,-0.3271187
884,0.0019165827
885,0.26579748
886,0.53778047
887,0.86169568
888,1.0101217
889,1.1223695
890,1.2699515
891,1.3771355
892,1.3284667
893,1.2701203
894,1.1453254
895,1.0056205
896,0.89354143
897,0.7620511
898,0.4271643
899,0.19597313
900,-0.13750705
901,-0.39593029
902,-0.67033266
903,-0.97011036
904,-0.9519369
905,-0.83074299
906,-0.6403999
907,-0.32531823
908,0.0036607848
909,0.35688984
910,0.67844193
911,1.0436553
912,1.3323489
913,1.5070504
914,1.4836444
915,1.2702328
916,1.2559416
917,1.4195028
918,1.4924779
919,1.5538626
920,1.5367019
921,1.5823887
922,1.462095
923,1.1747518
924,0.82157903
925,0.47301994
926,0.077536183
927,-0.23281926
928,-0.49096117
929,-0.80531139
930,0.084569256
931,-0.10830574
932,-0.27743707
933,-0.60900426
934,-0.86720244
935,-1.1726066
936,-1.3760031
937,-1.600977
938,-1.7180017
939,-1.4902764
940,-1.2100225
941,-0.960039
942,-0.63015975
943,-0.36751667
944,-0.12867352
945,0.12609252
946,-0.0089987465
947,-0.29313489
948,-0.68698697
949,-0.96195199
950,-1.2859797
951,-1.5838613
952,-1.6908034
953,-1.6860716
954,-1.4340118
955,-1.1381164
956,-0.86793387
957,-0.58295376
958,-0.24564758
959,-0.045739519
960,-0.87395805
961,-0.79702366
962,-0.54994592
963,-0.31897205
964,-0.31470424
965,0.087323444
966,0.38954129
967,0.76653116
968,0.99431839
969,1.0711959
970,1.2757093
971,1.484832
972,1.4663951
973,1.4918881
974,1.3359139
975,1.2054896
976,0.90913291
977,0.76004408
978,0.51308015
979,0.19179943
980,-0.14456089
981,-0.47397891
982,-0.79053659
983,-0.95208742
984,-0.84818048
985,-0.63405023
986,-0.37860758
987,-0.056473296
988,0.25410945
989,0.61880803
990,0.88056704
991,0.67400504
992,0.85012332
993,1.2316086
994,1.4863684
995,1.5669447
996,1.4129052
997,1.4338459
998,1.4423815
999,1.5045777
1000,1.5075937
1001,1.5502718
1002,1.5085041
1003,1.0952094
1004,0.80243766
1005,0.43910478
1006,0.046067949
1007,-0.28078938
1008,-0.62779077
1009,-0.77534319
1010,-0.0012193844
1011,-0.11901094
1012,-0.2714571
1013,-0.55216518
1014,-0.81790748
1015,-1.1236534
1016,-1.4264403
1017,-1.7022489
1018,-1.7074101
1019,-1.4825477
1020,-1.1830044
1021,-0.90713316
1022,-0.68754011
1023,-0.42879703
1024,-0.12521349
1025,0.063309901
1026,-0.07360144
1027,-0.30326651
1028,-0.58442983
1029,-0.852619
1030,-1.1169956
1031,-1.4136368
1032,-1.5258518
1033,-1.6894625
1034,-1.5424678
1035,-1.3107542
1036,-1.0466052
1037,-0.80072243
1038,-0.48439236
1039,-0.21438226
1040,-0.89516816
1041,-0.79223049
1042,-0.55326805
1043,-0.26054503
1044,-0.23762756
1045,0.0059183787
1046,0.28966539
1047,0.65271641
1048,0.71912935
1049,0.88193892
1050,0.96539674
1051,1.2284225
1052,1.4717775
1053,1.5240102
1054,1.4768384
1055,1.3166548
1056,1.1847838
1057,0.90280338
1058,0.68403696
1059,0.44445384
1060,0.11654295
1061,-0.12910375
1062,-0.46933279
1063,-0.77551983
1064,-0.95847769
1065,-1.0140048
1066,-0.86451603
1067,-0.54849358
1068,-0.2318027
1069,0.12394338
1070,0.47763644
1071,0.8472285
1072,1.2062212
1073,1.4765997
1074,1.514891
1075,1.3732801
1076,1.3057213
1077,1.3959588
1078,1.4727324
1079,1.5481213
1080,1.6609422
1081,1.7941022
1082,1.5356122
1083,1.1478771
1084,0.78439641
1085,0.37804091
1086,-0.031704479
1087,-0.37064441
1088,-0.69869854
1089,-0.92777782
1090,0.052564993
1091,0.026305384
1092,-0.16047205
1093,-0.44612885
1094,-0.77313259
1095,-1.0811817
1096,-1.3767216
1097,-1.6151111
1098,-1.6365819
1099,-1.5235845
1100,-1.2523466
1101,-0.94587307
1102,-0.60082182
1103,-0.27133534
1104,-0.025020215
1105,-0.077396198
1106,-0.23323504
1107,-0.46092972
1108,-0.79843731
1109,-1.0644233
1110,-1.3045316
1111,-1.4881579
1112,-1.5558122
1113,-1.5040569
1114,-1.3004733
1115,-1.0343918
1116,-0.77938716
1117,-0.5814852
1118,-0.23113427
1119,-0.10618628
1120,-0.62376649
1121,-0.52911767
1122,-0.29173613
1123,-0.012014206
1124,0.27321387
1125,0.45092962
1126,0.6400374
1127,0.74137905
1128,0.87495066
1129,0.96461547
1130,0.99328542
1131,0.97149816
1132,0.90803503
1133,0.77227994
1134,0.5623817
1135,0.49402949
1136,0.26728052
1137,0.012336269
1138,-0.21764044
1139,-0.48900821
1140,-0.63269025
1141,-0.8005329
1142,-0.7233044
1143,-0.4747207
1144,-0.18664461
1145,0.17514744
1146,0.50428232
1147,0.85591647
1148,1.1099114
1149,1.4282238
1150,1.682551
1151,1.7988922
1152,1.628866
1153,1.3848866
1154,1.1524891
1155,0.97857071
1156,0.97776378
1157,1.2374072
1158,1.5142812
1159,1.6602416
1160,1.8029269
1161,1.8305525
1162,1.5710515
1163,1.230667
1164,0.89165898
1165,0.55464461
1166,0.22066811
1167,-0.12451055
1168,-0.45635104
1169,-0.54169637
1170,-0.47021135
1171,-0.57378394
1172,-0.76365119
1173,-0.9521419
1174,-1.1355537
1175,-1.3065339
1176,-1.4713576
1177,-1.5281374
1178,-1.3627963
1179,-1.2171729
1180,-1.0615529
1181,-0.83219327
1182,-0.68272027
1183,-0.50576399
1184,-0.42497548
1185,-0.42203254
1186,-0.55883189
1187,-0.79369768
1188,-1.0267597
1189,-1.1759005
1190,-1.3711457
1191,-1.5971969
1192,-1.5401038
1193,-1.4011115
1194,-1.2195177
1195,-1.0048775
1196,-0.88070435
1197,-0.68765682
1198,-0.55474975
1199,-0.49128662
1200,-0.81076012
1201,-0.79471185
1202,-0.53530269
1203,-0.27907591
1204,0.033342556
1205,0.35435344
1206,0.62658303
1207,0.85666886
1208,1.0597954
1209,1.1863631
1210,1.3202957
1211,1.3716229
1212,1.4087657
1213,1.3524831
1214,1.2385086
1215,1.1613587
1216,1.0064224
1217,0.82011699
1218,0.66258935
1219,0.34830692
1220,0.1670933
1221,-0.086360269
1222,-0.39123195
1223,-0.67359969
1224,-0.75015858
1225,-0.76925284
1226,-0.57067253
1227,-0.30635342
1228,-0.05540029
1229,0.27879472
1230,0.56125338
1231,0.87653598
1232,1.2186869
1233,1.4110389
1234,1.4022191
1235,1.3739415
1236,1.3887622
1237,1.4006734
1238,1.4984633
1239,1.4548193
1240,1.4276782
1241,1.6018451
1242,1.4071746
1243,1.2075941
1244,0.84812191
1245,0.49346876
1246,0.1393157
1247,-0.18856002
1248,-0.45956213
1249,-0.69278487
1250,-0.16041872
1251,-0.07881349
1252,-0.30676258
1253,-0.38073011
1254,-0.6050422
1255,-0.88154527
1256,-1.1133132
1257,-1.4231858
1258,-1.5717709
1259,-1.6957382
1260,-1.5087508
1261,-1.2783876
1262,-1.1253608
1263,-0.83503711
1264,-0.59026688
1265,-0.28839572
1266,-0.33026671
1267,-0.4876125
1268,-0.7177438
1269,-0.8950931
1270,-1.1587303
1271,-1.4072284
1272,-1.6329726
1273,-1.5542361
1274,-1.4047735
1275,-1.2369258
1276,-1.0593492
1277,-0.8464482
1278,-0.59504045
1279,-0.4313299
1280,-0.81511434
1281,-0.76667997
1282,-0.54710405
1283,-0.26723849
1284,0.01728812
1285,0.26989668
1286,0.55138348
1287,0.74719818
1288,0.97685614
1289,1.2121378
1290,1.2629533
1291,1.3048014
1292,1.263308
1293,1.2248543
1294,1.0738769
1295,0.9573
1296,0.69050564
1297,0.57190222
1298,0.30911029
1299,0.087355838
1300,-0.18176905
1301,-0.46198925
1302,-0.61570253
1303,-0.84784301
1304,-0.81987672
1305,-0.70203325
1306,-0.46062134
1307,-0.17528411
1308,0.13619552
1309,0.4948936
1310,0.82633467
1311,1.1575731
1312,1.4820226
1313,1.5713425
1314,1.3893589
1315,1.2492235
1316,1.219788
1317,1.3419378
1318,1.2919835
1319,1.3815061
1320,1.5081143
1321,1.7173549
1322,1.6480978
1323,1.3114384
1324,0.94331686
1325,0.49925066
1326,0.084214696
1327,-0.23876556
1328,-0.58956012
1329,-0.81562098
1330,-0.068333314
1331,-0.30305763
1332,-0.56843342
1333,-0.92424367
1334,-1.1701646
1335,-1.5284219
1336,-1.7624978
1337,-1.7107044
1338,-1.5180866
1339,-1.2039066
1340,-0.93194453
1341,-0.61347333
1342,-0.36233401
1343,-0.030335636
1344,0.25216443
1345,0.080668247
1346,-0.1192502
1347,-0.46862618
1348,-0.77964984
1349,-1.0839352
1350,-1.4396442
1351,-1.7849772
1352,-1.7555417
1353,-1.4940062
1354,-1.2227534
1355,-1.109419
1356,-0.86643654
1357,-0.56088454
1358,-0.32844008
1359,-0.092803818
1360,-0.97111453
1361,-0.89516932
1362,-0.678312
1363,-0.46734779
1364,-0.1381885
1365,0.19306189
1366,0.50278339
1367,0.84339624
1368,1.0056947
1369,1.1627178
1370,1.3212142
1371,1.3218796
1372,1.3610403
1373,1.3838999
1374,1.311234
1375,1.1693713
1376,1.0088789
1377,0.82196239
1378,0.60306148
1379,0.34903948
1380,0.035373396
1381,-0.28047885
1382,-0.63321062
1383,-0.8658463
1384,-0.97154226
1385,-0.91398929
1386,-0.69171409
1387,-0.4271415
1388,-0.11385562
1389,0.21392544
1390,0.55377789
1391,0.85770131
1392,1.2034944
1393,1.4858414
1394,1.4786176
1395,1.4407876
1396,1.4401222
1397,1.3728266
1398,1.4482965
1399,1.4602253
1400,1.5240992
1401,1.5810343
1402,1.5118377
1403,1.1797794
1404,0.78864725
1405,0.42945206
1406,-0.0088250072
1407,-0.36074885
1408,-0.63335319
1409,-0.87040871
1410,-0.034108395
1411,0.019119789
1412,-0.17592349
1413,-0.55602975
1414,-0.78700205
1415,-1.0527152
1416,-1.3551179
1417,-1.607581
1418,-1.6405302
1419,-1.4880457
1420,-1.2821192
1421,-0.99882171
1422,-0.69071607
1423,-0.37191726
1424,-0.17045809
1425,0.014034597
1426,-0.085007846
1427,-0.2881304
1428,-0.57271108
1429,-0.84959269
1430,-1.1694846
1431,-1.4077282
1432,-1.541464
1433,-1.5755871
1434,-1.4845764
1435,-1.2274653
1436,-0.94834998
1437,-0.64509191
1438,-0.35019826
1439,-0.12050914
1440,-0.95639787
1441,-0.99586212
1442,-0.71986479
1443,-0.44205833
1444,-0.1362314
1445,0.19092642
1446,0.53167373
1447,0.79037916
1448,0.96422383
1449,1.1813193
1450,1.3498628
1451,1.4421704
1452,1.4739354
1453,1.4220176
1454,1.2693776
1455,1.1477032
1456,0.95463123
1457,0.78798102
1458,0.48160714
1459,0.31966907
1460,0.060248409
1461,-0.27582883
1462,-0.60222934
1463,-0.89652833
1464,-1.1059245
1465,-1.0458025
1466,-0.79113605
1467,-0.47542203
1468,-0.12159008
1469,0.24406432
1470,0.58325494
1471,0.90157748
1472,1.2108544
1473,1.5394006
1474,1.565065
1475,1.5186587
1476,1.613659
1477,1.4826444
1478,1.4252151
1479,1.3647986
1480,1.51361
1481,1.7250256
1482,1.5443231
1483,1.1849375
1484,0.82559407
1485,0.42291564
1486,0.028946272
1487,-0.33876969
1488,-0.6688726
1489,-0.94579553
1490,-0.13930271
1491,-0.18932723
1492,-0.43700959
1493,-0.72503974
1494,-0.85062694
1495,-0.87511329
1496,-0.99026645
1497,-1.2215404
1498,-1.4157062
1499,-1.5123221
1500,-1.3258809
1501,-1.083079
1502,-0.8146968
1503,-0.62271878
1504,-0.30405966
1505,-0.12962598
1506,-0.1569312
1507,-0.32892466
1508,-0.57568143
1509,-0.8133084
1510,-1.087749
1511,-1.3382503
1512,-1.3997607
1513,-1.4337555
1514,-1.2988702
1515,-1.0752534
1516,-1.0234198
1517,-0.72457694
1518,-0.46246362
1519,-0.18869614
1520,-0.75488313
1521,-0.70802814
1522,-0.52618928
1523,-0.23195038
1524,0.051818613
1525,0.37041518
1526,0.65695308
1527,0.93799644
1528,1.1607198
1529,1.2947086
1530,1.4617945
1531,1.5889908
1532,1.4789703
1533,1.3084666
1534,1.162061
1535,0.9812605
1536,0.77705412
1537,0.54022663
1538,0.36704058
1539,0.12766052
1540,-0.098783594
1541,-0.40526622
1542,-0.64490587
1543,-0.74497565
1544,-0.87260464
1545,-0.73571714
1546,-0.52143024
1547,-0.21464476
1548,0.029191508
1549,0.36946337
1550,0.69697234
1551,0.98697136
1552,1.3150428
1553,1.5852268
1554,1.5325312
1555,1.3506491
1556,1.3304015
1557,1.3936968
1558,1.535127
1559,1.6602035
1560,1.7075343
1561,1.725662
1562,1.4293897
1563,1.0777826
1564,0.76671401
1565,0.4006135
1566,0.073191061
1567,-0.18933528
1568,-0.50330259
1569,-0.71637811
1570,-0.49110213
