Time,root.DiatomSizeReduction.d0.s0
901,0.10275991
902,0.050258431
903,-0.0020246206
904,-0.054148626
905,-0.1060848
906,-0.15773042
907,-0.20918722
908,-0.26045215
909,-0.31135585
910,-0.36202283
911,-0.41245987
912,-0.46251987
913,-0.49106688
914,-0.51771243
915,-0.56587442
916,-0.61353794
917,-0.66083911
918,-0.70771694
919,-0.72105775
920,-0.7478671
921,-0.7921097
922,-0.83546708
923,-0.85440561
924,-0.86236302
925,-0.90245846
926,-0.94168505
927,-0.96842253
928,-0.96127516
929,-0.98860534
930,-1.0229044
931,-1.0562183
932,-1.0422347
933,-1.0473992
934,-1.0759797
935,-1.1027142
936,-1.1282087
937,-1.1440182
938,-1.1129263
939,-1.1179199
940,-1.1366275
941,-1.1536327
942,-1.1686212
943,-1.1822218
944,-1.1942718
945,-1.2038784
946,-1.2120104
947,-1.2186618
948,-1.2227592
949,-1.2251898
950,-1.2261004
951,-1.2247316
952,-1.2213877
953,-1.2165332
954,-1.2097348
955,-1.2007137
956,-1.1902384
957,-1.1781883
958,-1.1637439
959,-1.1479406
960,-1.1307886
961,-1.1114451
962,-1.0907176
963,-1.0778506
964,-1.1058446
965,-1.0937654
966,-1.0664723
967,-1.0378027
968,-1.0076002
969,-0.99520421
970,-1.0097508
971,-0.9769253
972,-0.94127747
973,-0.90783501
974,-0.91247429
975,-0.88903739
976,-0.84873382
977,-0.80750784
978,-0.79356247
979,-0.77732351
980,-0.73304627
981,-0.68804907
982,-0.64261095
983,-0.59671616
984,-0.5816297
985,-0.54975325
986,-0.50154646
987,-0.4528209
988,-0.40376594
989,-0.3544307
990,-0.3047105
991,-0.27496808
992,-0.24329959
993,-0.19202375
994,-0.14045207
995,-0.08870031
996,-0.036764132
997,0.015458085
998,0.067832148
999,0.1203558
1000,0.17310963
1001,0.22601459
1002,0.27904681
1003,0.3322535
1004,0.37008409
1005,0.40962702
1006,0.46368828
1007,0.50187924
1008,0.54579089
1009,0.60056313
1010,0.63932191
1011,0.68691595
1012,0.74088554
1013,0.78179357
1014,0.82391917
1015,0.86706425
1016,0.91161426
1017,0.9574583
1018,1.0042157
1019,1.0520618
1020,1.1012476
1021,1.1539849
1022,1.211092
1023,1.2620991
1024,1.3165081
1025,1.373256
1026,1.4256555
1027,1.4813376
1028,1.5387038
1029,1.5960746
1030,1.6506722
1031,1.7048357
1032,1.7597594
1033,1.8156406
1034,1.8156406
1035,1.5154084
1036,1.5093099
1037,1.5070787
1038,1.5131772
1039,1.4816034
1040,1.4282955
1041,1.4342151
1042,1.4273587
1043,1.3773752
1044,1.3636075
1045,1.3754929
1046,1.3347415
1047,1.2854141
1048,1.2258267
1049,1.1746329
1050,1.1306882
1051,1.0738521
1052,1.0148251
1053,0.95589054
1054,0.90588801
1055,0.86526408
1056,0.81047213
1057,0.75226521
1058,0.69420021
1059,0.63621175
1060,0.5783211
1061,0.52057292
1062,0.46288563
1063,0.40538741
1064,0.34797554
1065,0.2906986
1066,0.23359174
1067,0.17656165
1068,0.11978703
1069,0.071640918
1070,0.040135503
1071,-0.0071133504
1072,-0.062525467
1073,-0.11756172
1074,-0.17246504
1075,-0.22706981
1076,-0.28139201
1077,-0.33553337
1078,-0.36044949
1079,-0.39023639
1080,-0.4422752
1081,-0.4939336
1082,-0.54529428
1083,-0.59599821
1084,-0.63919507
1085,-0.65180151
1086,-0.6823344
1087,-0.72994008
1088,-0.77665592
1089,-0.81677492
1090,-0.81948108
1091,-0.84069408
1092,-0.88333606
1093,-0.92481631
1094,-0.96581042
1095,-1.00533
1096,-1.0235554
1097,-1.0117182
1098,-1.0336664
1099,-1.0678984
1100,-1.1001003
1101,-1.1314573
1102,-1.1613499
1103,-1.1514754
1104,-1.1231377
1105,-1.1467054
1106,-1.1693992
1107,-1.1902108
1108,-1.2091793
1109,-1.2270846
1110,-1.2420938
1111,-1.2561051
1112,-1.2677999
1113,-1.277583
1114,-1.2860119
1115,-1.291426
1116,-1.2957707
1117,-1.297472
1118,-1.2973475
1119,-1.2956462
1120,-1.2910537
1121,-1.2853951
1122,-1.2769662
1123,-1.2669442
1124,-1.2552494
1125,-1.2410064
1126,-1.2257744
1127,-1.2078692
1128,-1.188688
1129,-1.1678764
1130,-1.1449809
1131,-1.1252111
1132,-1.1535489
1133,-1.1591627
1134,-1.12927
1135,-1.0977441
1136,-1.0654902
1137,-1.031154
1138,-1.0125843
1139,-1.0244215
1140,-1.0024384
1141,-0.96291874
1142,-0.92180508
1143,-0.88021591
1144,-0.83757394
1145,-0.81928307
1146,-0.81657691
1147,-0.77325109
1148,-0.72645674
1149,-0.67885105
1150,-0.65087909
1151,-0.63827265
1152,-0.59229484
1153,-0.54153618
1154,-0.4901755
1155,-0.4543571
1156,-0.43334089
1157,-0.38527789
1158,-0.33157181
1159,-0.27743045
1160,-0.22307434
1161,-0.16846957
1162,-0.13363115
1163,-0.1017279
1164,-0.045551511
1165,0.010754442
1166,0.067243314
1167,0.12394127
1168,0.18072866
1169,0.23776514
1170,0.28730643
1171,0.32385608
1172,0.37509386
1173,0.43315113
1174,0.49138473
1175,0.54966989
1176,0.60806613
1177,0.66655766
1178,0.72510418
1179,0.78378304
1180,0.84250331
1181,0.90131798
1182,0.95087591
1183,0.99387698
1184,1.0516937
1185,1.1080944
1186,1.1537656
1187,1.2005487
1188,1.248292
1189,1.2977092
1190,1.3477299
1191,1.3992876
1192,1.451699
1193,1.5050069
1194,1.5104998
1195,1.512024
1196,1.5684318
1197,1.598615
1198,1.5952889
1199,1.5929674
1200,1.5910673
1201,1.5904011
1202,1.5902549
1203,1.590921
1204,1.5925289
1205,1.5945588
1206,1.5978849
1207,1.6016629
1208,1.6063128
1209,1.571708
1210,1.5167489
1211,1.5226626
1212,1.5127649
1213,1.4609784
1214,1.4470486
1215,1.4573471
1216,1.4132451
1217,1.3653252
1218,1.3188834
1219,1.273597
1220,1.2292148
1221,1.1718658
1222,1.1161184
1223,1.0744068
1224,1.024088
1225,0.96557174
1226,0.9234385
1227,0.88190076
1228,0.82416105
1229,0.766507
1230,0.70895213
1231,0.65155269
1232,0.59421793
1233,0.53707711
1234,0.48003262
1235,0.42312411
1236,0.36639967
1237,0.31098287
1238,0.27974896
1239,0.2396838
1240,0.18431113
1241,0.12918433
1242,0.074171673
1243,0.019550907
1244,-0.034934351
1245,-0.089127749
1246,-0.12352602
1247,-0.14650402
1248,-0.19734688
1249,-0.24945537
1250,-0.30111836
1251,-0.35239112
1252,-0.40338747
1253,-0.42087994
1254,-0.44231137
1255,-0.49062639
1256,-0.5384399
1257,-0.5858203
1258,-0.63232602
1259,-0.67120229
1260,-0.67374955
1261,-0.69587586
1262,-0.73856017
1263,-0.7801232
1264,-0.82122893
1265,-0.86099918
1266,-0.87844177
1267,-0.86735458
1268,-0.89107996
1269,-0.92589165
1270,-0.95888483
1271,-0.99105228
1272,-1.0219295
1273,-1.0511977
1274,-1.0797407
1275,-1.1059065
1276,-1.111611
1277,-1.0778543
1278,-1.0793893
1279,-1.0992236
1280,-1.1163299
1281,-1.1325143
1282,-1.146636
1283,-1.1589154
1284,-1.1700158
1285,-1.1782365
1286,-1.1854564
1287,-1.1902786
1288,-1.1933
1289,-1.1949118
1290,-1.1936931
1291,-1.1914548
1292,-1.1866325
1293,-1.1801861
1294,-1.1721928
1295,-1.2113026
1296,-1.2507927
1297,-1.235932
1298,-1.2196605
1299,-1.2017552
1300,-1.1815816
1301,-1.1605011
1302,-1.1369334
1303,-1.1348875
1304,-1.1632252
1305,-1.1489554
1306,-1.1189501
1307,-1.0867483
1308,-1.0537656
1309,-1.0194294
1310,-1.0166263
1311,-1.0284635
1312,-0.98894386
1313,-0.94890617
1314,-0.90775266
1315,-0.86565524
1316,-0.82301326
1317,-0.81835901
1318,-0.80389453
1319,-0.7573619
1320,-0.71020114
1321,-0.66259545
1322,-0.64657445
1323,-0.62562517
1324,-0.57501245
1325,-0.52399839
1326,-0.4726377
1327,-0.42069813
1328,-0.36855415
1329,-0.31589937
1330,-0.27717598
1331,-0.25308054
1332,-0.20442881
1333,-0.14977256
1334,-0.094745707
1335,-0.039549711
1336,0.015862405
1337,0.071540958
1338,0.12560431
1339,0.15811985
1340,0.20020453
1341,0.25724101
1342,0.31444757
1343,0.37172992
1344,0.42922814
1345,0.48679601
1346,0.54449823
1347,0.60232454
1348,0.66021519
1349,0.71827594
1350,0.77638825
1351,0.83461488
1352,0.88210815
1353,0.92273207
1354,0.98032681
1355,1.0354931
1356,1.078978
1357,1.1314503
1358,1.1909562
1359,1.2386611
1360,1.2851197
1361,1.3331976
1362,1.3822516
1363,1.4322352
1364,1.4333413
1365,1.4334963
1366,1.4868042
1367,1.5125822
1368,1.5064837
1369,1.5014357
1370,1.496815
1371,1.4934153
1372,1.4905786
1373,1.4885368
1374,1.4874907
1375,1.4868762
1376,1.4875571
1377,1.488736
1378,1.4907778
1379,1.4907778
1380,1.5879998
1381,1.585158
1382,1.5876127
1383,1.5501438
1384,1.5069081
1385,1.4986982
1386,1.4729166
1387,1.4280772
1388,1.3843432
1389,1.3407989
1390,1.2938385
1391,1.2468913
1392,1.1999579
1393,1.1530389
1394,1.1061348
1395,1.0592463
1396,1.0123745
1397,0.96552049
1398,0.91868437
1399,0.87186689
1400,0.82506891
1401,0.77829132
1402,0.7315351
1403,0.68480126
1404,0.63809089
1405,0.59140515
1406,0.54474528
1407,0.49811258
1408,0.45150846
1409,0.40493444
1410,0.35931547
1411,0.32250681
1412,0.27623265
1413,0.23000449
1414,0.1838238
1415,0.13769333
1416,0.10064234
1417,0.058588604
1418,0.012895135
1419,-0.032723891
1420,-0.071472513
1421,-0.10846773
1422,-0.15349904
1423,-0.19842042
1424,-0.24322448
1425,-0.28552439
1426,-0.31417939
1427,-0.3581456
1428,-0.4019252
1429,-0.4455159
1430,-0.48890416
1431,-0.51558269
1432,-0.55253932
1433,-0.59463077
1434,-0.63642048
1435,-0.67788417
1436,-0.71899509
1437,-0.75972377
1438,-0.80003774
1439,-0.83990113
1440,-0.87927432
1441,-0.9181135
1442,-0.95637025
1443,-0.993977
1444,-1.0308445
1445,-1.0669393
1446,-1.102187
1447,-1.1365057
1448,-1.1698051
1449,-1.2019859
1450,-1.2114533
1451,-1.2218866
1452,-1.2488493
1453,-1.2742101
1454,-1.2978388
1455,-1.3196006
1456,-1.3393591
1457,-1.356978
1458,-1.3723251
1459,-1.3851664
1460,-1.3954106
1461,-1.4030372
1462,-1.4079749
1463,-1.4101767
1464,-1.4096218
1465,-1.4063166
1466,-1.4002944
1467,-1.3916138
1468,-1.3803559
1469,-1.3666208
1470,-1.3505238
1471,-1.3321913
1472,-1.3117565
1473,-1.289356
1474,-1.2651264
1475,-1.2390991
1476,-1.2115146
1477,-1.1825056
1478,-1.1521867
1479,-1.1206649
1480,-1.0880393
1481,-1.0544015
1482,-1.0198355
1483,-0.98441846
1484,-0.94822071
1485,-0.91130644
1486,-0.87373408
1487,-0.8355568
1488,-0.79993084
1489,-0.78503051
1490,-0.74456479
1491,-0.70367458
1492,-0.66241567
1493,-0.62081616
1494,-0.57890157
1495,-0.53669513
1496,-0.49421799
1497,-0.45148943
1498,-0.40852705
1499,-0.36534694
1500,-0.32196382
1501,-0.28376948
1502,-0.25347765
1503,-0.20915055
1504,-0.1646844
1505,-0.12008798
1506,-0.075364822
1507,-0.03052396
1508,0.0014329992
1509,0.044217978
1510,0.08965915
1511,0.13517904
1512,0.18077323
1513,0.22643761
1514,0.26635631
1515,0.30528591
1516,0.35136501
1517,0.39749289
1518,0.44366703
1519,0.48988509
1520,0.53537993
1521,0.57188981
1522,0.61840135
1523,0.67392664
1524,0.72156882
1525,0.76801081
1526,0.81448378
1527,0.86098635
1528,0.90751721
1529,0.95407514
1530,1.000659
1531,1.0472676
1532,1.0939
1533,1.1405551
1534,1.1872322
1535,1.2339302
1536,1.2806483
1537,1.3273861
1538,1.3741435
1539,1.4209187
1540,1.4613394
1541,1.5013134
1542,1.5420552
1543,1.5835404
1544,1.5983918
1545,1.6181522
1546,1.6407122
1547,1.6375198
1548,1.6349058
1549,1.6328715
1550,1.6314177
1551,1.6305452
1552,1.6302543
1553,1.6305664
1554,1.6314815
1555,1.5904096
1556,1.5844371
1557,1.5510719
1558,1.507074
1559,1.46377
1560,1.4211843
1561,1.3765444
1562,1.3318437
1563,1.288492
1564,1.2414502
1565,1.1958847
1566,1.1546363
1567,1.1077317
1568,1.0608426
1569,1.0139707
1570,0.96033021
1571,0.91250269
1572,0.86556651
1573,0.81864621
1574,0.77174253
1575,0.72485627
1576,0.67798826
