Time,root.Coffee.d0.s0
476,-0.073955903
477,0.030383781
478,0.11954039
479,0.1483393
480,0.17971707
481,0.33239086
482,0.44862735
483,0.58289061
484,0.66836376
485,0.76934177
486,0.8794377
487,1.0163035
488,1.1515495
489,1.223828
490,1.2026497
491,1.2569009
492,1.4744009
493,1.5965808
494,1.53129
495,1.5782019
496,1.6063671
497,1.5882331
498,1.5399729
499,1.4829571
500,1.5913904
501,1.5541822
502,1.3807844
503,1.4989099
504,1.6552485
505,1.5513033
506,1.6624611
507,1.6082168
508,1.2767453
509,0.94204256
510,0.8412495
511,0.8829864
512,0.83385835
513,0.88982432
514,0.99392209
515,1.0367214
516,1.1741715
517,1.3470269
518,1.459763
519,1.4632813
520,1.2266192
521,0.79150222
522,0.52090924
523,0.3159812
524,0.060662421
525,-0.15094423
526,-0.43789132
527,-0.66326798
528,-0.82993668
529,-0.96212595
530,-1.088534
531,-1.170112
532,-1.2266547
533,-1.2542882
534,-1.2772138
535,-1.2909504
536,-1.2984759
537,-1.3263513
538,-1.371538
539,-1.4345484
540,-1.508736
541,-1.5991793
542,-1.6756248
543,-1.738466
544,-1.7840411
545,-1.8152566
546,-1.8354984
547,-1.8508874
548,-1.8647665
549,-1.8745952
550,-1.8802099
551,-1.8848474
552,-1.8904282
553,-1.8956879
554,-1.9003849
555,-1.9021319
556,-1.9054828
557,-1.9090606
558,-1.9118669
559,-1.9156172
560,-1.9187175
561,-1.9197991
562,-1.922542
563,-1.9257786
564,-1.9286037
565,-1.9321733
566,-1.9347479
567,-1.9357306
568,-1.9370717
569,-1.9407273
570,-1.9437857
571,-1.9443082
572,-0.47263392
573,-0.41554604
574,-0.3599294
575,-0.43049634
576,-0.5521319
577,-0.63162068
578,-0.73257234
579,-0.80712043
580,-0.83723976
581,-0.85019401
582,-0.85196445
583,-0.87200099
584,-0.89811699
585,-0.9083046
586,-0.89120121
587,-0.88407902
588,-0.89647653
589,-0.9021425
590,-0.90740552
591,-0.90121095
592,-0.90061756
593,-0.9192954
594,-0.93962113
595,-0.97651746
596,-1.0097954
597,-1.0139757
598,-1.0058555
599,-1.0149836
600,-1.045929
601,-1.0733367
602,-1.0714873
603,-1.0468164
604,-1.0366613
605,-1.0307924
606,-1.0144888
607,-0.99415527
608,-0.96097024
609,-0.92516033
610,-0.88806801
611,-0.83999436
612,-0.80732941
613,-0.78445698
614,-0.73812008
615,-0.68143515
616,-0.61843946
617,-0.60401248
618,-0.61752496
619,-0.59136095
620,-0.53030234
621,-0.46124058
622,-0.41389883
623,-0.35599032
624,-0.30055533
625,-0.19624379
626,-0.09074275
627,0.029952739
628,0.23113484
629,0.34483569
630,0.38607756
631,0.43568981
632,0.50224598
633,0.53968363
634,0.61366484
635,0.64003148
636,0.63845555
637,0.70767177
638,0.79180679
639,0.83790846
640,0.84673778
641,0.93130793
642,0.98438572
643,1.0583676
644,1.1459692
645,1.1713541
646,1.154566
647,1.0540989
648,0.90820367
649,0.84157986
650,0.83299915
651,0.82189406
652,0.82511544
653,0.81888341
654,0.78885389
655,0.75741198
656,0.70521177
657,0.6545998
658,0.61260047
659,0.63570136
660,0.70300728
661,0.70133315
662,0.66718479
663,0.60967896
664,0.55180224
665,0.52278651
666,0.53754731
667,0.51734345
668,0.45930591
669,0.43170704
670,0.4375249
671,0.38900123
672,0.2880274
673,0.24856151
674,0.21324233
675,0.18583769
676,0.21130484
677,0.27382211
678,0.25758466
679,0.16015534
680,0.14451994
681,0.19486531
682,0.28785805
683,0.38587277
684,0.41616037
685,0.43559459
686,0.45429014
687,0.46355961
688,0.51846355
689,0.5864159
690,0.6019458
691,0.64767862
692,0.66179923
693,0.6273798
694,0.64343831
695,0.67146162
696,0.69968378
697,0.66748264
698,0.56697288
699,0.49461765
700,0.44196797
701,0.39316647
702,0.36907872
703,0.33538876
704,0.29232276
705,0.2370298
706,0.20268761
707,0.25281751
708,0.25437666
709,0.20265961
710,0.19551172
711,0.21932625
712,0.25530104
713,0.27202286
714,0.38316011
715,0.53962925
716,0.62271261
717,0.73913479
718,0.8713141
719,0.90501813
720,0.88876404
721,0.88977647
722,1.0012632
723,1.0839288
724,1.0663648
725,1.0923872
726,1.0684638
727,1.0240022
728,1.0578957
729,1.0611455
730,1.0399073
731,0.96850508
732,0.83970149
733,0.77480213
734,0.72184284
735,0.66762426
736,0.64494417
737,0.60199868
738,0.56653126
739,0.49537119
740,0.38994915
741,0.33738968
742,0.2241682
743,0.094682343
744,-0.042346769
745,-0.16649183
746,-0.29160861
747,-0.37002112
748,-0.36647429
749,-0.37009172
750,-0.37858641
751,-0.36530131
752,-0.37797787
753,-0.31348524
754,-0.24838245
755,-0.24243961
756,-0.22057866
757,-0.1749834
758,-0.17946204
759,-0.20658601
760,-0.21964671
761,-0.21923944
762,-0.11562881
763,-0.026979858
764,0.058271467
765,0.1471643
766,0.22625149
767,0.33621602
768,0.43737977
769,0.59571227
770,0.72179333
771,0.94002864
772,1.1146378
773,1.1557776
774,1.1887976
775,1.3277325
776,1.4211412
777,1.5242969
778,1.668798
779,1.7295198
780,1.8017098
781,1.86089
782,1.7860929
783,1.5477396
784,1.4122075
785,1.4147878
786,1.4357519
787,1.5529586
788,1.6099687
789,1.7299962
790,1.656128
791,1.5945443
792,1.6569526
793,1.5728455
794,1.4071127
795,1.0776628
796,0.90754697
797,0.8761639
798,0.79341545
799,0.71829236
800,0.78796807
801,0.91928252
802,1.0927747
803,1.261244
804,1.3039532
805,1.2005761
806,0.93950653
807,0.65318849
808,0.41482655
809,0.18550671
810,-0.060610842
811,-0.25804498
812,-0.43530732
813,-0.60608185
814,-0.76883537
815,-0.88465158
816,-0.98311632
817,-1.0517926
818,-1.0842147
819,-1.0631545
820,-1.0377205
821,-1.0146564
822,-0.9943844
823,-1.0085935
824,-1.064991
825,-1.1585973
826,-1.2796043
827,-1.4387757
828,-1.5678682
829,-1.681495
830,-1.7628956
831,-1.8154152
832,-1.8526929
833,-1.876197
834,-1.8939124
835,-1.9071039
836,-1.9171784
837,-1.9234337
838,-1.9306779
839,-1.938138
840,-1.942255
841,-1.946914
842,-1.952573
843,-1.9557942
844,-1.9580652
845,-1.9614649
846,-1.9655034
847,-1.9676454
848,-1.9710757
849,-1.9746
850,-1.9767878
851,-1.9796759
852,-1.9816956
853,-1.9842153
854,-1.987586
855,-1.9891427
856,-1.9906587
857,-1.9923005
858,-0.50952091
859,-0.48421754
860,-0.47795118
861,-0.51128686
862,-0.55858712
863,-0.65242826
864,-0.74529837
865,-0.78735632
866,-0.8182795
867,-0.82604987
868,-0.83002289
869,-0.83981558
870,-0.83737684
871,-0.83190298
872,-0.88456876
873,-0.92592265
874,-0.92660824
875,-0.91387106
876,-0.91882562
877,-0.92658462
878,-0.92561501
879,-0.94510965
880,-0.975654
881,-1.0095638
882,-1.0288078
883,-1.0214263
884,-1.0203116
885,-1.0155284
886,-1.0067394
887,-1.0244057
888,-1.0365524
889,-1.0396432
890,-1.0435909
891,-1.0413333
892,-1.018699
893,-0.98876267
894,-0.95553807
895,-0.91127598
896,-0.86384704
897,-0.83011309
898,-0.78842488
899,-0.74428152
900,-0.67757944
901,-0.57950059
902,-0.52163503
903,-0.49553588
904,-0.50804282
905,-0.51776794
906,-0.50485726
907,-0.4764006
908,-0.40920677
909,-0.33294629
910,-0.28425857
911,-0.21482945
912,-0.15543551
913,-0.09111685
914,0.055138622
915,0.13980652
916,0.20204841
917,0.32243323
918,0.39749068
919,0.40327765
920,0.37738786
921,0.46163256
922,0.54276102
923,0.59916565
924,0.68404881
925,0.66790776
926,0.65378411
927,0.77372932
928,0.85246079
929,0.84717815
930,0.87616231
931,0.83438849
932,0.83558562
933,0.8174639
934,0.78314724
935,0.73463706
936,0.73598429
937,0.76153145
938,0.73993644
939,0.72534694
940,0.69600889
941,0.609605
942,0.52368007
943,0.53590877
944,0.54198261
945,0.52875292
946,0.5798151
947,0.64199271
948,0.65422141
949,0.64910002
950,0.6559093
951,0.64901037
952,0.53164023
953,0.41110728
954,0.42779343
955,0.48739138
956,0.47993368
957,0.3938593
958,0.33535156
959,0.24254453
960,0.19622296
961,0.22000614
962,0.20667084
963,0.2116359
964,0.20440789
965,0.23278267
966,0.23841965
967,0.23953795
968,0.27083185
969,0.33897398
970,0.42072002
971,0.45588407
972,0.49014684
973,0.5320771
974,0.58039508
975,0.60643257
976,0.64126536
977,0.71476131
978,0.81472877
979,0.83925964
980,0.80901483
981,0.81501291
982,0.78254091
983,0.71255456
984,0.64339876
985,0.5555534
986,0.49357979
987,0.45210138
988,0.37895845
989,0.35284257
990,0.31134458
991,0.27534681
992,0.27280158
993,0.20496032
994,0.20959357
995,0.24333256
996,0.20880653
997,0.21112742
998,0.27366526
999,0.32833488
1000,0.37766468
1001,0.48318177
1002,0.59984588
1003,0.70975777
1004,0.80702553
1005,0.93531387
1006,0.94312907
1007,0.86730042
1008,0.98748124
1009,1.0764943
1010,1.0631287
1011,1.0224156
1012,1.031752
1013,1.0712873
1014,1.0397144
1015,1.0240382
1016,0.96383089
1017,0.90106838
1018,0.88175949
1019,0.83535089
1020,0.76591642
1021,0.7002044
1022,0.6767856
1023,0.664299
1024,0.62173804
1025,0.56769059
1026,0.5201098
1027,0.39852557
1028,0.243734
1029,0.13515239
1030,0.0059056895
1031,-0.13614925
1032,-0.25279204
1033,-0.31707757
1034,-0.3229461
1035,-0.31931832
1036,-0.33348144
1037,-0.34437526
1038,-0.33336949
1039,-0.26460387
1040,-0.20696987
1041,-0.19109164
1042,-0.14710506
1043,-0.09044176
1044,-0.11817206
1045,-0.13418804
1046,-0.1397521
1047,-0.1217138
1048,-0.044881427
1049,0.021836506
1050,0.13367386
1051,0.20377129
1052,0.25952882
1053,0.39998737
1054,0.4838492
1055,0.58766473
1056,0.69196786
1057,0.86074172
1058,0.99117341
1059,1.0916063
1060,1.1864525
1061,1.2890088
1062,1.411187
1063,1.4794606
1064,1.5226664
1065,1.6995985
1066,1.7199415
1067,1.6748996
1068,1.8250376
1069,1.8745799
1070,1.6971177
1071,1.5589591
1072,1.5557025
1073,1.6021545
1074,1.6375261
1075,1.5871015
1076,1.6555939
1077,1.73021
1078,1.7558736
1079,1.782056
1080,1.5260409
1081,1.2042742
1082,1.0367038
1083,0.90827681
1084,0.86735115
1085,0.94741663
1086,0.9859429
1087,1.0073086
1088,1.1243016
1089,1.3995338
1090,1.4713169
1091,1.3150127
1092,0.97390728
1093,0.72090764
1094,0.52875019
1095,0.28194629
1096,0.042995964
1097,-0.21383895
1098,-0.4515634
1099,-0.63206448
1100,-0.80335689
1101,-0.93271871
1102,-1.0460192
1103,-1.1135156
1104,-1.1742908
1105,-1.199461
1106,-1.1925887
1107,-1.1929684
1108,-1.2003006
1109,-1.2198764
1110,-1.2647619
1111,-1.3348236
1112,-1.4234637
1113,-1.5376151
1114,-1.6326975
1115,-1.7135694
1116,-1.7686219
1117,-1.803941
1118,-1.8311562
1119,-1.8485211
1120,-1.8616275
1121,-1.8713096
1122,-1.8805613
1123,-1.8884902
1124,-1.8951934
1125,-1.8996327
1126,-1.9040938
1127,-1.9088548
1128,-1.9118451
1129,-1.914698
1130,-1.9177236
1131,-1.9221802
1132,-1.9250081
1133,-1.9275616
1134,-1.9308694
1135,-1.9331977
1136,-1.9373284
1137,-1.9412412
1138,-1.9439849
1139,-1.9457617
1140,-1.9476127
1141,-1.9501716
1142,-1.9517476
1143,-1.9529217
1144,-0.56342677
1145,-0.53389622
1146,-0.5438216
1147,-0.59824625
1148,-0.69025962
1149,-0.79438396
1150,-0.88414007
1151,-0.92396995
1152,-0.93950366
1153,-0.95351568
1154,-0.9589398
1155,-0.98632095
1156,-0.98852591
1157,-0.97580926
1158,-0.98546957
1159,-0.98883899
1160,-0.9992518
1161,-1.0026849
1162,-0.98385173
1163,-0.98491965
1164,-1.0018161
1165,-1.0087719
1166,-1.0231687
1167,-1.0460031
1168,-1.0731982
1169,-1.0812533
1170,-1.0686455
1171,-1.0779797
1172,-1.0953768
1173,-1.1065693
1174,-1.1134956
1175,-1.1006994
1176,-1.0812791
1177,-1.0832293
1178,-1.0728334
1179,-1.0399594
1180,-1.0244742
1181,-0.98892106
1182,-0.93060879
1183,-0.87991233
1184,-0.83701887
1185,-0.80609304
1186,-0.74890568
1187,-0.67556525
1188,-0.62795103
1189,-0.60985369
1190,-0.60201124
1191,-0.58620909
1192,-0.55438029
1193,-0.51125674
1194,-0.4723705
1195,-0.40496302
1196,-0.3010493
1197,-0.1937526
1198,-0.085304588
1199,0.055368189
1200,0.1917122
1201,0.31195279
1202,0.44437909
1203,0.51485688
1204,0.51897166
1205,0.59475632
1206,0.6644069
1207,0.66869265
1208,0.75224463
1209,0.79140439
1210,0.78946817
1211,0.88634636
1212,0.9284857
1213,0.96156082
1214,1.1246862
1215,1.1699644
1216,1.0707192
1217,1.146852
1218,1.1412046
1219,1.0551498
1220,0.95821627
1221,0.76428903
1222,0.68666591
1223,0.75272399
1224,0.87620107
1225,0.86580928
1226,0.82613212
1227,0.71003851
1228,0.60399742
1229,0.58003392
1230,0.61711596
1231,0.69039063
1232,0.70960441
1233,0.69691019
1234,0.67385169
1235,0.66641173
1236,0.61743027
1237,0.58992076
1238,0.56476864
1239,0.482495
1240,0.44468606
1241,0.44252249
1242,0.38703329
1243,0.29782547
1244,0.23604752
1245,0.21153197
1246,0.19629778
1247,0.21354037
1248,0.26546287
1249,0.23810486
1250,0.1651238
1251,0.16759016
1252,0.18157772
1253,0.23047487
1254,0.32972624
1255,0.37468988
1256,0.41328933
1257,0.4817264
1258,0.51810101
1259,0.58629188
1260,0.66488902
1261,0.6633189
1262,0.66539183
1263,0.70593668
1264,0.7277201
1265,0.7377301
1266,0.77023838
1267,0.79203852
1268,0.76812089
1269,0.70627485
1270,0.6505426
1271,0.57432445
1272,0.48769757
1273,0.4759733
1274,0.4169803
1275,0.34130157
1276,0.31315233
1277,0.28906985
1278,0.27029557
1279,0.23519003
1280,0.19789726
1281,0.18794721
1282,0.22293857
1283,0.2817401
1284,0.32906051
1285,0.37555063
1286,0.45803572
1287,0.55255215
1288,0.66325232
1289,0.74515803
1290,0.88230254
1291,1.0037071
1292,0.93159026
1293,0.91802529
1294,1.0081645
1295,1.0441432
1296,1.0659956
1297,1.1104871
1298,1.0897723
1299,1.0626688
1300,1.0849617
1301,1.0131493
1302,0.94977955
1303,0.9653669
1304,0.8533267
1305,0.75702259
1306,0.72466549
1307,0.69777615
1308,0.67765991
1309,0.63457825
1310,0.55045821
1311,0.46256135
1312,0.36021388
1313,0.28236311
1314,0.10943988
1315,-0.039382114
1316,-0.16365501
1317,-0.26841205
1318,-0.34043845
1319,-0.37671784
1320,-0.38155565
1321,-0.41311244
1322,-0.42215749
1323,-0.41793556
1324,-0.39957989
1325,-0.32116574
1326,-0.24976358
1327,-0.18271862
1328,-0.14037732
1329,-0.16205716
1330,-0.16199466
1331,-0.15129539
1332,-0.1828954
1333,-0.1690518
1334,-0.064984655
1335,0.0084755638
1336,0.11353172
1337,0.25310345
1338,0.40980888
1339,0.49199637
1340,0.55589853
1341,0.6785485
1342,0.78007354
1343,0.94534027
1344,1.131611
1345,1.2593728
1346,1.3173874
1347,1.4499491
1348,1.6126803
1349,1.6657988
1350,1.7474009
1351,1.830853
1352,1.7217769
1353,1.7125435
1354,1.6961376
1355,1.5272692
1356,1.4338169
1357,1.359912
1358,1.4476601
1359,1.5674916
1360,1.5378068
1361,1.6079503
1362,1.626103
1363,1.6758771
1364,1.6366599
1365,1.4623056
1366,1.2928533
1367,1.0671394
1368,0.92730839
1369,0.79878339
1370,0.71610644
1371,0.70153634
1372,0.78820329
1373,0.96125671
1374,1.0645719
1375,1.2476239
1376,1.3247336
1377,1.0907386
1378,0.80683504
1379,0.49894198
1380,0.20954885
1381,-0.012323736
1382,-0.21747153
1383,-0.39950964
1384,-0.59589336
1385,-0.74401292
1386,-0.87962065
1387,-0.98484176
1388,-1.0801923
1389,-1.1321557
1390,-1.146214
1391,-1.1274517
1392,-1.106697
1393,-1.0934718
1394,-1.0659397
1395,-1.0620226
1396,-1.1041129
1397,-1.1868495
1398,-1.3000841
1399,-1.4376597
1400,-1.5471993
1401,-1.6386998
1402,-1.7010534
1403,-1.741306
1404,-1.7700111
1405,-1.7882323
1406,-1.8009765
1407,-1.8095021
1408,-1.8156862
1409,-1.8220923
1410,-1.8287297
1411,-1.8330664
1412,-1.8355009
1413,-1.8384494
1414,-1.8419489
1415,-1.8440295
1416,-1.8461902
1417,-1.8491015
1418,-1.8513284
1419,-1.8530087
1420,-1.8558202
1421,-1.8578697
1422,-1.8591976
1423,-1.8610028
1424,-1.863121
1425,-1.865041
1426,-1.8661225
1427,-1.8669447
1428,-1.8684191
1429,-1.8695715
1430,-0.44148543
1431,-0.44936588
1432,-0.44454026
1433,-0.49762005
1434,-0.58064202
1435,-0.64905496
1436,-0.74259774
1437,-0.81046908
1438,-0.82545751
1439,-0.83678627
1440,-0.86241533
1441,-0.84408514
1442,-0.82226877
1443,-0.84541316
1444,-0.89702358
1445,-0.93829944
1446,-0.95890535
1447,-0.95632317
1448,-0.94416667
1449,-0.95401052
1450,-0.96120551
1451,-0.98570315
1452,-1.0155339
1453,-1.0215018
1454,-1.027604
1455,-1.031263
1456,-1.0110437
1457,-0.99653177
1458,-1.0053108
1459,-1.0247495
1460,-1.041086
1461,-1.0455284
1462,-1.0402712
1463,-1.02274
1464,-0.99541616
1465,-0.96538883
1466,-0.94188723
1467,-0.90690277
1468,-0.86480662
1469,-0.80965821
1470,-0.71577615
1471,-0.66484814
1472,-0.60487478
1473,-0.53243314
1474,-0.48357534
1475,-0.42462074
1476,-0.39651271
1477,-0.41006007
1478,-0.41013114
1479,-0.37462289
1480,-0.36526045
1481,-0.3354547
1482,-0.26767608
1483,-0.22047893
1484,-0.087451139
1485,0.045841542
1486,0.048068106
1487,0.11588485
1488,0.26274773
1489,0.34265828
1490,0.39618349
1491,0.46838189
1492,0.51847871
1493,0.55241877
1494,0.44085013
1495,0.47279968
1496,0.5977552
1497,0.60700791
1498,0.64271091
1499,0.75693772
1500,0.87283182
1501,0.84753951
1502,0.82982504
1503,0.81202036
1504,0.88092482
1505,0.89013342
1506,0.79245567
1507,0.7801909
1508,0.7215283
1509,0.67254442
1510,0.62908784
1511,0.71445061
1512,0.83314848
1513,0.78404624
1514,0.68988229
1515,0.60994172
1516,0.63182584
1517,0.62571285
1518,0.58245526
1519,0.64992277
1520,0.74696859
1521,0.77693402
1522,0.77737067
1523,0.73834303
1524,0.65349369
1525,0.62086877
1526,0.62291573
1527,0.60460174
1528,0.5431116
1529,0.50983934
1530,0.46769789
1531,0.36629285
1532,0.31899846
1533,0.33282983
1534,0.35439991
1535,0.35385486
1536,0.32030775
1537,0.29262256
1538,0.29374149
1539,0.29711355
1540,0.36156116
1541,0.46143306
1542,0.49296363
1543,0.49854525
1544,0.51530791
1545,0.54920306
1546,0.6128398
1547,0.70846608
1548,0.74353463
1549,0.70970311
1550,0.77011165
1551,0.82161939
1552,0.82093871
1553,0.87490548
1554,0.84359995
1555,0.78864616
1556,0.71644895
1557,0.64685213
1558,0.61479657
1559,0.54229874
1560,0.50287443
1561,0.46449454
1562,0.38449127
1563,0.3474823
1564,0.34445988
1565,0.31845912
1566,0.31314491
1567,0.32920245
1568,0.32132399
1569,0.30438665
1570,0.29307741
1571,0.36617555
1572,0.46978018
1573,0.50230933
1574,0.54717058
1575,0.63011563
1576,0.71891423
1577,0.77746751
1578,0.75164423
1579,0.70121304
1580,0.80765332
1581,0.94918154
1582,0.99774085
1583,0.99146367
1584,1.0224132
1585,1.0741093
1586,1.0683293
1587,1.053135
1588,1.0061067
1589,0.88681211
1590,0.85573068
1591,0.86060624
1592,0.8356483
1593,0.79001908
1594,0.73633473
1595,0.73237006
