Time,root.ECGFiveDays.d0.s0
268,-0.40424889
269,-0.38793135
270,-0.37569321
271,-0.40424889
272,1.9087855
273,0.36896482
274,0.34081075
275,0.32204137
276,0.35019544
277,0.35019544
278,0.37834952
279,0.33142605
280,0.37834952
281,0.27511791
282,0.35019544
283,0.29388728
284,0.38773421
285,0.31265667
286,0.35019544
287,0.31265667
288,0.30327198
289,0.24696383
290,0.23757914
291,0.20004037
292,0.20942506
293,0.26573321
294,0.23757914
295,0.25634853
296,0.18127099
297,0.18127099
298,0.22819444
299,0.19065568
300,0.18127099
301,0.17188629
302,0.17188629
303,0.13434752
304,0.1625016
305,0.11557815
306,0.059269992
307,0.059269992
308,0.35019544
309,0.31265667
310,0.41588829
311,0.031115917
312,-0.12842385
313,-0.16596262
314,-0.20350139
315,-0.2973483
316,-0.184732
317,-0.015807543
318,0.012346532
319,-0.090885078
320,-0.043961619
321,-0.025192235
322,0.021731224
323,-0.025192235
324,0.012346532
325,0.0029618401
326,0.021731224
327,0.69742904
328,0.47219643
329,-3.4036813
330,-6.1627807
331,-5.9657022
332,-4.2483036
333,-2.5684437
334,-1.554897
335,-0.74781351
336,-0.184732
337,-0.053346311
338,0.087424067
339,0.087424067
340,0.087424067
341,0.12496284
342,0.18127099
343,0.0498853
344,0.13434752
345,0.12496284
346,0.14373222
347,0.2845026
348,0.38773421
349,0.41588829
350,0.48158113
351,0.67865966
352,0.8569688
353,1.0446626
354,1.2135871
355,1.3637422
356,1.4669738
357,1.4575891
358,1.3731269
359,0.96958515
360,0.65050558
361,0.2845026
362,0.20004037
363,0.031115917
364,-0.053346311
365,0.0029618401
366,0.059269992
367,-0.072115694
368,-0.062731003
369,-0.081500386
370,-0.10026977
371,-0.13780854
372,-0.043961619
373,-0.034576927
374,0.12496284
375,0.068654684
376,0.068654684
377,0.021731224
378,0.11557815
379,0.031115917
380,0.0498853
381,-0.072115694
382,-0.034576927
383,-0.10026977
384,-0.006422851
385,-0.034576927
386,0.0498853
387,-0.12842385
388,0.021731224
389,-0.14719323
390,-0.034576927
391,-0.034576927
392,0.040500608
393,-0.043961619
394,-0.090885078
395,-0.062731003
396,-0.025192235
397,-0.10026977
398,-0.062731003
399,-0.081500386
400,0.021731224
401,0.15311691
402,0.14373222
403,0.33142605
404,0.0029618401
405,-0.2973483
406,-0.27857891
407,-0.35365645
408,-0.48046093
409,-0.47017723
410,-0.37762384
411,-0.42904238
412,-0.42904238
413,-0.4496098
414,-0.37762384
415,-0.31592159
416,-0.4496098
417,-0.31592159
418,-0.40847497
419,-0.33648901
420,-0.33648901
421,-0.26450305
422,-0.28507046
423,-0.28507046
424,-0.27478675
425,-0.26450305
426,-0.2130845
427,-0.2130845
428,-0.18223337
429,-0.13081483
430,-0.13081483
431,-0.038261447
432,-0.079396282
433,-0.079396282
434,-0.0999637
435,0.013157099
436,-0.007410319
437,0.033724517
438,0.044008226
439,0.054291934
440,0.1365616
441,0.28053353
442,0.28053353
443,0.31138465
444,0.1365616
445,0.023440808
446,-0.017694028
447,-0.089679991
448,-0.017694028
449,0.19826386
450,0.15712903
451,0.14684531
452,0.20854757
453,0.21883128
454,0.23939869
455,0.23939869
456,0.28053353
457,0.33195208
458,0.88727236
459,1.4014578
460,-2.6194724
461,-5.4680598
462,-5.9308267
463,-3.9357871
464,-2.4035145
465,-1.2928739
466,-0.45989351
467,0.15712903
468,0.32166837
469,0.45535659
470,0.49649142
471,0.51705883
472,0.54790996
473,0.55819368
474,0.54790996
475,0.68159818
476,0.61989592
477,0.60961222
478,0.71244931
479,0.74330043
480,0.80500269
481,0.90783978
482,1.0723791
483,1.2677696
484,1.4528764
485,1.6482668
486,1.8745084
487,1.9670618
488,1.9464944
489,1.7922387
490,1.46316
491,1.0620955
492,0.7021656
493,0.45535659
494,0.31138465
495,0.27024982
496,0.21883128
497,0.18798015
498,0.17769644
499,0.14684531
500,0.1365616
501,0.064575643
502,0.22911499
503,0.19826386
504,0.20854757
505,0.1365616
506,0.15712903
507,0.16741273
508,0.1365616
509,0.10571048
510,0.1365616
511,0.1262779
512,0.10571048
513,0.054291934
514,0.074859352
515,0.044008226
516,0.054291934
517,0.023440808
518,0.0028733899
519,0.0028733899
520,0.0028733899
521,-0.038261447
522,-0.048545156
523,-0.079396282
524,-0.058828865
525,-0.089679991
526,-0.0999637
527,-0.12053111
528,-0.12053111
529,-0.14109854
530,-0.11024741
531,-0.11024741
532,0.044008226
533,0.1262779
534,-0.11024741
535,-0.23365192
536,-0.33648901
537,-0.40847497
538,-0.58329802
539,-0.51131206
540,-0.38790755
541,-0.36734014
542,-0.37762384
543,-0.36734014
544,0.33530799
545,0.29815777
546,0.29815777
547,0.28887022
548,0.30744533
549,0.22385735
550,0.24243246
551,0.26100756
552,0.15884448
553,0.26100756
554,0.25172001
555,0.21456979
556,0.2331449
557,0.15884448
558,0.21456979
559,0.20528224
560,0.20528224
561,0.22385735
562,0.17741958
563,0.20528224
564,0.21456979
565,0.15884448
566,0.20528224
567,0.14026937
568,0.15884448
569,0.12169426
570,0.08454405
571,0.10311915
572,0.13098182
573,0.08454405
574,0.047393837
575,0.065968944
576,0.19599469
577,0.31673288
578,0.32602043
579,0.27958266
580,-0.10120702
581,-0.26838297
582,-0.26838297
583,-0.23123275
584,-0.15693233
585,-0.036194141
586,-0.073344354
587,-0.10120702
588,-0.10120702
589,-0.017619035
590,-0.017619035
591,-0.045481695
592,-0.026906588
593,0.00095607146
594,-0.0083314817
595,0.30744533
596,1.2733508
597,-1.9215674
598,-5.3765372
599,-6.0545286
600,-4.1412926
601,-2.553121
602,-1.4664773
603,-0.69561042
604,-0.15693233
605,0.028818731
606,0.14026937
607,0.14026937
608,0.17741958
609,0.16813202
610,0.22385735
611,0.21456979
612,0.21456979
613,0.25172001
614,0.32602043
615,0.26100756
616,0.40960841
617,0.38174575
618,0.54892171
619,0.52105905
620,0.66037234
621,0.74396033
622,0.93899894
623,1.1619002
624,1.3290762
625,1.644853
626,1.8677542
627,2.081368
628,2.2485439
629,2.1556684
630,1.9049044
631,1.4219517
632,0.89256117
633,0.49319639
634,0.20528224
635,0.05668139
636,-0.017619035
637,-0.10120702
638,-0.064056801
639,-0.10120702
640,-0.2033701
641,-0.10120702
642,-0.026906588
643,-0.09191946
644,-0.10120702
645,-0.054769248
646,-0.073344354
647,-0.064056801
648,-0.064056801
649,-0.11978212
650,-0.082631907
651,-0.19408255
652,-0.017619035
653,-0.15693233
654,-0.19408255
655,-0.15693233
656,-0.23123275
657,-0.16621988
658,-0.21265765
659,-0.22194521
660,-0.23123275
661,-0.28695808
662,-0.17550744
663,-0.23123275
664,-0.31482074
665,-0.28695808
666,-0.26838297
667,-0.28695808
668,-0.34268339
669,-0.25909541
670,-0.30553319
671,-0.37983361
672,-0.33339584
673,-0.35197095
674,-0.32410829
675,-0.31482074
676,-0.35197095
677,-0.32410829
678,-0.37983361
679,-0.40769627
680,0.24689064
681,0.24689064
682,0.27224717
683,0.25196194
684,0.20632018
685,0.19617756
686,0.24181933
687,0.19617756
688,0.18603495
689,0.12010795
690,0.10996534
691,0.10996534
692,0.14039318
693,0.089680105
694,0.049109646
695,0.094751413
696,0.12517926
697,0.049109646
698,0.094751413
699,0.084608798
700,0.018681801
701,0.013610494
702,0.054180953
703,0.0034678795
704,0.044038339
705,0.038967031
706,0.044038339
707,0.069394876
708,0.12517926
709,0.18603495
710,0.24181933
711,0.25196194
712,0.31281763
713,0.27731848
714,0.13025057
715,-0.0066747353
716,-0.062459116
717,-0.16388526
718,-0.12838611
719,-0.15881396
720,-0.19938442
721,-0.19938442
722,-0.16388526
723,-0.15881396
724,-0.17402788
725,-0.14360004
726,-0.16388526
727,0.11503665
728,1.6161436
729,3.8069485
730,1.9609925
731,-3.01396
732,-6.3914507
733,-5.4076171
734,-3.4145933
735,-1.791775
736,-0.76737084
737,-0.42252195
738,-0.25009749
739,-0.16388526
740,-0.082744347
741,-0.082744347
742,-0.042173887
743,0.0085391868
744,0.038967031
745,0.033895724
746,0.10996534
747,0.14039318
748,0.28746109
749,0.37367332
750,0.52581254
751,0.73373615
752,0.94165975
753,1.1647973
754,1.3524356
755,1.474147
756,1.5654305
757,1.5705019
758,1.4386479
759,1.1445121
760,0.85037621
761,0.59173954
762,0.33310286
763,0.21646279
764,0.10996534
765,0.049109646
766,-0.01681735
767,-0.026959965
768,-0.067530424
769,-0.011746043
770,-0.021888657
771,-0.026959965
772,0.018681801
773,0.0085391868
774,0.028824417
775,0.033895724
776,0.02375311
777,0.059252261
778,0.038967031
779,0.02375311
780,0.0034678795
781,-0.03710258
782,-0.011746043
783,-0.03710258
784,-0.067530424
785,-0.057387809
786,-0.047245195
787,-0.11317219
788,-0.10810088
789,-0.10810088
790,-0.13852873
791,-0.10810088
792,-0.12838611
793,-0.12838611
794,-0.13345742
795,-0.12838611
796,-0.10810088
797,-0.15881396
798,-0.13345742
799,-0.17909919
800,-0.17909919
801,-0.082744347
802,0.0085391868
803,0.059252261
804,0.084608798
805,0.12010795
806,0.20632018
807,-0.042173887
808,-0.17402788
809,-0.17402788
810,-0.30588187
811,-0.27038272
812,-0.3312384
813,-0.3312384
814,-0.32109579
815,-0.3261671
816,-0.53259342
817,-0.48285139
818,-0.49943206
819,-0.48285139
820,-0.45798036
821,-0.47456104
822,-0.43310934
823,-0.45798036
824,-0.424819
825,-0.44139967
826,-0.44139967
827,-0.424819
828,-0.424819
829,-0.424819
830,-0.424819
831,-0.44969002
832,-0.40823832
833,-0.43310934
834,-0.40823832
835,-0.49114172
836,-0.48285139
837,-0.39165764
838,-0.40823832
839,-0.424819
840,-0.40823832
841,-0.39994797
842,-0.37507695
843,-0.424819
844,-0.35020593
845,-0.40823832
846,-0.37507695
847,-0.39165764
848,-0.40823832
849,-0.22585083
850,-0.10978606
851,-0.084915037
852,-0.20927014
853,-0.424819
854,-0.59062581
855,-0.64865819
856,-0.68181956
857,-0.59062581
858,-0.39994797
859,-0.41652865
860,-0.35849627
861,-0.35849627
862,-0.35020593
863,-0.30875423
864,-0.29217355
865,-0.28388321
866,-0.2424315
867,-0.28388321
868,-0.14294741
869,0.77728039
870,-1.0051428
871,-3.9979558
872,-6.1285734
873,-4.4456342
874,-3.2601154
875,-2.0994678
876,-1.1212076
877,-0.49114172
878,-0.14294741
879,-0.084915037
880,-0.0020116264
881,0.022859395
882,0.097472461
883,0.13063382
884,0.11405314
885,0.18866621
886,0.13063382
887,0.18037587
888,0.28815029
889,0.34618268
890,0.42079575
891,0.52027983
892,0.60318324
893,0.79386108
894,0.96795822
895,1.1669264
896,1.3493139
897,1.4405076
898,1.6394758
899,1.6228951
900,1.3493139
901,1.0591519
902,0.78557073
903,0.53686052
904,0.37934404
905,0.35447301
906,0.33789234
907,0.329602
908,0.26327927
909,0.26327927
910,0.29644064
911,0.33789234
912,0.37934404
913,0.36276336
914,0.4539571
915,0.43737643
916,0.43737643
917,0.4539571
918,0.46224745
919,0.57831222
920,0.57002187
921,0.53686052
922,0.54515085
923,0.57831222
924,0.56173154
925,0.58660256
926,0.6363446
927,0.66121562
928,0.68608664
929,0.61976392
930,0.61147357
931,0.66950596
932,0.60318324
933,0.66121562
934,0.57831222
935,0.62805426
936,0.66950596
937,0.69437699
938,0.71095766
939,0.69437699
940,0.64463494
941,0.69437699
942,0.76899005
943,0.72753834
944,0.84360311
945,0.95137754
946,0.99282924
947,0.83531278
948,0.75240936
949,0.60318324
950,0.57831222
951,0.49540881
952,0.16230138
953,0.12308542
954,0.15109682
955,0.11748313
956,0.17350594
957,0.11188086
958,0.13428998
959,0.14549454
960,0.10067629
961,0.10067629
962,0.10067629
963,0.067062602
964,0.078267164
965,0.033448914
966,0.078267164
967,0.078267164
968,0.027846633
969,0.044653477
970,0.06146032
971,0.016642071
972,0.011039789
973,0.06146032
974,0.022244352
975,0.011039789
976,0.033448914
977,0.055858039
978,0.033448914
979,0.0054375081
980,-0.011369335
981,-0.050585303
982,-0.039380741
983,0.016642071
984,0.0054375081
985,-0.028176179
986,0.09507401
987,0.17350594
988,0.16230138
989,0.20711963
990,0.30796069
991,0.1566991
992,-0.022573898
993,-0.078596709
994,-0.19624461
995,-0.067392147
996,-0.25786971
997,-0.25226742
998,-0.22425602
999,-0.2018469
1000,-0.25226742
1001,-0.19064234
1002,-0.21305146
1003,-0.15142636
1004,-0.15142636
1005,0.016642071
1006,1.0978823
1007,3.1203058
1008,1.0530641
1009,-3.2494879
1010,-6.000208
1011,-4.9693882
1012,-2.9245555
1013,-1.3503145
1014,-0.54918833
1015,-0.27467656
1016,-0.17943777
1017,-0.11781268
1018,-0.044983022
1019,-0.016971616
1020,0.055858039
1021,0.089471725
1022,0.039051195
1023,0.072664883
1024,0.083869449
1025,0.20151735
1026,0.26314245
1027,0.31356297
1028,0.41440404
1029,0.50404053
1030,0.59367703
1031,0.79535915
1032,0.95222303
1033,1.2547463
1034,1.4844398
1035,1.7925652
1036,2.0110542
1037,2.2519523
1038,2.2631568
1039,2.1567135
1040,2.0334633
1041,1.5740762
1042,1.09228
1043,0.68331353
1044,0.31356297
1045,0.11748313
1046,-0.028176179
1047,-0.12901724
1048,-0.16823321
1049,-0.12341495
1050,-0.16263093
1051,-0.11781268
1052,-0.061789866
1053,-0.10660812
1054,-0.067392147
1055,-0.067392147
1056,-0.022573898
1057,-0.022573898
1058,-0.095403553
1059,-0.050585303
1060,-0.10660812
1061,-0.12341495
1062,-0.12901724
1063,-0.16823321
1064,-0.18504005
1065,-0.16823321
1066,-0.21865374
1067,-0.21865374
1068,-0.22425602
1069,-0.25786971
1070,-0.28588112
1071,-0.30829024
1072,-0.30829024
1073,-0.34190393
1074,-0.36991533
1075,-0.3475062
1076,-0.38111989
1077,-0.38111989
1078,-0.40352902
1079,-0.35310849
1080,-0.38672218
1081,-0.42033586
1082,-0.44274498
1083,-0.44834727
1084,-0.42593815
1085,-0.42593815
1086,-0.43154042
1087,-0.4091313
1088,0.2107134
1089,0.23165768
1090,0.23689375
1091,0.25260197
1092,0.2473659
1093,0.26307412
1094,0.22642161
1095,0.21594947
1096,0.20024126
1097,0.17929697
1098,0.15311661
1099,0.16882482
1100,0.12693624
1101,0.13740839
1102,0.1164641
1103,0.12693624
1104,0.095519813
1105,0.095519813
1106,0.1164641
1107,0.090283741
1108,0.095519813
1109,0.074575525
1110,0.069339453
1111,0.069339453
1112,0.090283741
1113,0.074575525
1114,0.058867309
1115,0.074575525
1116,0.064103381
1117,0.13740839
1118,0.22118555
1119,0.26307412
1120,0.3049627
1121,0.34685128
1122,0.39921199
1123,0.19500518
1124,0.053631238
1125,0.048395165
1126,-0.056326275
1127,-0.0039655554
1128,-0.108687
1129,-0.087742708
1130,-0.087742708
1131,-0.06679842
1132,-0.087742708
1133,-0.040618059
1134,-0.030145915
1135,-0.030145915
1136,-0.0092016274
1137,0.68195988
1138,2.6926116
1139,3.4989667
1140,-0.077270564
1141,-4.9520536
1142,-6.4757506
1143,-4.4598628
1144,-2.6848344
1145,-1.1611375
1146,-0.49615632
1147,-0.28671345
1148,-0.181992
1149,-0.108687
1150,-0.087742708
1151,-0.051090204
1152,0.016978733
1153,0.069339453
1154,0.095519813
1155,0.16882482
1156,0.20024126
1157,0.29449055
1158,0.37303163
1159,0.51440557
1160,0.66625166
1161,0.85475026
1162,1.0641932
1163,1.2631639
1164,1.420246
1165,1.5040232
1166,1.5197314
1167,1.4778429
1168,1.2841082
1169,1.0013602
1170,0.6976681
1171,0.45680879
1172,0.26831019
1173,0.15311661
1174,0.048395165
1175,0.0065065887
1176,-0.0092016274
1177,-0.030145915
1178,-0.051090204
1179,-0.051090204
1180,-0.061562348
1181,-0.014437699
1182,-0.040618059
1183,0.0065065887
1184,0.032686949
1185,0.048395165
1186,0.022214805
1187,0.011742661
1188,-0.040618059
1189,-0.014437699
1190,-0.056326275
1191,-0.0039655554
1192,-0.11392307
1193,-0.15057558
1194,-0.108687
1195,-0.087742708
1196,-0.12439521
1197,-0.12439521
1198,-0.19246414
1199,-0.16104772
1200,-0.17151986
1201,-0.21864451
1202,-0.21864451
1203,-0.20293629
1204,-0.20293629
1205,-0.22388058
1206,-0.28671345
1207,-0.24482487
1208,-0.25006094
1209,-0.30242167
1210,-0.29718559
1211,-0.30242167
1212,-0.2395888
1213,-0.10345092
1214,-0.10345092
1215,-0.077270564
1216,-0.040618059
1217,0.032686949
1218,-0.19246414
1219,-0.2395888
1220,-0.31812987
1221,-0.42808739
1222,-0.40190703
1223,-0.44379561
1224,0.23384841
1225,0.23384841
1226,0.18935571
1227,0.27834111
1228,0.21605133
1229,0.23384841
1230,0.19825425
1231,0.22494987
1232,0.20715279
1233,0.17155862
1234,0.19825425
1235,0.22494987
1236,0.18045717
1237,0.15376155
1238,0.144863
1239,0.12706593
1240,0.17155862
1241,0.144863
1242,0.16266009
1243,0.16266009
1244,0.17155862
1245,0.144863
1246,0.10926884
1247,0.13596446
1248,0.15376155
1249,0.11816738
1250,0.16266009
1251,0.073674682
1252,0.12706593
1253,0.073674682
1254,0.073674682
1255,0.046979061
1256,0.03808052
1257,0.2961382
1258,0.33173236
1259,0.34952944
1260,0.13596446
1261,-0.086499046
1262,-0.2733684
1263,-0.24667277
1264,-0.068701965
1265,-0.068701965
1266,-0.024209263
1267,-0.059803425
1268,-0.068701965
1269,-0.0064121823
1270,-0.024209263
1271,-0.059803425
1272,0.011384899
1273,0.03808052
1274,0.020283439
1275,0.020283439
1276,0.37622506
1277,1.2126879
1278,-2.4090181
1279,-5.3811307
1280,-5.8527533
1281,-4.251016
1282,-2.2043517
1283,-1.2967006
1284,-0.57591877
1285,-0.068701965
1286,0.064776142
1287,0.15376155
1288,0.11816738
1289,0.26054403
1290,0.22494987
1291,0.27834111
1292,0.23384841
1293,0.33173236
1294,0.32283382
1295,0.26944257
1296,0.39402213
1297,0.4296163
1298,0.42071776
1299,0.46521046
1300,0.58979003
1301,0.73216668
1302,0.85674624
1303,1.0258185
1304,1.2215864
1305,1.461847
1306,1.7377017
1307,1.9423682
1308,2.1915273
1309,2.1915273
1310,2.2449185
1311,1.8444842
1312,1.346166
1313,0.803355
1314,0.39402213
1315,0.12706593
1316,0.011384899
1317,-0.10429613
1318,-0.11319467
1319,-0.068701965
1320,-0.11319467
1321,-0.13099175
1322,-0.024209263
1323,-0.059803425
1324,-0.14878883
1325,-0.086499046
1326,-0.068701965
1327,-0.024209263
1328,-0.033107804
1329,-0.050904885
1330,-0.1220932
1331,-0.15768737
1332,-0.1220932
1333,-0.13989029
1334,-0.17548446
1335,-0.18438299
1336,-0.21997715
1337,-0.21997715
1338,-0.30006402
1339,-0.2288757
1340,-0.23777423
1341,-0.3178611
1342,-0.2733684
1343,-0.32675964
1344,-0.30006402
1345,-0.3623538
1346,-0.28226694
1347,-0.30006402
1348,-0.3178611
1349,-0.37125234
1350,-0.38904942
1351,-0.38904942
1352,-0.30896256
1353,-0.32675964
1354,-0.34455672
1355,-0.37125234
1356,-0.42464359
1357,-0.37125234
1358,-0.34455672
1359,-0.48693337
1360,-0.040021891
1361,0.0071591555
1362,0.0028699691
1363,-0.018575961
1364,-0.05288945
1365,-0.022865147
1366,-0.057178635
1367,-0.10864887
1368,-0.065757008
1369,-0.082913752
1370,-0.10864887
1371,-0.10435968
1372,-0.12580561
1373,-0.12151642
1374,-0.078624566
1375,-0.13438398
1376,-0.12151642
1377,-0.13867317
1378,-0.15582992
1379,-0.14296236
1380,-0.16440829
1381,-0.15582992
1382,-0.17298666
1383,-0.16869748
1384,-0.18585422
1385,-0.17727585
1386,-0.18585422
1387,-0.17727585
1388,-0.20730015
1389,-0.18156503
1390,-0.19872178
1391,-0.20730015
1392,-0.10435968
1393,-0.09578131
1394,-0.03144352
1395,-0.040021891
1396,-0.065757008
1397,-0.21587852
1398,-0.24590283
1399,-0.25877038
1400,-0.31024061
1401,-0.26734876
1402,-0.29308387
1403,-0.28879468
1404,-0.30595143
1405,-0.3145298
1406,-0.30595143
1407,-0.26734876
1408,-0.3145298
1409,-0.26734876
1410,-0.2845055
1411,-0.16869748
1412,1.1995529
1413,0.59477765
1414,-2.0173366
1415,-3.7844813
1416,-4.7838617
1417,-3.3941654
1418,-1.8757935
1419,-0.83352132
1420,-0.37457841
1421,-0.20301096
1422,-0.13438398
1423,-0.070046194
1424,-0.044311078
1425,0.0028699691
1426,0.020026714
1427,0.062918574
1428,0.09723206
1429,0.14012392
1430,0.16585904
1431,0.27308869
1432,0.33313729
1433,0.40176427
1434,0.52615068
1435,0.66340463
1436,0.8263937
1437,1.0665881
1438,1.3325177
1439,1.6970985
1440,2.0616792
1441,2.4562844
1442,2.7865518
1443,3.1511326
1444,3.2969649
1445,3.1682893
1446,2.769395
1447,2.1817765
1448,1.4826392
1449,0.86499637
1450,0.43178858
1451,0.15299149
1452,0.037183459
1453,-0.057178635
1454,-0.082913752
1455,-0.1000705
1456,-0.11722724
1457,-0.10864887
1458,-0.091492125
1459,-0.065757008
1460,-0.10864887
1461,-0.0057084026
1462,-0.022865147
1463,-0.027154333
1464,-0.044311078
1465,-0.070046194
1466,-0.07433538
1467,-0.1000705
1468,-0.1300948
1469,-0.1300948
1470,-0.13438398
1471,-0.17298666
1472,-0.17298666
1473,-0.1901434
1474,-0.20301096
1475,-0.21587852
1476,-0.25019201
1477,-0.28021631
1478,-0.27163794
1479,-0.26734876
1480,-0.25877038
1481,-0.30166224
1482,-0.23303526
1483,-0.31024061
1484,-0.27592713
1485,-0.29308387
1486,-0.34026492
1487,-0.31881898
1488,-0.33168655
1489,-0.33168655
1490,-0.30595143
1491,-0.31024061
1492,-0.32739735
1493,-0.31881898
1494,-0.32739735
1495,-0.34884329
1496,0.13000417
1497,0.12570443
1498,0.10850543
1499,0.12570443
1500,0.065507942
1501,0.065507942
1502,0.056908445
1503,0.056908445
1504,0.056908445
1505,0.031109951
1506,0.065507942
1507,0.013910954
1508,-0.084983273
1509,0.056908445
1510,0.031109951
1511,0.0354097
1512,-0.024786786
1513,-0.016187288
1514,0.022510452
1515,-0.0075877906
1516,-0.0032880416
1517,-0.0032880416
1518,-0.033386285
1519,-0.037686034
1520,-0.0075877906
1521,-0.041985782
1522,-0.063484528
1523,-0.076383774
1524,-0.072084025
1525,-0.020487037
1526,-0.029086536
1527,0.069807691
1528,0.052608695
1529,0.095606185
1530,0.15580267
1531,-0.020487037
1532,-0.10648201
1533,-0.17097826
1534,-0.22257524
1535,-0.192477
1536,-0.23117474
1537,-0.26127298
1538,-0.25697323
1539,-0.28277173
1540,-0.26127298
1541,-0.23547449
1542,-0.23547449
1543,-0.27847198
1544,-0.23547449
1545,0.056908445
1546,1.4887248
1547,1.4371279
1548,-1.3534092
1549,-4.4664275
1550,-5.3306771
1551,-3.7397699
1552,-1.9424748
1553,-0.85033859
1554,-0.39886495
1555,-0.23547449
1556,-0.14517976
1557,-0.076383774
1558,-0.05058528
1559,0.013910954
1560,0.039709448
1561,0.061208194
1562,0.087006688
1563,0.13430393
1564,0.14290342
1565,0.2460974
1566,0.30199414
1567,0.37938962
1568,0.46968435
1569,0.57717807
1570,0.77496653
1571,0.97705473
