Time,root.CBF.d0.s0
145,1.1007268
146,1.1898043
147,0.37514764
148,0.94718837
149,0.8037129
150,1.1572852
151,0.88679201
152,1.0371525
153,0.81501468
154,0.79083989
155,0.54121132
156,0.85833113
157,0.6733739
158,0.44458719
159,-0.12183138
160,0.91967102
161,0.89427478
162,0.80638547
163,0.5112767
164,1.3442117
165,0.52779297
166,0.87990115
167,0.46565962
168,1.2067151
169,1.1078581
170,0.45690166
171,1.1775873
172,1.0002784
173,0.47618669
174,0.054943551
175,0.44948949
176,1.3881744
177,0.96731215
178,0.935913
179,0.83772833
180,0.91058116
181,1.3660553
182,1.0687999
183,0.75227263
184,0.57201394
185,1.0940482
186,0.64761495
187,0.52963184
188,0.49755932
189,0.52642423
190,1.1162464
191,0.66113631
192,1.2357508
193,0.31843227
194,0.83835116
195,0.74050564
196,0.020784929
197,1.0730881
198,0.58364943
199,0.52286438
200,0.76806246
201,0.027951249
202,0.53486554
203,1.1600764
204,0.67329933
205,0.51511586
206,0.73101048
207,0.5570519
208,0.67391781
209,0.73782329
210,0.75758656
211,0.61341014
212,0.84436953
213,0.23092281
214,0.81072267
215,0.46563657
216,1.0585618
217,1.0508045
218,0.26099808
219,0.52559198
220,0.74542894
221,1.2730537
222,-1.4380408
223,-1.0470122
224,-1.2866546
225,-1.4821578
226,-1.5307109
227,-0.78511009
228,-0.9609462
229,-1.1873674
230,-1.2784164
231,-1.6042832
232,-1.0709812
233,-1.6754713
234,-1.3659584
235,-0.75949943
236,-1.2358024
237,-0.92424488
238,-0.42304976
239,-0.79458906
240,-0.56249325
241,-1.149179
242,-1.5818938
243,-1.776748
244,-1.0813674
245,-1.7331049
246,-1.0625534
247,-1.5686762
248,-1.3640403
249,-1.1551774
250,-0.99586114
251,-1.1637529
252,-0.91652327
253,-0.58209806
254,-1.2590094
255,-1.3925241
256,-0.46469596
257,-0.56773891
258,-0.032022764
259,-0.63504562
260,-0.60282554
261,-0.26685628
262,-0.26706128
263,-0.9310423
264,-0.44938186
265,-0.721342
266,-0.39727192
267,-0.96212589
268,-1.4206669
269,-0.78343411
270,-0.46238569
271,-1.1762238
272,-0.50163816
273,-0.584869
274,-0.57916338
275,-0.92129812
276,-0.71637765
277,-0.54778741
278,-0.99084424
279,-0.1464663
280,-0.72003478
281,1.158976
282,0.67671541
283,1.4286689
284,1.4453657
285,1.3205576
286,1.4358162
287,1.6939661
288,1.4803887
289,1.4028043
290,1.8014574
291,1.5814726
292,1.5377314
293,1.3303783
294,1.0161996
295,1.4841267
296,1.5328158
297,1.0457726
298,1.4242055
299,1.0835608
300,1.5208966
301,1.2577513
302,1.749913
303,1.2473777
304,1.0419142
305,0.94787535
306,1.0744766
307,0.9034059
308,1.5118825
309,1.3927594
310,1.3001539
311,0.83813719
312,1.2572091
313,1.2913822
314,0.93309089
315,1.1321494
316,1.298867
317,1.0872863
318,0.88443021
319,1.7116547
320,1.8816051
321,2.0142497
322,1.3582739
323,1.7428998
324,-0.19463403
325,-0.69161289
326,-0.78410605
327,-1.0456777
328,-0.91260367
329,-0.63809814
330,-0.51336585
331,-0.71901813
332,-0.62510201
333,-1.0947156
334,-0.40827834
335,-0.84970078
336,-0.34610102
337,-0.5330766
338,-0.29911195
339,-0.95372887
340,-1.016798
341,-0.6437622
342,-0.18258826
343,-0.59371171
344,-0.95491166
345,-0.83566602
346,-0.068534801
347,-0.99655287
348,-0.57530227
349,-0.87850965
350,-0.57300108
351,-1.3124475
352,-0.76434711
353,-1.298105
354,-0.66551315
355,-1.1346855
356,-0.75601977
357,-0.2016297
358,-0.52347124
359,-0.54736059
360,-0.64955961
361,-0.50296123
362,-1.0486008
363,-0.42731485
364,-0.52852383
365,-0.37242231
366,-0.53581141
367,-1.0670652
368,-0.27533836
369,-1.2613407
370,-0.64488319
371,-0.64730097
372,-0.61908114
373,-1.5555533
374,-0.28672132
375,-0.63715759
376,-0.15526015
377,-0.68812931
378,-0.88560876
379,-0.76623926
380,-0.86531525
381,-0.2844857
382,-0.68788913
383,-0.88760835
384,-0.18718975
385,-0.62080772
386,-0.8156607
387,-0.52139796
388,-0.7904229
389,-0.96751744
390,-1.4870063
391,-0.27788714
392,-0.83507474
393,0.050591042
394,-0.81116835
395,-1.2260083
396,-0.66836044
397,-0.7766806
398,0.064061697
399,-1.2536498
400,-0.78899054
401,-0.93422178
402,-1.093595
403,-0.60790424
404,-0.70272797
405,0.018322662
406,2.9755749
407,2.6772836
408,2.3958002
409,1.4215092
410,1.977175
411,2.5777637
412,1.7979973
413,2.0809778
414,2.4283404
415,2.0555506
416,1.8967239
417,1.5432423
418,1.4445971
419,1.8116056
420,1.9956928
421,1.2824535
422,1.1622186
423,0.63753639
424,1.1706085
425,1.9631356
426,0.77109913
427,1.3564084
428,1.0688878
429,0.96622252
430,0.63150802
431,1.3243248
432,0.57754829
433,0.61924619
434,0.70973118
435,0.71686112
436,0.064235197
437,0.7860755
438,0.4293552
439,-0.12929447
440,0.26692621
441,-0.22292191
442,-0.52256375
443,-0.1557771
444,-0.98339485
445,-0.17329176
446,-0.1129916
447,0.068609936
448,0.062064246
449,-0.98737725
450,-0.15782312
451,-0.87530832
452,-0.66774572
453,-0.75006786
454,-0.64379824
455,-0.22634059
456,-1.0331616
457,-1.097429
458,-0.079633469
459,-0.69675432
460,-0.12881874
461,-0.38258671
462,-0.62352101
463,0.082143312
464,-0.60174991
465,-0.80802295
466,-0.68654657
467,-0.75632934
468,0.25401883
469,0.16849676
470,-0.89879383
471,0.31496567
472,-0.64039093
473,0.054908869
474,-1.0610227
475,-0.11451285
476,-0.42844578
477,-0.22686661
478,-0.54112199
479,-0.53973069
480,-0.14083218
481,-1.0528451
482,-0.031281577
483,-0.29194234
484,-0.33121468
485,-0.84529663
486,-0.32301285
487,-1.7707148
488,-0.35247098
489,-0.80546958
490,-1.1035997
491,0.0432535
492,-0.14961907
493,-0.11649553
494,-0.30163771
495,0.68454403
496,-0.86974124
497,-0.23256939
498,-0.099145246
499,-0.62664079
500,-0.67594493
501,-0.13114944
502,-0.90861539
503,-0.72628649
504,0.18377755
505,-0.73744409
506,-1.1139967
507,-0.39398661
508,-0.5878895
509,-0.60823187
510,-0.63646459
511,-0.34902865
512,-1.1360166
513,-1.3191953
514,-1.8446238
515,-0.78869178
516,-0.2517154
517,-1.4876032
518,-0.66876407
519,-0.34036037
520,-1.0463815
521,-0.31221353
522,-1.0314417
523,-1.200578
524,-0.65047603
525,-1.6195842
526,-0.41275132
527,-1.0506705
528,-1.1751243
529,-0.42783798
530,-1.2002837
531,-0.58726538
532,-1.1734667
533,-0.31876559
534,-1.7099666
535,-1.6916216
536,-1.0547829
537,-1.3315449
538,-0.68978191
539,-0.74499051
540,-0.98390993
541,-1.191218
542,-0.54900341
543,0.58491821
544,-0.59228439
545,-0.7627931
546,-0.28296076
547,-0.43538394
548,0.12619921
549,-0.32895937
550,-1.4540955
551,-0.52808624
552,-0.090953766
553,0.079060275
554,-1.1441439
555,-1.0339176
556,-0.45585968
557,-0.53545457
558,-0.1334809
559,-0.23433913
560,0.05169767
561,0.70200814
562,0.23651687
563,0.45185518
564,-0.72237534
565,-1.2432526
566,0.46189042
567,0.53188484
568,0.36115854
569,0.035405192
570,0.31540263
571,0.53942624
572,0.18157946
573,-0.38117853
574,-0.038683201
575,0.58428663
576,-0.32397229
577,0.028542624
578,-0.11024854
579,-0.090853585
580,0.34444066
581,0.29367315
582,0.76985943
583,0.46189843
584,0.25674241
585,1.1647008
586,0.61771557
587,-0.2402001
588,0.67361208
589,0.20979055
590,0.75110981
591,1.0555208
592,-0.019858418
593,0.41397862
594,0.95529261
595,0.30307209
596,0.22678269
597,1.2696688
598,1.0237819
599,0.61068148
600,0.62766564
601,0.80483652
602,1.2576258
603,0.27824332
604,1.0116593
605,0.9481706
606,1.3131494
607,1.0568914
608,0.86802673
609,0.67285114
610,1.1699006
611,2.1533316
612,1.7303024
613,1.7757813
614,1.3131522
615,1.7217679
616,1.3942813
617,1.6833179
618,1.6204521
619,1.0843436
620,1.2366574
621,1.5008807
622,1.2621757
623,1.4077033
624,1.0258798
625,1.9108007
626,1.5197333
627,1.5488365
628,1.8204821
629,-1.5965186
630,-1.182911
631,-1.0735136
632,-1.6113624
633,-1.0643404
634,-0.97073635
635,-0.82728087
636,-0.95353773
637,-1.2701854
638,-1.7427579
639,-0.92594391
640,-0.56870868
641,-0.88811805
642,-0.047976584
643,-0.038036109
644,-0.48306827
645,-1.0946887
646,-0.95345287
647,-0.030006881
648,-0.79545456
649,-0.51445458
650,-0.71876142
651,-0.51627228
652,-1.0740292
653,-0.43143528
654,-0.70491401
655,0.081199243
656,-0.18071334
657,-0.41380542
658,-1.2541398
659,0.62861272
660,0.10925689
661,-0.40352451
662,0.29848983
663,-1.0170097
664,0.1060293
665,-0.32393784
666,-0.88263273
667,-0.078209774
668,-0.47673375
669,0.30925792
670,-0.68720484
671,-0.047918279
672,0.043894441
673,-0.24588905
674,1.4838271
675,0.47106999
676,-0.22834216
677,0.62188246
678,0.85074754
679,0.44598501
680,0.67410028
681,0.4381375
682,1.3025001
683,1.5158618
684,1.0840099
685,0.5290753
686,1.0051872
687,1.2504343
688,1.8793513
689,1.2464359
690,0.97652281
691,1.0508488
692,1.7077134
693,0.77998733
694,0.808501
695,1.9589051
696,2.5223094
697,1.6504349
698,1.9575071
699,1.9149208
700,1.9881925
701,2.3885283
702,2.6563402
703,3.2445649
704,2.5338502
705,2.2126811
706,-0.50017997
707,0.13632626
708,-0.1441732
709,0.10614366
710,-0.086865892
711,-1.2128345
712,0.052023116
713,0.28845924
714,-1.779425
715,-0.51452533
716,-0.61662303
717,-1.0129302
718,0.12700365
719,-0.9401846
720,-0.57215784
721,-0.4926672
722,-1.154128
723,-0.5546875
724,-1.4167936
725,-0.72366355
726,-0.4996501
727,-0.15871588
728,-0.021429563
729,-0.11397757
730,-1.606342
731,-0.43054809
732,-0.054970458
733,-1.4477832
734,0.040901319
735,-1.2090535
736,-0.66597733
737,0.17587064
738,-1.07419
739,-1.1357511
740,-0.85132687
741,-0.47887339
742,-1.2767027
743,0.019725047
744,-0.369314
745,-0.82186455
746,-0.80150441
747,-0.17233083
748,-0.60426942
749,-0.44592446
750,-0.44231209
751,0.0055312883
752,-0.96598956
753,-0.078308797
754,-0.53922905
755,-0.60782592
756,0.029041713
757,0.043836515
758,-0.99073975
759,0.51837462
760,-0.22856277
761,-0.56528868
762,-0.64299796
763,-1.1094278
764,-0.10109322
765,-0.23394901
766,-0.61982693
767,-0.083061887
768,-0.96583857
769,-1.6445832
770,-1.8059354
771,-1.4996576
772,-0.92008793
773,-1.1157058
774,-0.65019532
775,-0.91876634
776,-1.234708
777,-0.765662
778,-1.2495334
779,-1.7374618
780,-1.5279887
781,-0.079232916
782,-1.7740892
783,-1.4501069
784,-0.9725906
785,-1.1061039
786,-0.58549992
787,0.65617666
788,0.94089133
789,0.12330073
790,0.94435084
791,0.96544329
792,0.65410243
793,1.1691103
794,1.2845549
795,0.34596186
796,0.73807776
797,0.27179429
798,0.72811836
799,0.79492296
800,1.0091565
801,0.7691433
802,1.1298219
803,1.3305917
804,0.82651334
805,0.37205588
806,0.98891143
807,0.87252551
808,0.73939406
809,0.60514628
810,0.99366561
811,0.93322375
812,1.4217209
813,1.3159995
814,1.2065395
815,1.1228118
816,0.7358093
817,0.51280187
818,0.85147774
819,0.51404509
820,0.20156864
821,1.6538373
822,1.036961
823,1.1578274
824,0.70534037
825,0.98197564
826,0.6789268
827,0.59665527
828,1.3834939
829,1.0100946
830,0.64604429
831,0.69310586
832,0.4970414
833,0.72706147
834,0.61521183
835,1.4007762
836,0.86912179
837,0.63835202
838,0.86642328
839,0.6384956
840,0.70404453
841,1.1363315
842,1.2837752
843,0.3864867
844,0.71874969
845,0.71997736
846,0.37895821
847,0.49499763
848,0.7687245
849,1.1050209
850,0.69508478
851,1.2433819
852,0.60760536
853,0.90821337
854,0.70483591
855,1.2331982
856,0.88166856
857,0.79020946
858,-1.3857184
859,-1.1628863
860,-1.6174729
861,-0.83018522
862,-0.75270226
863,-1.3356085
864,-0.56848558
865,-1.0947592
866,-0.81530256
867,-0.83135334
868,-0.76034898
869,-1.4364913
870,-0.79126424
871,-0.89178136
872,-1.7557683
873,-0.98050679
874,-1.3844787
875,-0.91328611
876,-1.321919
877,-0.98416647
878,-0.84501669
879,-0.37496782
880,-0.50818539
881,-0.89320976
882,-1.2363849
883,-0.83926403
884,-0.74595696
885,-0.77100499
886,-1.0725346
887,-1.0630339
888,-1.3165634
889,-0.7357389
890,-1.0521517
891,-0.96046486
892,-1.1335659
893,-0.61034365
894,-1.1652195
895,-0.68589892
896,-0.26430177
897,-0.29092547
898,-0.59856716
899,-0.51886312
900,-0.48859389
901,-0.40709142
902,-1.0714885
903,-1.0957057
904,-0.58450283
905,-1.0579088
906,-1.2733656
907,-0.54356665
908,-0.71343161
909,-0.70303256
910,-0.74443222
911,1.9816132
912,1.6268814
913,1.8749989
914,2.4378736
915,1.4256901
916,1.6729608
917,1.6064739
918,1.9180064
919,1.6707558
920,2.5869829
921,2.8834608
922,1.6354691
923,0.87473842
924,1.921256
925,1.0056443
926,1.594676
927,1.7274531
928,1.5024944
929,1.9561263
930,1.0552201
931,1.0246788
932,0.65256714
933,0.59614373
934,1.6412489
935,0.45529184
936,1.6680644
937,1.4892405
938,0.5727659
939,1.0415091
940,0.50031883
941,0.33889612
942,0.52844496
943,-0.61851504
944,0.14136337
945,0.96112478
946,0.4253932
947,0.24802186
948,0.92684596
949,-0.070188438
950,0.36451597
951,-0.47655087
952,0.62904738
953,0.90695739
954,-0.096148713
955,-0.77196287
956,-0.048605278
957,-0.34020231
958,-0.46102363
959,-0.77281108
960,-0.24257945
961,0.15549482
962,-0.25178655
963,-0.30365765
964,0.43418061
965,-0.69933904
966,-0.61802117
967,0.37750898
968,-1.3355021
969,-0.3697338
970,-0.5588992
971,-0.21277602
972,-0.91734999
973,-0.8208569
974,-0.55675262
975,0.23776249
976,-0.25729069
977,-0.7700356
978,-0.12469113
979,-0.27058094
980,-0.73298115
981,-2.2955199
982,-0.52340239
983,-0.54268575
984,-0.72565473
985,-0.27888823
986,-0.58308652
987,-0.92216736
988,-0.65728573
989,-0.49785969
990,-0.53204225
991,-0.33290734
992,-1.346463
993,-0.25208281
994,-0.001863708
995,-1.1735002
996,-0.084336973
997,-0.17855893
998,-0.26426014
999,-0.55089842
1000,-0.83157774
1001,-0.38986338
1002,-0.91872075
1003,-0.6140899
1004,-0.36568329
1005,-1.3958669
1006,-1.3833928
1007,-0.22620111
1008,0.19321364
1009,-0.49249554
1010,-1.1573979
1011,-0.77052701
1012,-0.8282208
1013,-0.83609388
1014,-1.1660852
1015,-0.19188009
1016,-0.12291072
1017,-0.70074636
1018,-0.58787039
1019,-0.76991747
1020,0.19209267
1021,-1.4431544
1022,-1.0394812
1023,-0.63120869
1024,-0.80371556
1025,-0.048160532
1026,-1.2992782
1027,-1.0722798
1028,-1.004018
1029,-0.51145233
1030,-1.1732155
1031,-0.42206193
1032,-0.77931962
1033,-1.0305855
1034,-0.93986722
1035,-0.31624486
1036,-1.0157915
1037,-0.83954942
1038,-0.88175329
1039,-0.52385893
1040,-1.4943161
1041,-0.97704229
1042,-1.1854062
1043,-0.53754605
1044,-0.90970421
1045,-0.99280885
1046,-0.14404907
1047,-0.41761158
1048,-0.92892552
1049,-0.98542965
1050,-0.74808792
1051,-1.1212723
1052,-0.59163954
1053,-0.57610482
1054,-0.34304568
1055,-0.19215621
1056,-0.63897524
1057,0.05817203
1058,0.39465613
1059,0.14286705
1060,-0.7212354
1061,-0.47093988
1062,-0.50914576
1063,0.62108359
1064,0.31205825
1065,-0.64008943
1066,0.12299694
1067,-0.37004147
1068,0.22541113
1069,-0.33374307
1070,-0.23195265
1071,0.192395
1072,0.83494802
1073,0.80722088
1074,0.41289603
1075,0.53196335
1076,0.066785425
1077,0.47771411
1078,0.84441627
1079,-0.11677841
1080,1.6858442
1081,-0.092232764
1082,1.4620247
1083,0.58319725
1084,0.76024985
1085,0.89615231
1086,1.0448882
1087,1.5225677
1088,0.13318418
1089,0.85029089
1090,1.1278408
1091,0.57158159
1092,1.2333739
1093,0.93537058
1094,0.10485428
1095,1.6569312
1096,1.4805752
1097,1.217933
1098,1.6881445
1099,1.3160911
1100,1.1768394
1101,0.75154982
1102,1.6960512
1103,1.2029986
1104,2.2688814
1105,1.5618377
1106,1.1802266
1107,1.507661
1108,1.574161
1109,2.2195771
1110,1.9527089
1111,1.5847928
1112,1.400484
1113,2.4219723
1114,1.9790782
1115,1.5745662
1116,1.8392649
1117,-0.39215454
1118,-0.62550815
1119,-1.3916833
1120,-0.60842231
1121,-0.76520138
1122,-0.92756696
1123,-1.0459406
1124,-0.89982213
1125,0.0079994621
1126,-1.0655061
1127,-0.25011661
1128,-0.55861856
1129,-0.65189897
1130,0.028629425
1131,-0.8123752
1132,-0.79399811
1133,-1.0074848
1134,-0.72315972
1135,-0.62681193
1136,-0.48690741
1137,-0.27488328
1138,-0.76919638
1139,-0.9236149
1140,-1.1266212
1141,-0.054434835
1142,-1.8488276
1143,-0.54943211
1144,-0.96826931
1145,-0.35398297
1146,-0.59589164
1147,-0.60619449
1148,-0.86444414
1149,-0.70619191
1150,-1.3886558
1151,-0.65071018
1152,-1.1864222
1153,-0.89319697
1154,-0.97773692
1155,-0.63410927
1156,-1.3848198
1157,-1.2719261
1158,-1.2121711
1159,-1.4527917
1160,-0.93441701
1161,-1.1184247
1162,-1.2555297
1163,-0.55306942
1164,-0.84833881
1165,-0.59113391
1166,-0.95791379
1167,-1.1294229
1168,-0.9333856
1169,-0.58903566
1170,-0.58371528
1171,-1.1014271
1172,0.95476609
1173,0.4677592
1174,0.70443666
1175,0.57508016
1176,0.7102151
1177,0.91155929
1178,1.2105112
1179,0.36599212
1180,0.90830843
1181,0.87728523
1182,1.1673055
1183,0.63502291
1184,0.69802271
1185,1.0381243
1186,1.241403
1187,1.1632207
1188,1.5124796
1189,0.81784859
1190,0.66386613
1191,1.7044564
1192,0.75935581
1193,0.7499706
1194,0.83270427
1195,1.2227109
1196,0.90232881
1197,1.1781278
1198,0.54886681
1199,0.56644203
1200,0.76870242
1201,1.0623493
1202,0.18623487
1203,-0.11948312
1204,0.95585314
1205,0.51158409
1206,1.462712
1207,1.1588606
1208,0.75850279
1209,0.45966952
1210,0.98474029
1211,0.80175065
1212,1.7173295
1213,0.9307224
1214,1.0411007
1215,1.4962874
1216,1.2666155
1217,0.73145943
1218,1.0237892
1219,0.93556412
1220,0.39382371
1221,1.1901373
1222,0.85285641
1223,0.89362806
1224,0.35903731
1225,0.35618625
1226,0.86502129
1227,0.74456223
1228,1.5008393
1229,1.4479109
1230,0.49838391
1231,0.43684546
1232,0.93109738
1233,0.90552032
1234,0.55607449
1235,0.9899975
1236,0.8946919
1237,1.5009818
1238,0.7706914
1239,0.75863546
1240,-1.1436141
1241,-1.0805613
1242,-0.95205716
1243,-1.2515097
1244,-0.91261756
1245,-1.0911168
1246,-0.82779204
1247,-1.0440469
1248,-0.65014
1249,-1.0914775
1250,-0.31658968
1251,-0.431276
1252,-0.77623122
1253,-1.2922831
1254,-1.4572163
1255,-1.0416015
1256,-1.1288245
1257,-0.77138566
1258,-0.91691058
1259,-0.61768064
1260,-0.33805487
1261,-0.79184475
1262,-1.0550173
1263,-1.5572912
1264,-1.3470454
1265,-1.4064534
1266,-1.2348963
1267,-1.1200534
1268,-0.72825908
1269,-1.1416243
1270,-0.85689341
1271,-1.217625
1272,-0.82365374
1273,-1.2804516
1274,-1.589396
1275,-0.99829383
1276,-0.81079982
1277,-0.98159057
1278,-1.2784443
1279,-1.1078289
1280,-0.65330839
1281,-1.2951848
1282,-0.45738382
1283,-1.0920364
1284,-1.6823461
1285,-0.46181073
1286,-0.099362417
1287,-0.83480913
1288,-0.63588089
1289,-1.0005826
1290,-0.70228705
1291,-1.2797759
1292,-0.44286476
1293,-0.3440623
1294,-0.2339989
1295,0.1510754
1296,-1.1041234
1297,-0.39498416
1298,-0.43615021
1299,-0.34559941
1300,-0.28136512
1301,-1.5286384
1302,-0.32386013
1303,-0.049352715
1304,-0.37726411
1305,-0.7631592
1306,-1.0340353
1307,-0.33223679
1308,-0.28020547
1309,-0.13788494
1310,0.2461653
1311,0.42816063
1312,-0.089478177
1313,0.4907572
1314,0.6713313
1315,0.41295809
1316,0.37913856
1317,0.27176294
1318,0.30765932
1319,0.11743034
1320,0.55011384
1321,0.61144087
1322,0.16105665
1323,0.18432944
1324,0.42309098
1325,0.36570259
1326,-0.11906285
1327,0.85993058
1328,1.082336
1329,1.4303317
1330,0.76717693
1331,0.58821726
1332,1.209132
1333,1.7263926
1334,1.4130937
1335,0.55622778
1336,1.7666853
1337,1.136342
1338,1.0546981
1339,2.0321687
1340,1.0086795
1341,0.81622192
1342,1.6454491
1343,1.3510436
1344,1.8168135
1345,1.4182199
1346,2.3461108
1347,1.5772206
1348,1.0167561
1349,1.3038867
1350,1.0051752
1351,1.1306286
1352,1.9063848
1353,1.9867792
1354,1.2194448
1355,2.0920028
1356,1.7855868
1357,2.2143429
1358,2.6234719
1359,-0.60205801
1360,-0.5823929
1361,-0.84013819
1362,-1.4115271
1363,-1.3036277
1364,-0.12561206
1365,-1.2883188
1366,0.33090539
1367,-1.1722267
1368,-0.66484887
1369,-1.1317018
1370,-0.033442328
1371,-1.0777512
1372,-0.79629789
1373,0.17340493
1374,-0.83124302
1375,-0.48056904
1376,-0.45282431
1377,0.076791894
1378,-0.5595014
1379,-0.48696618
1380,-0.57386694
1381,-0.54531774
1382,-0.93150711
1383,-0.71814144
1384,-1.1302302
1385,-1.346708
1386,-1.0330267
1387,-0.85060372
1388,-1.3217558
1389,-0.42175307
1390,-1.0300436
1391,-0.65146576
1392,-0.81487762
1393,-0.33824566
1394,-0.14223272
1395,-1.6228883
1396,-0.79138206
1397,-1.3063309
1398,-0.39105805
1399,-0.35810938
1400,-1.163435
1401,-0.40071116
1402,-0.40975972
1403,-0.72094741
1404,-0.33299027
1405,0.54820399
1406,-0.59622877
1407,-0.19067185
1408,-0.54187618
1409,-1.016107
1410,-1.0799024
1411,-1.1856653
1412,-0.79245206
1413,-0.7545928
1414,-0.057041218
1415,-0.43711047
1416,-1.071181
1417,-1.4760344
1418,0.47155477
1419,-1.3671025
1420,-0.60705672
1421,-0.48991875
1422,-0.45555956
1423,-0.12168338
1424,0.11616472
1425,-0.45235069
1426,-1.0259192
1427,-0.24586055
1428,-0.42968726
1429,-0.2687588
1430,-0.2634656
1431,-1.2946923
1432,-1.2626041
1433,-0.50661322
1434,-0.70429625
1435,-0.45876713
1436,-0.10284621
1437,-0.18754201
1438,0.31801101
1439,0.38033778
1440,-0.10167898
1441,0.95464948
1442,-0.66283014
1443,-0.48062778
1444,-0.077564941
1445,0.52292285
1446,0.30973786
1447,-0.46564938
1448,0.47058603
1449,-0.56522324
1450,-0.22816709
1451,-0.08521383
1452,0.19281564
1453,1.7860352
1454,0.48155655
1455,1.0973496
1456,0.79399451
1457,1.2252601
1458,0.34783848
1459,1.0716023
1460,1.3115848
1461,0.46656292
1462,-0.058372926
1463,0.96954147
1464,0.6994231
1465,1.2123711
1466,0.49644502
1467,0.54857089
1468,1.8987722
1469,1.3407996
1470,1.2230835
1471,2.5368313
1472,1.196893
1473,2.6652291
1474,1.1820102
1475,1.4287987
1476,3.0304417
1477,2.3991742
1478,2.3301131
1479,2.4316461
1480,2.0703542
1481,2.29497
1482,2.7239833
1483,-0.32644669
1484,-0.55558848
1485,-0.31433502
1486,-0.35673656
1487,-0.75114824
1488,-0.61599811
1489,-0.097979738
1490,0.15586988
1491,-1.3202342
1492,0.2205874
1493,0.17990165
1494,0.0066411391
1495,-0.92876149
1496,-0.91145413
1497,0.5101775
1498,-0.59035572
1499,-0.37550026
1500,0.57876452
1501,-0.87096377
1502,-0.81125156
1503,-0.80150667
1504,-0.15256987
1505,-0.23639525
1506,-0.30726272
1507,-0.86733643
1508,-0.21329762
1509,-1.1290144
1510,-0.58603304
1511,-0.014825604
1512,-0.62851536
1513,-1.3924464
1514,-0.56504878
1515,-0.42840504
1516,-0.84980539
1517,-0.46236492
1518,-0.58155991
1519,-1.1812115
1520,-0.64298681
1521,-0.881281
1522,-0.89986539
1523,0.049549096
1524,0.27991316
1525,-0.83761424
1526,-0.19540295
1527,-0.13638201
1528,0.32298378
1529,-1.2331742
1530,-0.9370792
1531,-1.0478414
1532,-0.56434825
1533,-0.31455899
1534,-1.1107676
1535,0.10526572
1536,-1.9453272
1537,-1.4498402
1538,-1.4889456
1539,-1.8004841
1540,-2.3130602
1541,-1.7720853
1542,-2.1548821
1543,-1.3312254
1544,-2.2651396
1545,-1.8002112
1546,-1.5211081
1547,-2.3136114
1548,-1.561571
1549,-1.6647261
1550,-2.0304364
1551,-1.8441364
1552,-1.3269888
1553,-1.1846436
1554,-1.3397858
1555,-1.5957733
1556,-1.4135873
1557,-1.6941628
1558,-1.9501844
1559,-2.3001641
1560,0.74808219
1561,-0.57759913
1562,-0.42445897
1563,0.94431756
1564,0.29521697
1565,-0.14963383
1566,0.87551438
1567,0.090401134
1568,0.48625435
1569,0.12139845
1570,0.15967936
