Time,root.Worms.d0.s0
520,-0.69217774
521,-0.80514581
522,-0.75602926
523,-0.81988078
524,-0.88864395
525,-0.95249547
526,-1.016347
527,-1.0801985
528,-1.1489617
529,-1.2815764
530,-1.3699862
531,-1.4829542
532,-1.600834
533,-1.6794204
534,-1.7334486
535,-1.85624
536,-1.9299149
537,-1.870975
538,-1.7874769
539,-1.7973002
540,-1.7973002
541,-1.7334486
542,-1.6990671
543,-1.6253922
544,-1.5566291
545,-1.4682193
546,-1.4338377
547,-1.4240144
548,-1.3552512
549,-1.2619297
550,-1.2521064
551,-1.1882549
552,-1.1293151
553,-1.1047568
554,-1.0261703
555,-0.99178871
556,-0.88864395
557,-0.82479243
558,-0.77567588
559,-0.72164767
560,-0.6528845
561,-0.6086796
562,-0.57429801
563,-0.52518146
564,-0.48588822
565,-0.38274346
566,-0.33362691
567,-0.30906863
568,-0.2353938
569,-0.17645394
570,-0.14698401
571,-0.15189567
572,-0.20592387
573,-0.1813656
574,-0.21083553
575,-0.19610056
576,-0.11260242
577,-0.088044148
578,-0.058574217
579,-0.019280975
580,-0.092955804
581,-0.043839251
582,-0.083132493
583,-0.092955804
584,-0.15189567
585,-0.18627725
586,-0.20592387
587,-0.2353938
588,-0.26977539
589,-0.29924532
590,-0.33362691
591,-0.36309684
592,-0.39747843
593,-0.45641829
594,-0.54482808
595,-0.55956305
596,-0.60376795
597,-0.69217774
598,-0.72164767
599,-0.71182436
600,-0.68235443
601,-0.63814953
602,-0.63814953
603,-0.59885629
604,-0.62832622
605,-0.63814953
606,-0.69217774
607,-0.73638264
608,-0.77567588
609,-0.81988078
610,-0.85917402
611,-0.95740712
612,-1.1784316
613,-1.1293151
614,-1.2079015
615,-1.1686083
616,-1.1882549
617,-1.1931666
618,-1.1980782
619,-1.14405
620,-1.0654635
621,-1.0654635
622,-1.0359936
623,-1.0605519
624,-1.0605519
625,-1.0801985
626,-1.1538733
627,-1.2373715
628,-1.2717531
629,-1.3699862
630,-1.3110463
631,-1.2668414
632,-1.2619297
633,-1.17352
634,-1.1489617
635,-1.1194917
636,-1.0900218
637,-1.0556402
638,-1.0261703
639,-0.99670036
640,-0.96231878
641,-0.93284885
642,-0.88373229
643,-0.81005746
644,-0.84935071
645,-0.88373229
646,-0.88373229
647,-0.90337891
648,-1.0065237
649,-1.1293151
650,-1.1244034
651,-1.1096684
652,-1.0654635
653,-1.016347
654,-0.97705374
655,-0.95740712
656,-0.86408567
657,-0.81005746
658,-0.76585257
659,-0.71673602
660,-0.68235443
661,-0.70200105
662,-0.70200105
663,-0.69217774
664,-0.6970894
665,-0.66761946
666,-0.63323788
667,-0.53991643
668,-0.49571153
669,-0.39256677
670,-0.35818519
671,-0.21083553
672,-0.25012877
673,-0.12733739
674,-0.048750907
675,0.039658887
676,0.11333372
677,0.17718523
678,0.36382813
679,0.38838641
680,0.46697289
681,0.56029434
682,0.59958758
683,0.70273234
684,0.77149551
685,0.87464027
686,1.0023433
687,1.0563715
688,1.1153114
689,1.1693396
690,1.2282794
691,1.2823077
692,1.3412475
693,1.3658058
694,1.3314242
695,1.3756291
696,1.3068659
697,1.277396
698,1.262661
699,1.2724843
700,1.277396
701,1.2823077
702,1.2675727
703,1.3216009
704,1.3265126
705,1.3068659
706,1.2970426
707,1.3068659
708,1.3019543
709,1.2528377
710,1.2086328
711,1.2675727
712,1.2135445
713,1.1840746
714,1.1595163
715,1.1251347
716,1.0612832
717,0.98269669
718,0.88937524
719,0.850082
720,0.850082
721,0.83043538
722,0.82552372
723,0.77149551
724,0.63396917
725,0.58976427
726,0.56029434
727,0.41785634
728,0.26068337
729,0.16245027
730,0.18700854
731,0.18209689
732,0.18209689
733,0.18209689
734,0.18209689
735,0.18209689
736,0.18209689
737,0.1477153
738,0.1035104
739,-0.0045460098
740,-0.11751408
741,-0.1371607
742,-0.24030546
743,-0.36309684
744,-0.41712505
745,-0.48588822
746,-0.47606491
747,-0.61850291
748,-0.66270781
749,-0.77567588
750,-0.78549919
751,-0.76094091
752,-0.89846726
753,-1.0409053
754,-1.0409053
755,-1.0801985
756,-1.0409053
757,-1.0605519
758,-0.97705374
759,-0.94758381
760,-0.91320222
761,-0.87882064
762,-0.90337891
763,-0.97214209
764,-0.90829057
765,-0.88864395
766,-0.84443905
767,-0.81988078
768,-0.76585257
769,-0.76585257
770,-0.73147098
771,-0.64306119
772,-0.56938636
773,-0.49079988
774,-0.41221339
775,-0.33853856
776,-0.25995208
777,-0.18627725
778,-0.10769077
779,-0.034015941
780,0.044570542
781,0.15753861
782,0.21647847
783,0.24594841
784,0.39329806
785,0.41785634
786,0.55538268
787,0.57502931
788,0.61432255
789,0.62414586
790,0.62414586
791,0.63888082
792,0.58976427
793,0.57502931
794,0.58485262
795,0.58485262
796,0.60941089
797,0.62905751
798,0.63888082
799,0.60449924
800,0.61432255
801,0.60941089
802,0.60449924
803,0.62414586
804,0.60449924
805,0.62414586
806,0.53573606
807,0.51117779
808,0.50626613
809,0.46206124
810,0.45223793
811,0.46697289
812,0.40312137
813,0.36873979
814,0.36382813
815,0.35891648
816,0.38838641
817,0.38347475
818,0.3785631
819,0.3785631
820,0.39329806
821,0.33926986
822,0.31962323
823,0.31962323
824,0.30979992
825,0.31471158
826,0.30979992
827,0.29506496
828,0.30488827
829,0.31962323
830,0.31471158
831,0.2901533
832,0.24594841
833,0.2361251
834,0.26559503
835,0.25577172
836,0.21647847
837,0.21156682
838,0.19683185
839,0.20665516
840,0.20174351
841,0.17227358
842,0.19683185
843,0.16736192
844,0.1035104
845,0.093687095
846,0.088775439
847,0.09859875
848,0.088775439
849,0.054393853
850,0.044570542
851,0.020012266
852,-0.019280975
853,-0.029104286
854,-0.063485872
855,-0.038927596
856,-0.024192631
857,-0.088044148
858,-0.097867459
859,-0.078220838
860,-0.14698401
861,-0.11751408
862,-0.15680732
863,-0.16663063
864,-0.16663063
865,-0.17154229
866,-0.21574718
867,-0.1813656
868,-0.21083553
869,-0.24030546
870,-0.23048215
871,-0.24030546
872,-0.23048215
873,-0.25012877
874,-0.21574718
875,-0.21574718
876,-0.2353938
877,-0.25012877
878,-0.25504043
879,-0.20101222
880,-0.22557049
881,-0.19118891
882,-0.21574718
883,-0.21574718
884,-0.2353938
885,-0.25504043
886,-0.27468705
887,-0.33362691
888,-0.36309684
889,-0.40239008
890,-0.36309684
891,-0.4220367
892,-0.39747843
893,-0.40239008
894,-0.40239008
895,-0.40239008
896,-0.44168332
897,-0.43186001
898,-0.49571153
899,-0.50553484
900,-0.37913297
901,0.24214501
902,-0.51719474
903,-0.033978536
904,0.58729944
905,-0.51719474
906,-0.17204031
907,0.03505235
908,0.51826855
909,-0.10300942
910,-0.31010208
911,-0.37913297
912,-0.37913297
913,0.17311412
914,-0.17204031
915,-0.58622562
916,-0.10300942
917,-0.033978536
918,0.17311412
919,-0.44816385
920,0.17311412
921,0.31117589
922,0.10408324
923,0.31117589
924,-0.10300942
925,0.58729944
926,0.44923766
927,0.24214501
928,0.24214501
929,-0.37913297
930,0.31117589
931,-0.51719474
932,0.17311412
933,0.65633032
934,0.24214501
935,-0.31010208
936,0.38020678
937,0.10408324
938,0.24214501
939,0.38020678
940,0.17311412
941,-0.17204031
942,0.03505235
943,-0.033978536
944,0.24214501
945,-0.24107119
946,-0.17204031
947,0.31117589
948,0.51826855
949,0.44923766
950,-0.44816385
951,-0.033978536
952,-0.033978536
953,-0.44816385
954,-0.44816385
955,-0.37913297
956,-0.10300942
957,0.10408324
958,-0.37913297
959,0.65633032
960,-0.17204031
961,-0.17204031
962,0.65633032
963,-0.17204031
964,-0.033978536
965,0.03505235
966,0.24214501
967,0.72536121
968,0.31117589
969,0.44923766
970,0.03505235
971,0.65633032
972,0.38020678
973,0.24214501
974,0.51826855
975,0.72536121
976,-0.24107119
977,0.17311412
978,-0.10300942
979,-0.033978536
980,-0.24107119
981,0.17311412
982,-0.31010208
983,-0.24107119
984,0.24214501
985,0.65633032
986,-0.10300942
987,-0.37913297
988,-0.24107119
989,-0.033978536
990,0.51826855
991,-0.24107119
992,0.10408324
993,-0.31010208
994,0.10408324
995,-0.44816385
996,-0.51719474
997,-0.93138005
998,-0.17204031
999,-0.033978536
1000,-0.033978536
1001,0.03505235
1002,-0.31010208
1003,-0.31010208
1004,-0.10300942
1005,-0.58622562
1006,-0.51719474
1007,-0.10300942
1008,-0.033978536
1009,0.10408324
1010,-0.10300942
1011,0.17311412
1012,0.03505235
1013,0.17311412
1014,0.51826855
1015,0.03505235
1016,0.31117589
1017,-0.44816385
1018,-0.24107119
1019,0.31117589
1020,-0.10300942
1021,-0.65525651
1022,-0.033978536
1023,-0.51719474
1024,0.58729944
1025,-0.86234917
1026,-0.17204031
1027,-0.65525651
1028,0.10408324
1029,0.03505235
1030,-0.17204031
1031,-0.31010208
1032,0.03505235
1033,0.17311412
1034,0.24214501
1035,-0.10300942
1036,-0.10300942
1037,0.17311412
1038,-0.65525651
1039,0.38020678
1040,-0.24107119
1041,-0.31010208
1042,0.86342298
1043,0.51826855
1044,1.2776083
1045,0.93245387
1046,0.24214501
1047,0.31117589
1048,0.44923766
1049,-0.24107119
1050,0.86342298
1051,0.31117589
1052,-0.17204031
1053,0.24214501
1054,0.38020678
1055,0.93245387
1056,0.65633032
1057,0.17311412
1058,0.65633032
1059,0.38020678
1060,-0.37913297
1061,0.31117589
1062,0.24214501
1063,0.51826855
1064,0.79439209
1065,1.1395465
1066,0.86342298
1067,0.65633032
1068,0.03505235
1069,0.51826855
1070,0.31117589
1071,0.10408324
1072,0.10408324
1073,0.86342298
1074,0.44923766
1075,-0.033978536
1076,1.2085774
1077,0.51826855
1078,0.10408324
1079,0.79439209
1080,0.31117589
1081,0.17311412
1082,0.72536121
1083,0.65633032
1084,1.2085774
1085,0.51826855
1086,0.65633032
1087,0.31117589
1088,0.72536121
1089,0.58729944
1090,1.0014848
1091,0.79439209
1092,0.44923766
1093,0.79439209
1094,0.24214501
1095,1.3466392
1096,0.65633032
1097,0.58729944
1098,0.72536121
1099,0.44923766
1100,0.58729944
1101,0.79439209
1102,0.03505235
1103,0.17311412
1104,0.79439209
1105,0.44923766
1106,1.484701
1107,0.38020678
1108,0.38020678
1109,0.93245387
1110,0.58729944
1111,0.38020678
1112,0.38020678
1113,1.0705156
1114,1.0014848
1115,0.51826855
1116,0.58729944
1117,0.38020678
1118,0.72536121
1119,0.31117589
1120,0.86342298
1121,0.31117589
1122,0.72536121
1123,0.24214501
1124,0.51826855
1125,0.93245387
1126,0.58729944
1127,0.31117589
1128,0.65633032
1129,0.79439209
1130,0.38020678
1131,0.72536121
1132,0.10408324
1133,1.1395465
1134,0.65633032
1135,0.10408324
1136,1.0014848
1137,0.79439209
1138,-0.17204031
1139,0.24214501
1140,0.51826855
1141,-0.033978536
1142,0.17311412
1143,1.0705156
1144,0.58729944
1145,0.72536121
1146,-0.033978536
1147,0.79439209
1148,0.72536121
1149,0.79439209
1150,0.51826855
1151,1.2085774
1152,0.44923766
1153,1.2085774
1154,0.79439209
1155,1.0705156
1156,0.86342298
1157,1.0705156
1158,0.24214501
1159,0.38020678
1160,0.31117589
1161,0.31117589
1162,0.51826855
1163,0.38020678
1164,0.86342298
1165,0.65633032
1166,0.24214501
1167,1.2085774
1168,0.38020678
1169,1.0014848
1170,0.58729944
1171,0.79439209
1172,1.1395465
1173,0.51826855
1174,0.72536121
1175,0.58729944
1176,0.44923766
1177,0.72536121
1178,0.79439209
1179,0.31117589
1180,0.72536121
1181,0.03505235
1182,0.51826855
1183,1.0014848
1184,0.93245387
1185,0.65633032
1186,0.17311412
1187,1.0014848
1188,0.65633032
1189,1.3466392
1190,0.17311412
1191,0.72536121
1192,0.58729944
1193,0.17311412
1194,0.72536121
1195,1.0705156
1196,0.10408324
1197,-0.17204031
1198,0.58729944
1199,0.72536121
1200,0.31117589
1201,0.38020678
1202,0.38020678
1203,0.44923766
1204,0.86342298
1205,0.17311412
1206,0.93245387
1207,0.38020678
1208,0.38020678
1209,0.65633032
1210,0.38020678
1211,-0.033978536
1212,0.03505235
1213,0.38020678
1214,0.10408324
1215,-0.24107119
1216,0.24214501
1217,-0.44816385
1218,0.79439209
1219,-0.24107119
1220,0.10408324
1221,0.86342298
1222,0.31117589
1223,0.17311412
1224,0.38020678
1225,0.79439209
1226,0.86342298
1227,0.10408324
1228,0.65633032
1229,0.38020678
1230,0.24214501
1231,0.86342298
1232,0.31117589
1233,0.10408324
1234,0.31117589
1235,0.44923766
1236,0.72536121
1237,0.72536121
1238,0.58729944
1239,0.86342298
1240,1.2776083
1241,0.58729944
1242,0.65633032
1243,0.65633032
1244,0.24214501
1245,0.65633032
1246,1.1395465
1247,0.51826855
1248,0.72536121
1249,0.44923766
1250,0.65633032
1251,0.65633032
1252,0.72536121
1253,0.17311412
1254,1.0014848
1255,1.1395465
1256,0.38020678
1257,-0.033978536
1258,0.93245387
1259,1.0705156
1260,0.44923766
1261,0.03505235
1262,0.44923766
1263,0.51826855
1264,0.38020678
1265,0.72536121
1266,0.79439209
1267,0.58729944
1268,0.03505235
1269,0.65633032
1270,0.24214501
1271,1.0014848
1272,-0.24107119
1273,0.44923766
1274,0.51826855
1275,0.24214501
1276,-0.10300942
1277,-0.31010208
1278,0.24214501
1279,0.72536121
1280,0.51826855
1281,0.10408324
1282,0.17311412
1283,-0.10300942
1284,0.86342298
1285,0.44923766
1286,-0.51719474
1287,0.17311412
1288,0.51826855
1289,0.03505235
1290,0.17311412
1291,0.38020678
1292,0.38020678
1293,0.03505235
1294,0.65633032
1295,0.10408324
1296,-0.033978536
1297,0.03505235
1298,0.24214501
1299,-0.033978536
1300,0.31117589
1301,0.65633032
1302,0.58729944
1303,0.03505235
1304,-0.033978536
1305,0.51826855
1306,0.31117589
1307,-0.033978536
1308,0.44923766
1309,0.65633032
1310,0.10408324
1311,-0.10300942
1312,0.24214501
1313,0.65633032
1314,0.86342298
1315,0.51826855
1316,0.10408324
1317,0.79439209
1318,0.03505235
1319,0.58729944
1320,0.58729944
1321,0.31117589
1322,-0.44816385
1323,0.03505235
1324,0.86342298
1325,0.31117589
1326,0.58729944
1327,0.31117589
1328,0.51826855
1329,0.72536121
1330,0.65633032
1331,0.65633032
1332,0.17311412
1333,0.51826855
1334,0.58729944
1335,0.79439209
1336,0.31117589
1337,0.24214501
1338,-0.17204031
1339,0.24214501
1340,0.31117589
1341,0.51826855
1342,0.03505235
1343,0.86342298
1344,0.24214501
1345,0.58729944
1346,0.17311412
1347,1.0014848
1348,2.5891951
1349,0.10408324
1350,0.51826855
1351,0.65633032
1352,0.72536121
1353,0.03505235
1354,0.79439209
1355,0.79439209
1356,0.58729944
1357,0.79439209
1358,0.17311412
1359,0.72536121
1360,0.72536121
1361,0.58729944
1362,1.2085774
1363,0.65633032
1364,0.65633032
1365,0.93245387
1366,0.44923766
1367,0.79439209
1368,0.31117589
1369,0.24214501
1370,0.79439209
1371,1.1395465
1372,0.65633032
1373,0.86342298
1374,0.51826855
1375,0.72536121
1376,0.58729944
1377,0.58729944
1378,0.17311412
1379,0.86342298
1380,0.79439209
1381,0.72536121
1382,0.38020678
1383,0.79439209
1384,0.86342298
1385,1.3466392
1386,0.31117589
1387,0.44923766
1388,0.24214501
1389,0.58729944
1390,0.86342298
1391,1.0705156
1392,0.31117589
1393,0.31117589
1394,0.79439209
1395,0.72536121
1396,0.03505235
1397,0.86342298
1398,0.10408324
1399,0.51826855
1400,0.10408324
1401,0.38020678
1402,0.31117589
1403,0.65633032
1404,0.72536121
1405,1.1395465
1406,0.31117589
1407,0.38020678
1408,0.79439209
1409,0.72536121
1410,0.65633032
1411,0.65633032
1412,0.44923766
1413,0.58729944
1414,0.79439209
1415,0.24214501
1416,0.31117589
1417,0.44923766
1418,0.79439209
1419,0.72536121
1420,0.44923766
1421,0.38020678
1422,0.93245387
1423,0.51826855
1424,0.44923766
1425,0.31117589
1426,0.58729944
1427,0.10408324
1428,0.10408324
1429,0.51826855
1430,0.58729944
1431,0.58729944
1432,0.10408324
1433,0.44923766
1434,0.24214501
1435,0.72536121
1436,0.65633032
1437,-0.10300942
1438,0.58729944
1439,1.0014848
1440,0.58729944
1441,0.58729944
1442,0.93245387
1443,0.58729944
1444,0.31117589
1445,0.51826855
1446,0.79439209
1447,0.03505235
1448,0.72536121
1449,0.79439209
1450,0.93245387
1451,0.51826855
1452,0.31117589
1453,0.51826855
1454,1.2085774
1455,0.51826855
1456,0.17311412
1457,0.10408324
1458,0.58729944
1459,0.17311412
1460,-0.033978536
1461,0.72536121
1462,0.10408324
1463,0.58729944
1464,0.65633032
1465,0.44923766
1466,0.72536121
1467,0.58729944
1468,0.51826855
1469,0.17311412
1470,0.58729944
1471,0.03505235
1472,0.24214501
1473,-0.033978536
1474,0.72536121
1475,0.44923766
1476,0.38020678
1477,0.38020678
1478,-0.033978536
1479,-0.31010208
1480,0.44923766
1481,-0.10300942
1482,1.0014848
1483,0.24214501
1484,0.58729944
1485,-0.033978536
1486,0.44923766
1487,0.58729944
1488,0.58729944
1489,0.17311412
1490,0.17311412
1491,0.58729944
1492,0.31117589
1493,0.65633032
1494,0.65633032
1495,0.79439209
1496,0.10408324
1497,0.86342298
1498,0.93245387
1499,0.93245387
1500,0.31117589
1501,0.10408324
1502,0.79439209
1503,0.38020678
1504,0.79439209
1505,0.03505235
1506,0.51826855
1507,0.58729944
1508,0.44923766
1509,0.58729944
1510,0.38020678
1511,0.31117589
1512,0.38020678
1513,0.10408324
1514,1.2085774
1515,0.93245387
1516,0.24214501
1517,0.38020678
1518,0.72536121
1519,0.17311412
1520,0.51826855
1521,0.38020678
1522,0.38020678
1523,0.51826855
1524,0.58729944
1525,0.58729944
1526,1.0014848
1527,0.79439209
1528,0.17311412
1529,0.38020678
1530,0.79439209
1531,0.44923766
1532,0.51826855
1533,0.38020678
1534,0.72536121
1535,0.72536121
1536,0.65633032
1537,0.31117589
1538,0.65633032
1539,0.65633032
1540,0.58729944
1541,0.31117589
1542,0.31117589
1543,0.24214501
1544,0.86342298
1545,0.51826855
1546,0.10408324
1547,0.72536121
1548,0.24214501
1549,-0.10300942
1550,0.31117589
1551,0.44923766
1552,0.65633032
1553,0.79439209
1554,0.79439209
1555,0.93245387
1556,0.65633032
1557,-0.033978536
1558,0.17311412
1559,0.51826855
1560,0.03505235
1561,0.38020678
1562,0.10408324
1563,0.24214501
1564,0.38020678
1565,0.17311412
1566,-0.17204031
1567,-0.10300942
1568,-0.033978536
1569,0.17311412
1570,0.24214501
1571,0.24214501
1572,-0.24107119
1573,0.10408324
1574,0.31117589
1575,0.10408324
1576,-0.033978536
1577,-0.44816385
1578,0.10408324
1579,-0.033978536
1580,0.03505235
1581,0.10408324
1582,-0.10300942
1583,-0.10300942
1584,-0.44816385
1585,0.38020678
1586,0.03505235
1587,-0.033978536
1588,-0.17204031
1589,-0.033978536
1590,0.44923766
1591,0.31117589
1592,-0.17204031
1593,0.10408324
1594,0.24214501
1595,0.10408324
1596,-0.10300942
1597,-0.24107119
